,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,markdown_extension,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,shadowed,gitlab_id,gitlab_url,pypi,bitbucket_id
186,markdown-icons,,,,MadLittleMods/markdown-icons,markdown-iconfonts,['markdown'],markdown,https://github.com/MadLittleMods/markdown-icons,https://github.com/MadLittleMods/markdown-icons,,2013-10-10 01:13:21,2018-12-15 15:07:39,2018-12-09 18:27:54,37.0,,12.0,5.0,7.0,3.0,4.0,13.0,2014-11-20 03:24:22,1.0,2.0,Easily display icon fonts in markdown.,,,4.0,https://pypi.org/project/markdown-iconfonts,164.0,164.0,8,True,3.0,,iconfonts,,,,,,,,,,
187,Github-Links,,,,Python-Markdown/github-links,mdx-gh-links,['markdown'],git-info,https://github.com/Python-Markdown/github-links,https://github.com/Python-Markdown/github-links,,2017-11-07 21:22:03,2023-12-22 19:53:20,2023-12-22 19:52:23,25.0,,9.0,5.0,13.0,,5.0,10.0,,,,Python-Markdown GitHub Links Extension.,,,4.0,https://pypi.org/project/mdx-gh-links,6305.0,6305.0,8,True,3.0,,mdx_gh_links,,,,,,,,,,
188,tooltipster-links,,tooltipster-links,,zachhannum/mkdocs-tooltipster-links-plugin,mkdocs-tooltipster-links-plugin,['plugin'],links-refs,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,MIT,2020-01-11 16:20:03,2022-09-20 10:38:00,2020-07-29 11:54:06,7.0,,1.0,3.0,1.0,2.0,,10.0,2020-01-11 17:58:07,_010,1.0,An MkDocs plugin that adds tooltips to preview the content of page links using tooltipster.,29.0,29.0,,https://pypi.org/project/mkdocs-tooltipster-links-plugin,81.0,81.0,8,True,3.0,,,,,,,,,,,,
189,Moonstone,moonstone,,,byrnereese/mkdocs-moonstone,mkdocs-moonstone,['theme'],theming,https://github.com/byrnereese/mkdocs-moonstone,https://github.com/byrnereese/mkdocs-moonstone,,2019-02-14 08:53:35,2021-06-15 21:16:30,2021-06-15 21:15:45,28.0,,1.0,2.0,,,,7.0,,,,A documentation theme for mkdocs.,13.0,13.0,,https://pypi.org/project/mkdocs-moonstone,1257.0,1257.0,8,True,3.0,,,,,,,,,,,,
190,mkdocs-llmstxt,,llmstxt,,pawamoy/mkdocs-llmstxt,mkdocs-llmstxt,['plugin'],integrations,https://github.com/pawamoy/mkdocs-llmstxt,https://github.com/pawamoy/mkdocs-llmstxt,ISC,2025-01-14 18:14:38,2025-01-14 18:18:56,2025-01-14 18:18:53,7.0,7.0,,1.0,,,,7.0,2025-01-14 18:17:33,0.1.0,1.0,MkDocs plugin to generate an /llms.txt file (https://llmstxt.org/).,,,,https://pypi.org/project/mkdocs-llmstxt,166.0,166.0,8,True,3.0,,,,,,,,,,,,
191,Nature,nature,,,waylan/mkdocs-nature,mkdocs-nature,['theme'],theming,https://github.com/waylan/mkdocs-nature,https://github.com/waylan/mkdocs-nature,,2017-03-13 02:45:21,2023-09-14 18:55:28,2023-09-14 18:14:25,37.0,,1.0,2.0,5.0,,,5.0,,,,A MkDocs theme.,46.0,46.0,2.0,https://pypi.org/project/mkdocs-nature,1257.0,1257.0,8,True,3.0,,,,,,,,,,,,
192,markdown-filter,,markdown-filter,,byrnereese/mkdocs-markdown-filter,mkdocs-markdown-filter,['plugin'],code-exec-templating,https://github.com/byrnereese/mkdocs-markdown-filter,https://github.com/byrnereese/mkdocs-markdown-filter,MIT,2019-02-06 17:40:11,2024-02-15 15:39:39,2019-02-06 17:56:44,4.0,,2.0,2.0,2.0,1.0,,5.0,,,,Adds a markdown template filter to the jinja templating environment in mkdocs.,31.0,31.0,,https://pypi.org/project/mkdocs-markdown-filter,536.0,536.0,8,True,3.0,,,,,,,,,,,,
193,Risonia,risonia,"['risonia/color-theme', 'risonia/w3css-classes']",,unverbuggt/mkdocs-risonia-theme,mkdocs-risonia-theme,['theme'],theming,https://github.com/unverbuggt/mkdocs-risonia-theme,https://github.com/unverbuggt/mkdocs-risonia-theme,,2022-09-03 09:16:17,2023-09-08 07:46:49,2023-09-01 09:32:01,142.0,,1.0,1.0,,,,4.0,2023-09-08 07:46:19,0.1.12,12.0,"A simple theme for MkDocs, using the w3.css framework and configurable color schemes.",4.0,4.0,,https://pypi.org/project/mkdocs-risonia-theme,417.0,417.0,8,True,3.0,,,,,,,,,,,,
194,python-asciimathml,,,,ShadowKyogre/python-asciimathml,asciimathml,['markdown'],markdown,https://github.com/ShadowKyogre/python-asciimathml,https://github.com/ShadowKyogre/python-asciimathml,GPL-3.0,2016-07-27 17:15:27,2022-11-23 23:00:36,2017-04-04 22:08:58,105.0,,4.0,3.0,4.0,,,4.0,,,,python ASCIIMathML to Presentation MathML translator.,,,8.0,https://pypi.org/project/asciimathml,279.0,279.0,8,True,3.0,,mdx_asciimathml,,,,,,,,,,
195,markdown-emdash,,,,czue/markdown-emdash,markdown-emdash,['markdown'],markdown,https://github.com/czue/markdown-emdash,https://github.com/czue/markdown-emdash,MIT,2018-02-27 13:39:31,2023-05-18 13:14:43,2023-05-18 13:13:46,7.0,,1.0,2.0,,,,3.0,,,,Emdash extension for python-markdown.,35.0,35.0,,https://pypi.org/project/markdown-emdash,271.0,271.0,8,True,3.0,,mdx_emdash,,,,,,,,,,
196,mkdocs-zip-folders,,zip_folders,,JakubAndrysek/mkdocs-zip-folders,mkdocs-zip-folders,['plugin'],site-conversion,https://github.com/JakubAndrysek/mkdocs-zip-folders,https://github.com/JakubAndrysek/mkdocs-zip-folders,MIT,2023-07-06 12:12:44,2025-01-22 13:37:46,2025-01-22 13:32:43,8.0,3.0,1.0,1.0,1.0,,1.0,3.0,2025-01-22 13:37:46,1.0.4,2.0,MkDocs plugin to zip configured folders and add them to the site.,,,2.0,https://pypi.org/project/mkdocs-zip-folders,900.0,900.0,8,True,3.0,,,,,,,,,,,,
197,extract listings,,extract_listings,,six-two/mkdocs-extract-listings-plugin,mkdocs-extract-listings-plugin,['plugin'],search-toc,https://github.com/six-two/mkdocs-extract-listings-plugin,https://github.com/six-two/mkdocs-extract-listings-plugin,MIT,2023-11-03 19:21:57,2025-01-05 18:11:05,2025-01-05 18:10:56,35.0,6.0,,1.0,,,,2.0,,,,Generate a page with all listings and/or a search page for listings.,,,,https://pypi.org/project/mkdocs-extract-listings-plugin,2284.0,2284.0,8,True,3.0,,,,,,,,,,,,
198,mkdocs-pipeline-visualizer,,pipeline-visualizer,,obegron/mkdocs-pipeline-visualizer,mkdocs-pipeline-visualizer,['plugin'],api-docs,https://github.com/obegron/mkdocs-pipeline-visualizer,https://github.com/obegron/mkdocs-pipeline-visualizer,BSD-2-Clause,2024-08-07 10:03:40,2025-01-20 19:51:39,2025-01-20 19:51:36,88.0,11.0,,1.0,1.0,,,1.0,,,,Generates MD documentation from tekton pipelines and tasks.,1.0,1.0,3.0,https://pypi.org/project/mkdocs-pipeline-visualizer,878.0,878.0,8,True,3.0,,,,,,,,,,,,
199,mkdocs-breadcrumbs-plugin,,mkdocs-breadcrumbs-plugin,,mihaigalos/mkdocs-breadcrumbs-plugin,mkdocs-breadcrumbs-plugin,['plugin'],nav-pages,https://github.com/mihaigalos/mkdocs-breadcrumbs-plugin,https://github.com/mihaigalos/mkdocs-breadcrumbs-plugin,MIT,2024-06-15 19:51:20,2024-09-06 05:09:41,2024-09-06 05:09:41,55.0,,,1.0,1.0,2.0,,1.0,,,,Location-based breadcrumbs navigation.,5.0,5.0,4.0,https://pypi.org/project/mkdocs-breadcrumbs-plugin,1319.0,1319.0,8,True,3.0,,,,,,,,,,,,
200,mkdocs-auto-refresh-build-pages,,auto-refresh-build-pages,,JakubAndrysek/mkdocs-auto-refresh-build-pages,mkdocs-auto-refresh-build-pages,['plugin'],site-management,https://github.com/JakubAndrysek/mkdocs-auto-refresh-build-pages,https://github.com/JakubAndrysek/mkdocs-auto-refresh-build-pages,MIT,2024-06-28 13:02:40,2024-07-02 15:52:19,2024-07-02 15:51:38,4.0,,,1.0,,,,,2024-06-29 21:41:40,1.0.1,1.0,MkDocs plugin that automatically refreshes the build pages when the documentation is updated.,4.0,4.0,,https://pypi.org/project/mkdocs-auto-refresh-build-pages,558.0,558.0,8,True,3.0,,,,,,,,,,,,
201,automacdoc,,,,AlexandreKempf/automacdoc,automacdoc,[],api-docs,https://github.com/AlexandreKempf/automacdoc,https://github.com/AlexandreKempf/automacdoc,MIT,2019-06-14 11:47:18,2020-12-29 08:32:21,2020-12-29 08:32:20,13.0,,10.0,6.0,3.0,4.0,1.0,43.0,,,,Automatic generation of documentation for mkdocs.,,,6.0,https://pypi.org/project/automacdoc,79.0,79.0,7,True,3.0,,,,,,,,,,,,
202,BOOTSTRAP386,bootstrap386,,,,mkdocs-bootstrap386,['theme'],theming,,https://gitlab.com/lramage/mkdocs-bootstrap386,,2018-06-06 02:30:09,2018-06-06 02:30:09,,,,3.0,,,4.0,3.0,33.0,,,1.0,A vintage 1980s DOS inspired Twitter Bootstrap theme for MkDocs https://lramage.gitlab.io/mkdocs-bootstrap386.,,,,https://pypi.org/project/mkdocs-bootstrap386,1836.0,1836.0,7,True,3.0,,,,,,,,,lramage/mkdocs-bootstrap386,https://gitlab.com/lramage/mkdocs-bootstrap386,,
203,Tweetable quotes,,,,max-arnold/markdown-tweetable,markdown-tweetable,['markdown'],markdown,https://github.com/max-arnold/markdown-tweetable,https://github.com/max-arnold/markdown-tweetable,MIT,2014-06-02 11:57:04,2019-03-25 05:45:20,2019-03-25 05:45:13,81.0,,1.0,2.0,,,1.0,15.0,,,,Python-Markdown extension to embed tweetable quotes into your blog posts.,5.0,5.0,,https://pypi.org/project/markdown-tweetable,164.0,164.0,7,True,3.0,,tweetable.extension,,,,,,,,,,
204,plotly charts,,plotly,,haoda-li/mkdocs-plotly-plugin,mkdocs-plotly-plugin,['plugin'],charts,https://github.com/haoda-li/mkdocs-plotly-plugin,https://github.com/haoda-li/mkdocs-plotly-plugin,MIT,2023-01-11 01:57:12,2023-07-25 22:26:42,2023-07-25 22:26:30,18.0,,,,1.0,,2.0,11.0,,,,Mkdocs plugin to add interactive charts with Plotly.js.,,,3.0,https://pypi.org/project/mkdocs-plotly-plugin,2190.0,2190.0,7,True,3.0,,,,,,,,,,,,
205,markdown-katex,,,,,markdown-katex,['markdown'],markdown,,https://gitlab.com/mbarkhau/markdown-katex,,2019-05-14 07:53:31,2019-05-14 07:53:31,,,,4.0,,,4.0,13.0,11.0,,,0.0,KaTeX extension for Python Markdown.,,,,https://pypi.org/project/markdown-katex,8953.0,8953.0,7,True,3.0,,markdown_katex,,,,,,,mbarkhau/markdown-katex,https://gitlab.com/mbarkhau/markdown-katex,,
206,caption,,,,flywire/caption,,['markdown'],markdown,https://github.com/flywire/caption,https://github.com/flywire/caption,GPL-3.0,2020-06-27 13:08:11,2023-03-05 16:51:03,2023-01-29 20:40:28,64.0,,2.0,3.0,5.0,7.0,1.0,11.0,2020-07-16 04:50:53,0.2.3,1.0,,66.0,66.0,3.0,,,,7,True,3.0,,"['caption', 'image_captions', 'table_captions']",,,,,,,,,,
207,mk2pdf-export,,mk2pdf-export,,HaoLiuHust/mkdocs-mk2pdf-plugin,mkdocs-mk2pdf-plugin,['plugin'],site-conversion,https://github.com/HaoLiuHust/mkdocs-mk2pdf-plugin,https://github.com/HaoLiuHust/mkdocs-mk2pdf-plugin,MIT,2020-01-13 11:09:42,2021-06-29 13:46:26,2020-09-11 05:52:58,21.0,,5.0,2.0,7.0,,1.0,10.0,,,,"The plugin is based on https://github.com/zhaoterryy/mkdocs-pdf-export-plugin/ ,the main change is use pandoc to..",3.0,3.0,4.0,https://pypi.org/project/mkdocs-mk2pdf-plugin,53.0,53.0,7,True,3.0,,,,,,,,,,,,
208,svgbob extension for Python Markdown,,,,mbarkhau/markdown-svgbob,markdown-svgbob,['markdown'],charts,https://github.com/mbarkhau/markdown-svgbob,https://github.com/mbarkhau/markdown-svgbob,MIT,2019-04-18 11:32:58,2024-06-21 15:57:22,2024-06-21 15:57:18,131.0,,2.0,1.0,3.0,2.0,1.0,7.0,,,,svgbob extension for Python Markdown.,10.0,10.0,2.0,https://pypi.org/project/markdown-svgbob,788.0,788.0,7,True,3.0,,markdown_svgbob,,,,,,,,,,
209,MkDocs Pygments,,pygments,,pawamoy/mkdocs-pygments,,['plugin'],html-css,https://github.com/pawamoy/mkdocs-pygments,https://github.com/pawamoy/mkdocs-pygments,ISC,2024-05-17 17:58:56,2025-01-23 13:15:15,2025-01-23 13:09:48,8.0,5.0,1.0,1.0,,,1.0,7.0,2025-01-23 13:10:07,0.0.2,2.0,Highlighting themes for code blocks. Available to sponsors only.,2.0,2.0,,,,,7,True,3.0,,,,,,,,,,,,
210,Github Releaase Changelog,,mkdocs_github_changelog,,djpugh/mkdocs_github_changelog,mkdocs-github-changelog,['plugin'],git-info,https://github.com/djpugh/mkdocs_github_changelog,https://github.com/djpugh/mkdocs_github_changelog,MIT,2023-12-20 10:23:27,2025-01-07 21:40:44,2024-01-02 18:35:12,10.0,,,1.0,11.0,3.0,,6.0,2023-12-26 18:50:27,0.1.0,1.0,mkdocs extension to autogenerate changelog from github releases.,,,2.0,https://pypi.org/project/mkdocs-github-changelog,213.0,213.0,7,True,3.0,,,,,,,,,,,,
211,toggle-sidebar,,toggle-sidebar,,six-two/mkdocs-toggle-sidebar-plugin,mkdocs-toggle-sidebar-plugin,['plugin'],html-css,https://github.com/six-two/mkdocs-toggle-sidebar-plugin,https://github.com/six-two/mkdocs-toggle-sidebar-plugin,MIT,2023-09-04 17:41:57,2024-09-10 15:23:34,2024-09-10 15:23:28,27.0,,1.0,1.0,,,1.0,6.0,,,,Toggle the navigation and/or TOC sidebars on your MkDocs site.,,,,https://pypi.org/project/mkdocs-toggle-sidebar-plugin,4620.0,4620.0,7,True,3.0,,,,,,,,,,,,
212,inari,,inari,,tkamenoko/inari,inari,['plugin'],api-docs,https://github.com/tkamenoko/inari,https://github.com/tkamenoko/inari,MIT,2019-08-22 04:40:26,2024-03-20 18:40:24,2021-07-10 04:26:08,101.0,,,2.0,1.0,1.0,1.0,5.0,,,,Write docstrings in markdown!.,8.0,8.0,,https://pypi.org/project/inari,238.0,238.0,7,True,3.0,,,,,,,,,,,,
213,schema-reader,,schema_reader,,magicaljellybeans/mkdocs_schema_reader,mkdocs-schema-reader,['plugin'],nav-pages,https://github.com/magicaljellybeans/mkdocs_schema_reader,https://github.com/magicaljellybeans/mkdocs_schema_reader,MIT,2020-12-07 16:39:34,2022-04-17 15:03:06,2021-06-23 16:04:58,16.0,,3.0,1.0,2.0,2.0,1.0,3.0,,,1.0,"A mkdocs plugin that scans specified directories and files for JSON Schema files, converts them to markdown and builds..",,,3.0,https://pypi.org/project/mkdocs-schema-reader,1697.0,1697.0,7,True,3.0,,,,,,,,,,,,
214,mkdocs-exclude-tagged-files,,mkdocs_exclude_tagged_files,,JonasDoesThings/mkdocs-exclude-tagged-files,mkdocs-exclude-tagged-files,['plugin'],site-management,https://github.com/JonasDoesThings/mkdocs-exclude-tagged-files,https://github.com/JonasDoesThings/mkdocs-exclude-tagged-files,MIT,2022-12-15 20:36:59,2023-09-10 15:14:45,2023-09-10 15:13:51,16.0,,2.0,1.0,1.0,,1.0,3.0,2023-09-10 15:45:16,1.0.4,3.0,A mkdocs plugin for excluding files based on frontmatter tags.,4.0,4.0,2.0,https://pypi.org/project/mkdocs-exclude-tagged-files,263.0,263.0,7,True,3.0,,,,,,,,,,,,
215,GitHub,github,,,g3xx/mkdocs-Github,mkdocs-github,['theme'],theming,https://github.com/g3xx/mkdocs-Github,https://github.com/g3xx/mkdocs-Github,MIT,2020-02-25 04:04:58,2020-02-25 09:13:04,2020-02-25 09:12:44,9.0,,,2.0,,,,2.0,,,,Theme Mkdocs Like a Github. DEMO =.,12.0,12.0,,https://pypi.org/project/mkdocs-github,197.0,197.0,7,True,3.0,,,,,,,,,,,,
216,mkdocstrings-shell,,,,mkdocstrings/shell,,,api-docs,https://github.com/mkdocstrings/shell,https://github.com/mkdocstrings/shell,ISC,2023-09-04 09:35:05,2025-01-29 16:52:46,2025-01-24 15:10:15,6.0,1.0,,2.0,1.0,,,2.0,2024-10-12 15:48:53,1.0.0,2.0,A shell scripts/libraries handler for mkdocstrings.,3.0,3.0,,,,,7,True,3.0,,,,,,,,,,,,
217,Entangled,,entangled,,entangled/mkdocs-plugin,mkdocs-entangled-plugin,['plugin'],code-exec-templating,https://github.com/entangled/mkdocs-plugin,https://github.com/entangled/mkdocs-plugin,Apache-2.0,2023-04-11 13:06:53,2023-10-14 12:19:27,2023-10-14 12:16:09,28.0,,,1.0,,,1.0,2.0,,,4.0,An MkDocs plugin that lets you do Literate Programming through Entangled.,9.0,9.0,,https://pypi.org/project/mkdocs-entangled-plugin,252.0,252.0,7,True,3.0,,,,,,,,,,,,
218,mkdocs-data-plugin,,data,,joapuiib/mkdocs-data-plugin,mkdocs-data-plugin,['plugin'],code-exec-templating,https://github.com/joapuiib/mkdocs-data-plugin,https://github.com/joapuiib/mkdocs-data-plugin,MIT,2024-11-21 18:59:31,2025-02-04 20:14:38,2024-11-26 15:11:22,11.0,11.0,,1.0,3.0,,,2.0,2024-11-25 16:48:21,0.2.0,1.0,Mkdocs plugin that allows reading data from markup files and use it in your Markdown pages.,,,,https://pypi.org/project/mkdocs-data-plugin,135.0,135.0,7,True,3.0,,,,,,,,,,,,
219,branchcustomization,,branchcustomization,,effigies/mkdocs-branchcustomization-plugin,mkdocs-branchcustomization-plugin,['plugin'],git-info,https://github.com/effigies/mkdocs-branchcustomization-plugin,https://github.com/effigies/mkdocs-branchcustomization-plugin,MIT,2019-12-13 14:59:00,2022-04-17 16:53:22,2022-04-17 16:53:22,8.0,,,4.0,,,1.0,2.0,,,,Customize MkDocs options on a per-branch basis.,18.0,18.0,,https://pypi.org/project/mkdocs-branchcustomization-plugin,785.0,785.0,7,True,3.0,,,,,,,,,,,,
220,mkpatcher,,,,ofek/mkpatcher,mkpatcher,['markdown'],markdown,https://github.com/ofek/mkpatcher,https://github.com/ofek/mkpatcher,Apache-2.0,2020-04-26 18:13:51,2020-04-26 19:19:50,2020-04-26 19:19:45,5.0,,,3.0,,,,2.0,,,,Python-Markdown extension allowing arbitrary scripts to modify MkDocs input files.,8.0,8.0,,https://pypi.org/project/mkpatcher,303.0,303.0,7,True,3.0,,mkpatcher,,,,,,,,,,
221,mkdocs-codecheck,,,,byrnereese/codechecker-mkdocs,mkdocs-codecheck,[],quality,https://github.com/byrnereese/codechecker-mkdocs,https://github.com/byrnereese/codechecker-mkdocs,MIT,2021-08-24 18:05:47,2021-12-16 19:26:31,2021-12-16 19:26:10,86.0,,,3.0,1.0,1.0,,2.0,,,,"Traverses a directory tree looking for code samples, then attempts to validate each code sample found.",,,6.0,https://pypi.org/project/mkdocs-codecheck,159.0,159.0,7,True,3.0,,,,,,,,,,,,
222,SWAN Gallery,,swangallery,,swan-cern/mkdocs-swangallery,mkdocs-swangallery,['plugin'],nav-pages,https://github.com/swan-cern/mkdocs-swangallery,https://github.com/swan-cern/mkdocs-swangallery,AGPL-3.0,2020-06-21 11:00:41,2023-07-20 13:42:30,2023-07-20 13:42:17,16.0,,,3.0,1.0,,,1.0,2023-07-20 13:43:16,0.0.6,6.0,MkDocs plugin to generate a SWAN Gallery.,3.0,3.0,2.0,https://pypi.org/project/mkdocs-swangallery,220.0,220.0,7,True,3.0,,,,,,,,,,,,
223,no-sitemap,,no-sitemap,,leonardehrenfried/mkdocs-no-sitemap-plugin,mkdocs-no-sitemap-plugin,['plugin'],site-management,https://github.com/leonardehrenfried/mkdocs-no-sitemap-plugin,https://github.com/leonardehrenfried/mkdocs-no-sitemap-plugin,MIT,2023-04-04 12:31:54,2023-04-04 12:32:09,2023-04-04 12:31:22,2.0,,,2.0,,1.0,,1.0,,,,Disable Mkdocs sitemap generation.,27.0,27.0,,https://pypi.org/project/mkdocs-no-sitemap-plugin,2558.0,2558.0,7,True,3.0,,,,,,,,,,,,
224,swagger,,swagger,,allevo/mkdocs-swagger-plugin,,['plugin'],integrations,https://github.com/allevo/mkdocs-swagger-plugin,https://github.com/allevo/mkdocs-swagger-plugin,MIT,2019-05-18 13:36:54,2019-10-06 19:53:01,2019-10-06 19:52:58,7.0,,6.0,4.0,1.0,3.0,2.0,29.0,,,,MkDocs plugin for render swagger into docs.,,,,,,,6,True,3.0,,,,,,,,,,,,
225,docSkimmer,docskimmer,,,hfagerlund/mkdocs-docskimmer,,['theme'],theming,https://github.com/hfagerlund/mkdocs-docskimmer,https://github.com/hfagerlund/mkdocs-docskimmer,,2017-06-13 00:33:55,2023-11-05 02:08:31,2023-11-05 02:08:28,24.0,,,3.0,7.0,,11.0,19.0,2018-10-11 17:53:21,0.4.0,7.0,"An accessible, skimmable theme for MkDocs.",,,,,,,6,True,3.0,,,,,,,,,,,,
226,doxygen,,doxygen,,pieterdavid/mkdocs-doxygen-plugin,,['plugin'],api-docs,https://github.com/pieterdavid/mkdocs-doxygen-plugin,https://github.com/pieterdavid/mkdocs-doxygen-plugin,MIT,2018-08-06 19:41:31,2020-12-04 15:20:33,2020-12-04 15:20:32,9.0,,5.0,3.0,2.0,2.0,,16.0,,,,A Doxygen plugin for MkDocs.,,,3.0,,,,6,True,3.0,,,,,,,,,,,,
227,HEARTBEATS Flavored Markdown,,,,heartbeatsjp/markdown-extension-hbfm,hbfm,['markdown'],markdown,https://github.com/heartbeatsjp/markdown-extension-hbfm,https://github.com/heartbeatsjp/markdown-extension-hbfm,,2017-04-06 02:07:29,2022-01-21 19:34:08,2018-03-01 07:33:55,18.0,,1.0,4.0,5.0,,,14.0,,,,HEARTBEATS Flavored Markdown extension.,10.0,10.0,2.0,https://pypi.org/project/hbfm,315.0,315.0,6,True,3.0,,"['hbfm.inline_coloring', 'hbfm.inline_list', 'hbfm.number_headers', 'hbfm.quote_uri_hash']",,,,,,,,,,
228,mkdocs-theme-topdf,topdf,,,kuri65536/mkdocs-theme-topdf,mkdocs-theme-topdf,['theme'],theming,https://github.com/kuri65536/mkdocs-theme-topdf,https://github.com/kuri65536/mkdocs-theme-topdf,MPL-2.0,2019-12-23 06:20:31,2021-12-08 23:42:59,2021-06-26 00:34:41,122.0,,1.0,1.0,,,1.0,13.0,,,,A mkdocs theme for create PDF and printing with paged.js.,4.0,4.0,,https://pypi.org/project/mkdocs-theme-topdf,93.0,93.0,6,True,3.0,,,,,,,,,,,,
229,mkdocs-typedoc,,typedoc,,JakubAndrysek/mkdocs-typedoc,mkdocs-typedoc,['plugin'],api-docs,https://github.com/JakubAndrysek/mkdocs-typedoc,https://github.com/JakubAndrysek/mkdocs-typedoc,MIT,2023-07-02 15:54:43,2024-05-03 20:24:30,2024-05-03 20:23:47,10.0,,1.0,1.0,1.0,1.0,2.0,6.0,2024-05-03 16:53:15,1.0.3,3.0,The MkDocs-Typedoc Plugin is a MkDocs plugin that allows you to include TypeDoc documentation in your MkDocs site.,,,2.0,https://pypi.org/project/mkdocs-typedoc,977.0,977.0,6,True,3.0,,,,,,,,,,,,
230,MkDocs Graphviz,,,,,mkdocs-graphviz,['markdown'],charts,,https://gitlab.com/rod2ik/mkdocs-graphviz,,2021-05-03 14:28:32,2021-05-03 14:28:32,,,,1.0,,,3.0,4.0,5.0,,,3.0,"A mkdocs Extension that automatically renders Graphviz images, in SVG or PNG format, within your markdown file.",,,,https://pypi.org/project/mkdocs-graphviz,7613.0,7613.0,6,True,3.0,,mkdocs_graphviz,,,,,,,rod2ik/mkdocs-graphviz,https://gitlab.com/rod2ik/mkdocs-graphviz,,
231,progress,,progress,,rdilweb/mkdocs-plugin-progress,,['plugin'],site-management,https://github.com/rdilweb/mkdocs-plugin-progress,https://github.com/rdilweb/mkdocs-plugin-progress,Apache-2.0,2020-02-20 22:44:17,2020-06-20 02:28:12,2020-06-20 02:28:06,15.0,,,2.0,2.0,,1.0,5.0,2020-02-21 11:28:11,1.1.4-FINAL,1.0,A plugin for MkDocs that lets you know exactly what is happening during the build.,37.0,37.0,3.0,,,,6,True,3.0,,,,,,,,,,,,
232,factsheet,,factsheet,,inuits/mkdocs-factsheet,,['plugin'],integrations,https://github.com/inuits/mkdocs-factsheet,https://github.com/inuits/mkdocs-factsheet,MIT,2018-07-31 10:32:59,2023-02-08 20:01:44,2023-02-08 19:55:11,11.0,,1.0,20.0,2.0,,1.0,4.0,2023-02-08 20:01:45,1.0.1,2.0,"Generate overviews from YAML descriptions, intended for micro-services and their deployments.",,,4.0,,,,6,True,3.0,,,,,,,,,,,,
233,pico-8,,pico-8,,fmaida/pico8-mkdocs-plugin,pico8-mkdocs-plugin,['plugin'],charts,https://github.com/fmaida/pico8-mkdocs-plugin,https://github.com/fmaida/pico8-mkdocs-plugin,MIT,2019-03-16 17:43:48,2019-03-17 11:49:29,2019-03-17 11:49:24,5.0,,,3.0,,,,2.0,,,,A MKDocs plugin that allows to embed a Pico-8 web player in a page.,3.0,3.0,,https://pypi.org/project/pico8-mkdocs-plugin,44.0,44.0,6,True,3.0,,,,,,,,,,,,
234,KBD Extension,,,,RickTalken/kbdextension,kbdextension,['markdown'],markdown,https://github.com/RickTalken/kbdextension,https://github.com/RickTalken/kbdextension,MIT,2020-06-07 00:32:10,2020-06-09 03:26:00,2020-06-08 03:52:23,8.0,,1.0,1.0,,,1.0,2.0,,,,KBD Extension for Python-Markdown.,11.0,11.0,,https://pypi.org/project/kbdextension,673.0,673.0,6,True,3.0,,kbdextension,,,,,,,,,,
235,mkdocs-task-collector,,task-collector,,costantinoai/mkdocs-task-collector,mkdocs-task-collector,['plugin'],search-toc,https://github.com/costantinoai/mkdocs-task-collector,https://github.com/costantinoai/mkdocs-task-collector,MIT,2024-07-25 14:34:22,2024-08-11 21:25:44,2024-08-11 21:25:40,25.0,,,1.0,,,,2.0,,,,"mkdocs plugin to generate a comprehensive and organized task list, making it easier to manage and track tasks, notes,..",2.0,2.0,,https://pypi.org/project/mkdocs-task-collector,806.0,806.0,6,True,3.0,,,,,,,,,,,,
236,ArgRef,,argref,,rhshadrach/mkdocs-argref-plugin,mkdocs-argref-plugin,['plugin'],links-refs,https://github.com/rhshadrach/mkdocs-argref-plugin,https://github.com/rhshadrach/mkdocs-argref-plugin,,2024-06-07 21:31:30,2024-08-25 12:49:20,2024-08-25 12:48:41,31.0,,1.0,1.0,18.0,,,1.0,2024-08-25 12:49:20,0.5.0,3.0,mkdocs plugin to provides GitHub like autolink references in Mkdocs.,,,5.0,https://pypi.org/project/mkdocs-argref-plugin,395.0,395.0,6,True,3.0,,,,,,,,,,,,
237,mkdocs-issues-plugin,,mkdocs-issues-plugin,,mihaigalos/mkdocs-issues-plugin,mkdocs-issues-plugin,['plugin'],links-refs,https://github.com/mihaigalos/mkdocs-issues-plugin,https://github.com/mihaigalos/mkdocs-issues-plugin,MIT,2024-07-17 20:30:59,2024-07-25 21:05:08,2024-07-24 18:00:40,72.0,,,1.0,,,,1.0,,,,"A plugin for showing the state and labels of issues, PRs and discussions (GitHub or GitLab) in mkdocs generated docs.",1.0,1.0,3.0,https://pypi.org/project/mkdocs-issues-plugin,451.0,451.0,6,True,3.0,,,,,,,,,,,,
