,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,markdown_extension,github_release_downloads,trending,updated_github_id,shadowed,gitlab_id,gitlab_url,new_addition,bitbucket_id
193,Moonstone,moonstone,,,byrnereese/mkdocs-moonstone,mkdocs-moonstone,['theme'],theming,https://github.com/byrnereese/mkdocs-moonstone,https://github.com/byrnereese/mkdocs-moonstone,,2019-02-14 08:53:35,2021-06-15 21:16:30,2021-06-15 21:15:45,28.0,,1.0,2.0,,,,5.0,,,,A documentation theme for mkdocs.,8.0,8.0,,https://pypi.org/project/mkdocs-moonstone,58.0,58.0,5,False,3.0,,,,,,,,,
194,Markdown aafigure,,,,mbarkhau/markdown-aafigure,markdown-aafigure,['markdown'],charts,https://github.com/mbarkhau/markdown-aafigure,https://github.com/mbarkhau/markdown-aafigure,MIT,2018-05-23 20:52:31,2021-04-30 19:21:28,2021-04-30 19:20:26,81.0,,,2.0,,1.0,2.0,4.0,,,,aafigure extension for Python Markdown.,,,,https://pypi.org/project/markdown-aafigure,53.0,53.0,5,False,3.0,markdown_aafigure,,,,,,,,
195,jinja2sandbox,,jinja2sandbox,,rkoe/mkdocs-jinja2sandbox,,['plugin'],code-exec-templating,https://github.com/rkoe/mkdocs-jinja2sandbox,https://github.com/rkoe/mkdocs-jinja2sandbox,MIT,2019-03-20 22:53:53,2019-03-20 23:06:19,2019-03-20 23:06:18,3.0,,,3.0,,,,3.0,,,,A MkDocs plugin that enables the Jinja2-sandbox.,,,,,,,5,False,3.0,,,,,,,,,
196,GitHub,github,,,g3xx/mkdocs-Github,mkdocs-github,['theme'],theming,https://github.com/g3xx/mkdocs-Github,https://github.com/g3xx/mkdocs-Github,MIT,2020-02-25 04:04:58,2020-02-25 09:13:04,2020-02-25 09:12:44,9.0,,,2.0,,,,2.0,,,,Theme Mkdocs Like a Github. DEMO =.,8.0,8.0,,https://pypi.org/project/mkdocs-github,21.0,21.0,5,False,3.0,,,,,,,,,
197,mkdocs_protobuf,,mkdocs_protobuf,,rymurr/mkdocs-protobuf,mkdocs-protobuf,['plugin'],code-exec-templating,https://github.com/rymurr/mkdocs-protobuf,https://github.com/rymurr/mkdocs-protobuf,Apache-2,2021-09-11 10:16:54,2023-12-15 02:17:25,2022-03-30 11:31:58,19.0,,1.0,1.0,1.0,1.0,,2.0,,,,Mkdocs plugin to render protobuf messages.,,,2.0,https://pypi.org/project/mkdocs-protobuf,149.0,149.0,5,False,3.0,,,,,,,,,
198,factsheet,,factsheet,,inuits/mkdocs-factsheet,,['plugin'],integrations,https://github.com/inuits/mkdocs-factsheet,https://github.com/inuits/mkdocs-factsheet,MIT,2018-07-31 10:32:59,2023-02-08 20:01:44,2023-02-08 19:55:11,11.0,,1.0,19.0,2.0,,1.0,2.0,2023-02-08 20:01:45,1.0.1,2.0,"Generate overviews from YAML descriptions, intended for micro-services and their deployments.",,,4.0,,,,5,False,3.0,,,,,,,,,
199,ezglossary,,ezglossary,,realtimeprojects/mkdocs-ezglossary,mkdocs-ezglossary-plugin,['plugin'],links-refs,https://github.com/realtimeprojects/mkdocs-ezglossary,https://github.com/realtimeprojects/mkdocs-ezglossary,MIT,2023-08-31 10:00:21,2023-11-27 15:02:22,2023-11-27 15:01:05,99.0,6.0,,2.0,,1.0,3.0,2.0,,,,Glossary support for mkdocs.,,,,https://pypi.org/project/mkdocs-ezglossary-plugin,121.0,121.0,5,False,3.0,,,,,,,,,
200,thumbnails,,thumbnails,,normanlorrain/mkdocs-thumbnails,mkdocs-thumbnails,['plugin'],other,https://github.com/normanlorrain/mkdocs-thumbnails,https://github.com/normanlorrain/mkdocs-thumbnails,MIT,2021-04-19 16:01:11,2023-06-05 20:32:18,2023-06-05 19:38:40,40.0,,,2.0,,1.0,1.0,2.0,,,,MkDocs plugin for thumbnail images generated automatically.,,,,https://pypi.org/project/mkdocs-thumbnails,280.0,280.0,5,False,3.0,,,,,,,,,
201,markdown-figcap,,,,funk1d/markdown-figcap,markdown-figcap,['markdown'],charts,https://github.com/funk1d/markdown-figcap,https://github.com/funk1d/markdown-figcap,BSD-3-Clause,2019-03-09 03:35:44,2019-03-09 03:35:45,2019-03-09 04:36:51,2.0,,,,,,,1.0,,,,Extension for Python-Markdown to handle figure and figcaption.,3.0,3.0,,https://pypi.org/project/markdown-figcap,47.0,47.0,5,False,3.0,markdown_figcap,,,,,,,,
202,webcontext,,webcontext,,Darrelk/mkdocs-webcontext-plugin,mkdocs-webcontext-plugin,['plugin'],links-refs,https://github.com/Darrelk/mkdocs-webcontext-plugin,https://github.com/Darrelk/mkdocs-webcontext-plugin,MIT,2021-04-14 11:55:59,2023-05-25 05:04:11,2023-05-25 05:04:11,5.0,,1.0,1.0,1.0,,,1.0,2021-04-14 14:19:33,0.1.0,1.0,Mkdocs plugin for converting absolute paths to webcontext aware paths using the configured webcontext context.,4.0,4.0,2.0,https://pypi.org/project/mkdocs-webcontext-plugin,53.0,53.0,5,False,3.0,,5.0,,,,,,,
203,Markdown Grid Tables,,,,,markdown-grid-tables,['markdown'],markdown,,https://gitlab.com/WillDaSilva/markdown_grid_tables,,2022-02-09 02:39:55,2022-02-09 02:39:55,,,,3.0,,,2.0,,1.0,,,0.0,[Python-Markdown](https://python-markdown.github.io/) [extension](https://python-markdown.github.io/extensions/api/)..,,,,https://pypi.org/project/markdown-grid-tables,1615.0,1615.0,5,False,3.0,markdown_grid_tables,,,,,WillDaSilva/markdown_grid_tables,https://gitlab.com/WillDaSilva/markdown_grid_tables,,
204,SWAN Gallery,,swangallery,,swan-cern/mkdocs-swangallery,mkdocs-swangallery,['plugin'],nav-pages,https://github.com/swan-cern/mkdocs-swangallery,https://github.com/swan-cern/mkdocs-swangallery,AGPL-3.0,2020-06-21 11:00:41,2023-07-20 13:42:30,2023-07-20 13:42:17,16.0,,,3.0,1.0,,,1.0,2023-07-20 13:43:16,0.0.6,6.0,MkDocs plugin to generate a SWAN Gallery.,1.0,1.0,2.0,https://pypi.org/project/mkdocs-swangallery,43.0,43.0,5,False,3.0,,,,,,,,,
205,mkdocs-zip-folders,,zip_folders,,JakubAndrysek/mkdocs-zip-folders,mkdocs-zip-folders,['plugin'],site-conversion,https://github.com/JakubAndrysek/mkdocs-zip-folders,https://github.com/JakubAndrysek/mkdocs-zip-folders,MIT,2023-07-06 12:12:44,2023-07-09 13:34:46,2023-07-09 13:33:51,5.0,,,1.0,,,,1.0,2023-07-07 08:27:09,1.0.1,1.0,MkDocs plugin to zip configured folders and add them to the site.,,,,https://pypi.org/project/mkdocs-zip-folders,42.0,42.0,5,False,3.0,,,,,,,,,
206,codeyaml,,codeyaml,,textileio/mkdocs-codeyaml-plugin,mkdocs-codeyaml-plugin,['plugin'],code-exec-templating,https://github.com/textileio/mkdocs-codeyaml-plugin,https://github.com/textileio/mkdocs-codeyaml-plugin,MIT,2019-04-30 19:39:34,2019-04-30 22:11:50,2019-04-30 22:11:44,3.0,,1.0,3.0,,,1.0,,,,,Allows for more than one yaml config in mkdocs.,,,,https://pypi.org/project/mkdocs-codeyaml-plugin,32.0,32.0,5,True,3.0,,,,,,,,,
207,git-latest-release,,git-latest-release,,agarthetiger/mkdocs_latest_release_plugin,mkdocs-latest-release-plugin,['plugin'],git-info,https://github.com/agarthetiger/mkdocs_latest_release_plugin,https://github.com/agarthetiger/mkdocs_latest_release_plugin,GPL-3.0,2019-03-18 22:07:47,2022-12-08 04:53:03,2019-12-29 08:46:29,5.0,,,1.0,9.0,,,,,,,Plugin for MKDocs to inject the latest release tag from git into markdown.,,,3.0,https://pypi.org/project/mkdocs-latest-release-plugin,649.0,649.0,5,True,3.0,,,,,,,,,
208,select-files,,select-files,,supcik/mkdocs-select-files,mkdocs-select-files,['plugin'],nav-pages,https://github.com/supcik/mkdocs-select-files,https://github.com/supcik/mkdocs-select-files,Apache-2.0,2019-09-04 22:26:31,2023-06-25 12:42:56,2019-09-05 06:58:14,8.0,,,2.0,,,,,,,,Filter pages for assignments.,7.0,7.0,,https://pypi.org/project/mkdocs-select-files,16.0,16.0,5,True,3.0,,,,,,,,,
209,mkdocs-rtl,,,,mberneti/mkdocs-rtl,,[],theming,https://github.com/mberneti/mkdocs-rtl,https://github.com/mberneti/mkdocs-rtl,MIT,2017-10-16 10:32:15,2021-03-26 00:09:07,2017-10-22 11:51:15,9.0,,5.0,2.0,2.0,1.0,1.0,23.0,,,,mkdocs rtl theme based on mkdocs-material.,,,2.0,,,,4,False,3.0,,,,,,,,,
210,Tweetable quotes,,,,max-arnold/markdown-tweetable,markdown-tweetable,['markdown'],markdown,https://github.com/max-arnold/markdown-tweetable,https://github.com/max-arnold/markdown-tweetable,MIT,2014-06-02 11:57:04,2019-03-25 05:45:20,2019-03-25 05:45:13,81.0,,1.0,2.0,,,1.0,15.0,,,,Python-Markdown extension to embed tweetable quotes into your blog posts.,2.0,2.0,,https://pypi.org/project/markdown-tweetable,13.0,13.0,4,False,3.0,tweetable.extension,,,,,,,,
211,mkdocs-theme-topdf,topdf,,,kuri65536/mkdocs-theme-topdf,mkdocs-theme-topdf,['theme'],theming,https://github.com/kuri65536/mkdocs-theme-topdf,https://github.com/kuri65536/mkdocs-theme-topdf,MPL-2.0,2019-12-23 06:20:31,2021-12-08 23:42:59,2021-06-26 00:34:41,122.0,,1.0,1.0,,,1.0,10.0,,,,A mkdocs theme for create PDF and printing with paged.js.,2.0,2.0,,https://pypi.org/project/mkdocs-theme-topdf,19.0,19.0,4,False,3.0,,,,,,,,,
212,Cite Extension,,,,aleray/mdx_cite,mdx-cite,['markdown'],markdown,https://github.com/aleray/mdx_cite,https://github.com/aleray/mdx_cite,,2012-04-21 11:23:16,2018-12-20 08:18:53,2012-04-21 11:49:29,3.0,,3.0,3.0,1.0,1.0,,6.0,,,,Python-Markdown extension to support the cite tag.,,,,https://pypi.org/project/mdx-cite,5.0,5.0,4,False,3.0,mdx_cite,,,,,,,,
213,awesome-list,,awesome-list,,carlosperate/mkdocs-awesome-list-plugin,,['plugin'],nav-pages,https://github.com/carlosperate/mkdocs-awesome-list-plugin,https://github.com/carlosperate/mkdocs-awesome-list-plugin,MIT,2019-07-25 19:23:15,2019-07-26 00:31:07,2019-07-26 00:30:58,4.0,,,2.0,,,,4.0,,,,MkDocs Plugin to inject social media cards for each entry in an awesome-list.,,,,,,,4,False,3.0,,,,,,,,,
214,emailprotect,,emailprotect,,rkoe/mkdocs-emailprotect,,['plugin'],links-refs,https://github.com/rkoe/mkdocs-emailprotect,https://github.com/rkoe/mkdocs-emailprotect,MIT,2020-01-07 21:52:50,2020-01-21 00:13:01,2020-01-21 00:13:00,4.0,,,3.0,,,1.0,3.0,,,,A MkDocs plugin that tries to obscure email-addresses from address-harvesting spam-bots.,,,,,,,4,False,3.0,,,,,,,,,
215,mkdocs-title-casing-plugin,,title-casing,,Rusty3141/mkdocs-title-casing-plugin,mkdocs-title-casing-plugin,['plugin'],nav-pages,https://github.com/mattchristopher314/mkdocs-title-casing-plugin,https://github.com/mattchristopher314/mkdocs-title-casing-plugin,GPL-3.0,2021-09-04 16:33:06,2023-09-02 18:02:57,2023-09-02 18:02:17,1.0,,,1.0,,,,2.0,2021-09-05 10:30:43,0.2.0,1.0,A lightweight mkdocs plugin to add title casing to all mkdocs pages and sections.,,,,https://pypi.org/project/mkdocs-title-casing-plugin,173.0,173.0,4,False,3.0,,,,mattchristopher314/mkdocs-title-casing-plugin,,,,,
216,mkdocs-new-features-notifier,,mkdocs-new-features-notifier,,kevin-411/mkdocs-new-features-notifier,mkdocs-new-features-notifier,['plugin'],site-management,https://github.com/kevin-411/mkdocs-new-features-notifier,https://github.com/kevin-411/mkdocs-new-features-notifier,MIT,2019-11-27 07:15:17,2020-01-15 10:40:10,2020-01-15 10:13:44,17.0,,1.0,2.0,,,,2.0,,,,This plugin enables you to notify users of new features in your product. It does this by identifying new documentation..,,,2.0,https://pypi.org/project/mkdocs-new-features-notifier,420.0,420.0,4,False,3.0,,,,,,,,,
217,image-formatter-plugin,,image-formatter,,ASypula/mkdocs-image-formatter-plugin,mkdocs-image-formatter-plugin,['plugin'],charts,https://github.com/ASypula/mkdocs-image-formatter-plugin,https://github.com/ASypula/mkdocs-image-formatter-plugin,,2023-12-06 18:29:44,2023-12-06 19:30:22,2023-12-06 19:30:09,139.0,139.0,,1.0,1.0,,,1.0,,,,,,,7.0,https://pypi.org/project/mkdocs-image-formatter-plugin,28.0,28.0,4,False,3.0,,,,,,,,,
218,markdown_sub_sup,,,,alberic89/markdown_sub_sup,markdown-sub-sup,['markdown'],markdown,https://github.com/alberic89/markdown_sub_sup,https://github.com/alberic89/markdown_sub_sup,LGPL-3.0,2023-03-06 16:58:43,2023-05-02 17:11:34,2023-03-24 15:01:28,11.0,,,1.0,,,,1.0,2023-05-02 17:11:34,0.0.2,1.0,A python markdown extension for add sub and sup support.,,,,https://pypi.org/project/markdown-sub-sup,21.0,21.0,4,False,3.0,markdown_sub_sup,,,,,,,,
219,KBD Extension,,,,RickTalken/kbdextension,kbdextension,['markdown'],markdown,https://github.com/RickTalken/kbdextension,https://github.com/RickTalken/kbdextension,MIT,2020-06-07 00:32:10,2020-06-09 03:26:00,2020-06-08 03:52:23,8.0,,,1.0,,,1.0,1.0,,,,KBD Extension for Python-Markdown.,6.0,6.0,,https://pypi.org/project/kbdextension,85.0,85.0,4,False,3.0,kbdextension,,,,,,,,
220,multiple,,multiple,,experimaestro/mkdocs-multiple,mkdocs-multiple,['plugin'],site-management,https://github.com/experimaestro/mkdocs-multiple,https://github.com/experimaestro/mkdocs-multiple,GPL-3.0,2019-02-27 10:51:22,2019-11-22 09:07:18,2019-11-22 09:06:06,5.0,,,2.0,,1.0,,1.0,,,,Allows to merge mkdocs documentations dynamically.,,,,https://pypi.org/project/mkdocs-multiple,842.0,842.0,4,False,3.0,,,,,,,,,
221,Family tree example,,,,unverbuggt/mkdocs-familytree-example,,[],other,https://github.com/unverbuggt/mkdocs-familytree-example,https://github.com/unverbuggt/mkdocs-familytree-example,GPL-3.0,2022-12-28 12:21:18,2023-08-04 17:21:50,2023-08-04 17:13:34,87.0,,1.0,,1.0,,,1.0,,,,An interactive family tree visualization using d3-dag.,,,6.0,,,,4,False,3.0,,,,,,,,,
222,inline-svg,,inline-svg,,rajguru7/mkdocs-plugin-inline-svg-mod,mkdocs-plugin-inline-svg-mod,['plugin'],charts,https://github.com/rajguru7/mkdocs-plugin-inline-svg-mod,https://github.com/rajguru7/mkdocs-plugin-inline-svg-mod,MIT,2023-04-16 20:01:57,2024-01-12 19:58:41,2024-01-12 19:55:33,9.0,1.0,1.0,1.0,,,2.0,,,,,,1.0,1.0,5.0,https://pypi.org/project/mkdocs-plugin-inline-svg-mod,282.0,282.0,4,False,3.0,,,,,,,,True,
223,markdown-del-ins,,,,honzajavorek/markdown-del-ins,markdown-del-ins,['markdown'],markdown,https://github.com/honzajavorek/markdown-del-ins,https://github.com/honzajavorek/markdown-del-ins,,2020-01-09 09:02:25,2020-01-09 10:45:06,2020-01-09 10:44:59,10.0,,,1.0,,1.0,,12.0,,,,Markdown extension to support the del and ins tags.,,,2.0,https://pypi.org/project/markdown-del-ins,318.0,318.0,3,False,3.0,markdown_del_ins,,,,,,,,
224,autoreflinks,,autoreflinks,,pauloue/mkdocs-autoreflinks-plugin,,['plugin'],links-refs,https://github.com/p-ouellette/mkdocs-autoreflinks-plugin,https://github.com/p-ouellette/mkdocs-autoreflinks-plugin,0BSD,2019-08-25 18:43:10,2021-02-13 22:17:31,2021-02-13 22:14:37,3.0,,,1.0,,,3.0,5.0,,,,An MkDocs plugin that auto-links heading references.,,,,,,,3,False,3.0,,,,p-ouellette/mkdocs-autoreflinks-plugin,,,,,
225,Cluster,cluster,,,,mkdocs-cluster,['theme'],theming,,https://gitlab.com/kaliko/mkdocs-cluster,,2016-06-02 15:03:33,2016-06-02 15:03:33,,,,1.0,,,,1.0,4.0,,,0.0,Another bootstrap theme for MkDocs.,,,,https://pypi.org/project/mkdocs-cluster,166.0,166.0,3,False,3.0,,,,,,kaliko/mkdocs-cluster,https://gitlab.com/kaliko/mkdocs-cluster,,
226,sequence-js,,sequence-js,,fcannizzaro/mkdocs-sequence-js-plugin,,['plugin'],charts,https://github.com/fcannizzaro/mkdocs-sequence-js-plugin,https://github.com/fcannizzaro/mkdocs-sequence-js-plugin,MIT,2019-11-06 22:44:12,2020-02-28 16:45:04,2020-02-28 16:43:34,11.0,,2.0,2.0,,1.0,2.0,4.0,,,,MkDocs plugin to render sequence.js blocks.,,,,,,,3,False,3.0,,,,,,,,,
227,alternate-link,,alternate-link,,cmitu/mkdocs-altlink-plugin,,['plugin'],links-refs,https://github.com/cmitu/mkdocs-altlink-plugin,https://github.com/cmitu/mkdocs-altlink-plugin,MIT,2020-01-08 21:31:28,2022-07-13 17:28:57,2021-02-14 13:54:59,14.0,,2.0,2.0,3.0,,1.0,4.0,,,,An MkDocs plugin that simplifies internal links creation.,,,3.0,,,,3,False,3.0,,,,,,,,,
228,mkdocs-copy,,copy,,chikamichi/mkdocs-copy,mkdocs-copy,['plugin'],nav-pages,https://github.com/chikamichi/mkdocs-copy,https://github.com/chikamichi/mkdocs-copy,MIT,2021-09-11 17:22:19,2021-09-21 14:19:26,2021-09-21 14:19:26,2.0,,,2.0,,1.0,,4.0,,,1.0,A MkDocs plugin that lets you copy (and maybe transform) arbitrary doc files to the build.,,,,https://pypi.org/project/mkdocs-copy,13.0,13.0,3,False,3.0,,5.0,,,,,,,
229,python-mkblog,,mkblog,,derJD/python-mkblog,mkblog,['plugin'],blogging,https://github.com/derJD/python-mkblog,https://github.com/derJD/python-mkblog,MIT,2021-03-19 12:48:35,2021-04-14 14:46:30,2021-04-14 14:44:42,20.0,,1.0,2.0,,,,2.0,,,,This is a MkDocs Plugin adding basic blogging functionality by parsing a `blog` directory ontop of your usual `docs`..,,,2.0,https://pypi.org/project/mkblog,58.0,58.0,3,False,3.0,,,,,,,,,
230,import-statement,,import-statement,,Rj40x40/mkdocs-import-statement-plugin,mkdocs-import-statement-plugin,['plugin'],charts,https://github.com/Rj40x40/mkdocs-import-statement-plugin,https://github.com/Rj40x40/mkdocs-import-statement-plugin,MIT,2023-01-13 01:56:01,2023-02-06 13:25:35,2023-02-06 13:25:08,4.0,,,1.0,,,,2.0,,,,,,,,https://pypi.org/project/mkdocs-import-statement-plugin,52.0,52.0,3,False,3.0,,,,,,,,,
231,toggle-sidebar,,toggle-sidebar,,six-two/mkdocs-toggle-sidebar-plugin,mkdocs-toggle-sidebar-plugin,['plugin'],html-css,https://github.com/six-two/mkdocs-toggle-sidebar-plugin,https://github.com/six-two/mkdocs-toggle-sidebar-plugin,MIT,2023-09-04 17:41:57,2023-09-23 14:09:01,2023-09-23 14:08:43,17.0,,,1.0,,,,1.0,,,,Toggle the navigation and/or TOC sidebars on your MkDocs site.,,,,https://pypi.org/project/mkdocs-toggle-sidebar-plugin,120.0,120.0,3,False,3.0,,,,,,,,,
232,pico-8,,pico-8,,fmaida/pico8-mkdocs-plugin,pico8-mkdocs-plugin,['plugin'],other,https://github.com/fmaida/pico8-mkdocs-plugin,https://github.com/fmaida/pico8-mkdocs-plugin,MIT,2019-03-16 17:43:48,2019-03-17 11:49:29,2019-03-17 11:49:24,5.0,,,2.0,,,,1.0,,,,A MKDocs plugin that allows to embed a Pico-8 web player in a page.,1.0,1.0,,https://pypi.org/project/pico8-mkdocs-plugin,4.0,4.0,3,False,3.0,,,,,,,,,
233,MkDocs Graphviz,,,,,mkdocs-graphviz,['markdown'],charts,,,,,,,,,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-graphviz,2040.0,2040.0,3,False,3.0,mkdocs_graphviz,,,,,rodrigo.schwencke/mkdocs-graphviz,,,
234,docstyler,,docstyler,,hfagerlund/mkdocs-docstyler-plugin,,['plugin'],html-css,https://github.com/hfagerlund/mkdocs-docstyler-plugin,https://github.com/hfagerlund/mkdocs-docstyler-plugin,BSD-3-Clause,2019-02-10 21:05:18,2019-02-17 04:17:30,2019-02-16 01:29:25,2.0,,,2.0,,,,,,,,Plugin to add alternative stylesheets to MkDocs custom themes.,,,,,,,3,False,3.0,,,,,,,,,
235,Mkdocs-Addresses,,mkdocs-addresses,,,mkdocs-addresses,['plugin'],links-refs,,https://gitlab.com/frederic.zinelli/mkdocs-addresses,,2023-07-13 16:32:15,2023-07-13 16:32:15,,,,0.0,,,,,,,,0.0,"Mkdocs plugin, building automatically the appropriate relative paths (to images, links, anchors, ...) using..",,,,https://pypi.org/project/mkdocs-addresses,43.0,43.0,3,False,3.0,,,,,,frederic.zinelli/mkdocs-addresses,https://gitlab.com/frederic.zinelli/mkdocs-addresses,,
236,blog,,blog,,andyoakley/mkdocs-blog,,['plugin'],blogging,https://github.com/andyoakley/mkdocs-blog,https://github.com/andyoakley/mkdocs-blog,,2018-02-09 06:12:17,2022-01-21 04:42:09,2020-11-02 21:52:20,17.0,,7.0,2.0,3.0,4.0,1.0,14.0,,,,Blogging in mkdocs.,,,,,,,2,False,3.0,,,,,,,,,
237,Semantic WikiLinks Extension,,,,aleray/mdx_semanticwikilinks,mdx-semanticwikilinks,['markdown'],markdown,https://github.com/aleray/mdx_semanticwikilinks,https://github.com/aleray/mdx_semanticwikilinks,,2012-04-21 16:25:59,2012-08-15 14:19:53,2012-08-15 14:24:53,4.0,,1.0,2.0,,1.0,,8.0,,,,Python-Markdown extension to add support for semantic (wiki)links (RDFa).,,,,https://pypi.org/project/mdx-semanticwikilinks,8.0,8.0,2,False,3.0,mdx_semanticwikilinks,,,,,,,,
238,MkHack3rs,,,,,,['project'],charts,,https://eskool.gitlab.io/mkhack3rs/,,2021-05-01 11:44:57,2021-05-01 11:44:57,,,,1.0,,,,,4.0,,,0.0,Hacks & Integrations for Mkdocs / Material Theme.,,,,,,,2,False,3.0,,,,,,eskool/mkhack3rs,https://gitlab.com/eskool/mkhack3rs,,
239,Semantic Data Extension,,,,aleray/mdx_semanticdata,mdx-semanticdata,['markdown'],markdown,https://github.com/aleray/mdx_semanticdata,https://github.com/aleray/mdx_semanticdata,,2012-04-21 14:17:39,2023-08-21 22:27:39,2012-11-05 00:45:02,3.0,,1.0,2.0,,,,4.0,,,,Python-Markdown extension to add support for semantic data (RDFa).,,,,https://pypi.org/project/mdx-semanticdata,10.0,10.0,2,False,3.0,mdx_semanticdata,,,,,,,,
240,pagenav-generator,,pagenav-generator,,Andre601/mkdocs-pagenav-generator,,['plugin'],nav-pages,https://github.com/Andre601/mkdocs-pagenav-generator,https://github.com/Andre601/mkdocs-pagenav-generator,MIT,2021-02-22 23:26:06,2022-04-17 15:52:15,2022-04-17 15:52:15,17.0,,1.0,2.0,1.0,,1.0,3.0,,,,Little something to automatically generate a Navigation within a page itself. Depends on Awesome-pages.,,,2.0,,,,2,False,3.0,,,,,,,,,
241,mkdocs-autozip,,autozip,,martinohanlon/mkdocs_autozip,mkdocs-autozip,['plugin'],site-conversion,https://github.com/martinohanlon/mkdocs_autozip,https://github.com/martinohanlon/mkdocs_autozip,,2020-08-12 14:55:13,2022-10-05 14:46:34,2022-10-05 14:46:34,11.0,,,2.0,1.0,,1.0,2.0,,,,A mkdocs plugin for auto zipping the document source.,,,,https://pypi.org/project/mkdocs-autozip,162.0,162.0,2,False,3.0,,,,,,,,,
242,helm,,helm-repo,,M00nF1sh/mkdocs-helm,mkdocs-helm,['plugin'],site-conversion,https://github.com/M00nF1sh/mkdocs-helm,https://github.com/M00nF1sh/mkdocs-helm,Apache-2.0,2018-11-19 23:21:08,2021-08-11 10:10:01,2018-11-21 02:32:03,2.0,,1.0,2.0,3.0,,,1.0,,,,An mkdocs plugin that turns docs website into helm repository.,,,,https://pypi.org/project/mkdocs-helm,6.0,6.0,2,False,3.0,,,,,,,,,
243,mkdocs-yaarg-plugin,,yaarg,,g6123/mkdocs-yaarg-plugin,mkdocs-yaarg-plugin,['plugin'],api-docs,https://github.com/g6123/mkdocs-yaarg-plugin,https://github.com/g6123/mkdocs-yaarg-plugin,,2021-02-27 18:13:10,2021-03-14 14:58:43,2021-03-14 14:58:01,18.0,,,1.0,1.0,,,2.0,2021-03-14 14:59:09,0.0.1a5,1.0,Yet Another API Reference Generator plugin for MKDocs.,,,,https://pypi.org/project/mkdocs-yaarg-plugin,17.0,17.0,1,False,3.0,,,,,,,,,
244,filename-title,,filename_title,,mipro98/mkdocs-filename-title-plugin,,['plugin'],nav-pages,https://github.com/mipro98/mkdocs-filename-title-plugin,https://github.com/mipro98/mkdocs-filename-title-plugin,AGPL-3.0,2020-04-25 08:37:18,2020-04-25 09:54:42,2020-04-25 09:54:34,2.0,,1.0,2.0,,,,1.0,,,,A mkdocs plugin which lets you use filenames as page tiltles.,,,,,,,1,False,3.0,,,,,,,,,
245,mkdocs-pug,,,,vzhong/mkdocs_pug,mkdocs-pug,[],nav-pages,https://github.com/vzhong/mkdocs_pug,https://github.com/vzhong/mkdocs_pug,,2021-10-20 07:17:04,2021-10-20 08:15:06,2021-10-20 08:15:04,2.0,,,2.0,,1.0,,,,,,Use pug templates with your mkdocs template.,,,,https://pypi.org/project/mkdocs-pug,6.0,6.0,1,False,3.0,,,,,,,,,
246,ansible-document,,,,,ansible-mkdocs,[],api-docs,,,,,,,,,,,,,,,,,,Auto-generate ansible role documentation.,,,,https://pypi.org/project/ansible-mkdocs,16.0,16.0,0,False,,,,,,,,,,
247,Mkdocs translations plugin,,translations,,,mkdocs-translations,['plugin'],i18n-l10n,,,,,,,,,,,,,,,,,,Internationalization plugin for mkdocs.,,,,https://pypi.org/project/mkdocs-translations,9.0,9.0,0,False,,,,,,,,,,
248,Django Static Image,,,,,markdown-djangostaticimage,['markdown'],markdown,,,,,,,,,,,,,,,,,,,,,,https://pypi.org/project/markdown-djangostaticimage,5.0,5.0,0,False,,django_static_image,,,,,,,,melvinkcx/markdown-extension-django-static-image
249,octadocs-adr,,octadocs_adr,,octadocs/octadocs,octadocs-adr,['plugin'],site-management,,{},,,,,,,,,,,,,,,,,,,,https://pypi.org/project/octadocs-adr,5.0,5.0,0,False,,,,,,,,,,
