,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,markdown_extension,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,shadowed,gitlab_id,gitlab_url,pypi,bitbucket_id
183,toc-sidebar,,toc-sidebar,,zachhannum/mkdocs-toc-sidebar-plugin,mkdocs-toc-sidebar-plugin,['plugin'],nav-pages,https://github.com/zachhannum/mkdocs-toc-sidebar-plugin,https://github.com/zachhannum/mkdocs-toc-sidebar-plugin,MIT,2020-01-11 06:11:10,2021-05-30 09:12:08.000000,2020-01-11 13:04:15,9.0,,3.0,2.0,3.0,3.0,,5.0,2020-01-11 07:19:38,_010,1.0,An MkDocs plugin that allows users to add additional content to the ToC sidebar using the Material theme.,47.0,47.0,2.0,https://pypi.org/project/mkdocs-toc-sidebar-plugin,481.0,481.0,9,True,3.0,,,,,,,,,,,,,
184,mkdocs-add-teaser,,mkdocs-add-teaser,,wilhelmer/mkdocs-add-teaser,mkdocs-add-teaser,['plugin'],html-css,https://github.com/wilhelmer/mkdocs-add-teaser,https://github.com/wilhelmer/mkdocs-add-teaser,MIT,2019-04-02 09:24:11,2022-11-08 11:58:43.000000,2022-11-08 11:56:59,33.0,,1.0,1.0,,,1.0,4.0,2022-11-08 11:58:43,0.9.1,7.0,"An MkDocs plugin to customize the first paragraph of your pages, and to use it as the pages meta description.",7.0,7.0,3.0,https://pypi.org/project/mkdocs-add-teaser,362.0,362.0,9,True,3.0,,,,,,,,,,,,,
185,mkdocs-matplotlib,,mkdocs_matplotlib,,AnH0ang/mkdocs-matplotlib,mkdocs-matplotlib,['plugin'],charts,https://github.com/AnH0ang/mkdocs-matplotlib,https://github.com/AnH0ang/mkdocs-matplotlib,MIT,2022-04-23 20:25:29,2022-07-10 07:35:01.000000,2022-06-20 15:47:39,66.0,,1.0,1.0,18.0,1.0,,3.0,2022-06-20 15:52:12,0.10.1,14.0,A mkdocs plugin to automatically render matplotlib figure in your documenation.,,,2.0,https://pypi.org/project/mkdocs-matplotlib,1967.0,1971.0,9,True,3.0,,165.0,,,,,,,,,,,
186,mkdocs-breadcrumbs-plugin,,mkdocs-breadcrumbs-plugin,,mihaigalos/mkdocs-breadcrumbs-plugin,mkdocs-breadcrumbs-plugin,['plugin'],nav-pages,https://github.com/mihaigalos/mkdocs-breadcrumbs-plugin,https://github.com/mihaigalos/mkdocs-breadcrumbs-plugin,MIT,2024-06-15 19:51:20,2025-04-18 13:20:46.000000,2025-04-18 13:20:25,78.0,,2.0,1.0,7.0,2.0,3.0,3.0,,,,Location-based breadcrumbs navigation.,8.0,8.0,5.0,https://pypi.org/project/mkdocs-breadcrumbs-plugin,1317.0,1317.0,9,True,3.0,,,,,,,,,,,,,
187,mkdocs-code-validator,,code-validator,,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],quality,https://github.com/oprypin/mkdocs-code-validator,https://github.com/oprypin/mkdocs-code-validator,MIT,2021-03-30 19:03:22,2025-02-15 16:34:26.000000,2025-02-15 16:22:48,52.0,,,2.0,,,,3.0,,,,Checks Markdown code blocks in a MkDocs site against user-defined actions.,17.0,17.0,,https://pypi.org/project/mkdocs-code-validator,248.0,248.0,9,True,3.0,,,,,,,,,,,,,
188,webcontext,,webcontext,,Darrelk/mkdocs-webcontext-plugin,mkdocs-webcontext-plugin,['plugin'],links-refs,https://github.com/Darrelk/mkdocs-webcontext-plugin,https://github.com/Darrelk/mkdocs-webcontext-plugin,MIT,2021-04-14 11:55:59,2025-05-23 11:52:26.000000,2025-05-23 11:52:26,8.0,3.0,1.0,1.0,1.0,,,1.0,2025-05-23 11:39:36,0.1.1,2.0,Mkdocs plugin for converting absolute paths to webcontext aware paths using the configured webcontext context.,6.0,6.0,2.0,https://pypi.org/project/mkdocs-webcontext-plugin,541.0,541.0,9,True,3.0,,11.0,,,,,,,,,,,
189,Windmill Dark,windmill-dark,,,noraj/mkdocs-windmill-dark,mkdocs-windmill-dark,['theme'],theming,https://github.com/noraj/mkdocs-windmill-dark,https://github.com/noraj/mkdocs-windmill-dark,,2017-10-08 14:17:25,2022-05-12 18:17:41.000000,2022-05-12 18:17:41,65.0,,11.0,3.0,,,4.0,37.0,,,,Outstanding mkdocs theme with a focus on navigation and usability.,,,4.0,https://pypi.org/project/mkdocs-windmill-dark,464.0,464.0,8,True,3.0,,,,,,,,,,,,,
190,GitBook,gitbook,,,,mkdocs-gitbook,['theme'],theming,,https://gitlab.com/lramage/mkdocs-gitbook-theme,,2018-12-17 18:29:14,2018-12-17 18:29:14.000000,,,,13.0,,,9.0,10.0,30.0,,,0.0,Default theme for GitBook for Mkdocs https://lramage.gitlab.io/mkdocs-gitbook-theme.,,,,https://pypi.org/project/mkdocs-gitbook,15230.0,15230.0,8,True,3.0,,,,,,,,,,lramage/mkdocs-gitbook-theme,https://gitlab.com/lramage/mkdocs-gitbook-theme,,
191,Landing,landing,,,TEParsons/mkdocs-landing,mkdocs-landing,['theme'],theming,https://github.com/TEParsons/mkdocs-landing,https://github.com/TEParsons/mkdocs-landing,CC0-1.0,2024-09-28 19:16:46,2025-02-16 12:40:13.000000,2025-02-16 12:38:18,144.0,,1.0,1.0,1.0,,1.0,19.0,2024-12-22 15:01:13,0.0.8,8.0,"An mkdocs theme geared towards making a personal landing page, with simpler navigation and heavily customisable style..",5.0,5.0,4.0,https://pypi.org/project/mkdocs-landing,178.0,178.0,8,True,3.0,,4.0,,,,,,,,,,,
192,plotly charts,,plotly,,haoda-li/mkdocs-plotly-plugin,mkdocs-plotly-plugin,['plugin'],charts,https://github.com/haoda-li/mkdocs-plotly-plugin,https://github.com/haoda-li/mkdocs-plotly-plugin,MIT,2023-01-11 01:57:12,2023-07-25 22:26:42.000000,2023-07-25 22:26:30,18.0,,,,1.0,1.0,3.0,12.0,,,,Mkdocs plugin to add interactive charts with Plotly.js.,,,3.0,https://pypi.org/project/mkdocs-plotly-plugin,2930.0,2930.0,8,True,3.0,,,,,,,,,,,,,
193,markdown-katex,,,,,markdown-katex,['markdown'],markdown,,https://gitlab.com/mbarkhau/markdown-katex,,2019-05-14 07:53:31,2019-05-14 07:53:31.000000,,,,4.0,,,4.0,13.0,11.0,,,0.0,KaTeX extension for Python Markdown.,,,,https://pypi.org/project/markdown-katex,245707.0,245707.0,8,True,3.0,markdown_katex,,,,,,,,,mbarkhau/markdown-katex,https://gitlab.com/mbarkhau/markdown-katex,,
194,Ivory,ivory,,,daizutabi/mkdocs-ivory,mkdocs-ivory,['theme'],theming,https://github.com/daizutabi/mkdocs-ivory,https://github.com/daizutabi/mkdocs-ivory,MIT,2019-04-14 14:07:26,2020-06-16 07:35:02.000000,2020-06-16 07:34:55,58.0,,4.0,1.0,1.0,3.0,3.0,10.0,,,,Ivory theme for MkDocs.,,,2.0,https://pypi.org/project/mkdocs-ivory,2037.0,2037.0,8,True,3.0,,,,,,,,,,,,,
195,markdownwavedrom,,markdownwavedrom,,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],charts,https://github.com/kuri65536/mkdocs-wavedrom-plugin,https://github.com/kuri65536/mkdocs-wavedrom-plugin,MPL-2.0,2019-06-27 22:32:34,2025-05-02 12:31:47.000000,2025-05-02 12:31:47,14.0,1.0,3.0,,1.0,1.0,2.0,9.0,,,,A MkDocs plugin for support wavedrom charts in markdown file.,16.0,16.0,,https://pypi.org/project/mkdocs-wavedrom-plugin,126.0,126.0,8,True,3.0,,,,,,,,,,,,,
196,svgbob extension for Python Markdown,,,,mbarkhau/markdown-svgbob,markdown-svgbob,['markdown'],charts,https://github.com/mbarkhau/markdown-svgbob,https://github.com/mbarkhau/markdown-svgbob,MIT,2019-04-18 11:32:58,2024-06-21 15:57:22.000000,2024-06-21 15:57:18,131.0,,2.0,,3.0,2.0,1.0,7.0,,,,svgbob extension for Python Markdown.,10.0,10.0,2.0,https://pypi.org/project/markdown-svgbob,729.0,729.0,8,True,3.0,markdown_svgbob,,,,,,,,,,,,
197,Nature,nature,,,waylan/mkdocs-nature,mkdocs-nature,['theme'],theming,https://github.com/waylan/mkdocs-nature,https://github.com/waylan/mkdocs-nature,,2017-03-13 02:45:21,2023-09-14 18:55:28.000000,2023-09-14 18:14:25,37.0,,1.0,1.0,5.0,,,6.0,,,,A MkDocs theme.,47.0,47.0,2.0,https://pypi.org/project/mkdocs-nature,1362.0,1362.0,8,True,3.0,,,,,,,,,,,,,
198,GitHub,github,,,g3xx/mkdocs-Github,mkdocs-github,['theme'],theming,https://github.com/g3xx/mkdocs-Github,https://github.com/g3xx/mkdocs-Github,MIT,2020-02-25 04:04:58,2020-02-25 09:13:04.000000,2020-02-25 09:12:44,9.0,,,1.0,,,,5.0,,,,Theme Mkdocs Like a Github. DEMO =.,13.0,13.0,,https://pypi.org/project/mkdocs-github,184.0,184.0,8,True,3.0,,,,,,,,,,,,,
199,mkjsfiddle,,jsfiddle,,stadiamaps/mkjsfiddle,mkjsfiddle,['plugin'],code-exec-templating,https://github.com/stadiamaps/mkjsfiddle,https://github.com/stadiamaps/mkjsfiddle,MIT,2020-02-02 01:35:26,2023-06-07 17:08:24.000000,2023-06-07 17:08:20,19.0,,,1.0,,,,4.0,2023-06-06 14:35:23,1.0.1,5.0,An MkDocs plugin that lets you edit code fences in JSFiddle.,3.0,3.0,,https://pypi.org/project/mkjsfiddle,41.0,41.0,8,True,3.0,,,,,,,,,,,,,
200,python-asciimathml,,,,ShadowKyogre/python-asciimathml,asciimathml,['markdown'],markdown,https://github.com/ShadowKyogre/python-asciimathml,https://github.com/ShadowKyogre/python-asciimathml,GPL-3.0,2016-07-27 17:15:27,2022-11-23 23:00:36.000000,2017-04-04 22:08:58,105.0,,4.0,3.0,4.0,,,4.0,,,,python ASCIIMathML to Presentation MathML translator.,,,8.0,https://pypi.org/project/asciimathml,389.0,389.0,8,True,3.0,mdx_asciimathml,,,,,,,,,,,,
201,branchcustomization,,branchcustomization,,effigies/mkdocs-branchcustomization-plugin,mkdocs-branchcustomization-plugin,['plugin'],git-info,https://github.com/effigies/mkdocs-branchcustomization-plugin,https://github.com/effigies/mkdocs-branchcustomization-plugin,MIT,2019-12-13 14:59:00,2022-04-17 16:53:22.000000,2022-04-17 16:53:22,8.0,,,3.0,,,1.0,3.0,,,,Customize MkDocs options on a per-branch basis.,19.0,19.0,,https://pypi.org/project/mkdocs-branchcustomization-plugin,469.0,469.0,8,True,3.0,,,,,,,,,,,,,
202,markdown-emdash,,,,czue/markdown-emdash,markdown-emdash,['markdown'],markdown,https://github.com/czue/markdown-emdash,https://github.com/czue/markdown-emdash,MIT,2018-02-27 13:39:31,2023-05-18 13:14:43.000000,2023-05-18 13:13:46,7.0,,1.0,1.0,,,,3.0,,,,Emdash extension for python-markdown.,39.0,39.0,,https://pypi.org/project/markdown-emdash,235.0,235.0,8,True,3.0,mdx_emdash,,,,,,,,,,,,
203,mkdocs-nav-enhancements,,mkdocs-nav-enhancements,,Rylon/mkdocs-nav-enhancements,mkdocs-nav-enhancements,['plugin'],nav-pages,https://github.com/Rylon/mkdocs-nav-enhancements,https://github.com/Rylon/mkdocs-nav-enhancements,MIT,2019-07-15 23:39:57,2019-07-24 10:09:41.000000,2019-07-24 10:08:04,16.0,,,,,1.0,,3.0,,,,WIP plugin for working with titles of pages in MkDocs.,,,,https://pypi.org/project/mkdocs-nav-enhancements,4890.0,4890.0,8,True,3.0,,,,,,,,,,,,,
204,mkdocs-task-collector,,task-collector,,costantinoai/mkdocs-task-collector,mkdocs-task-collector,['plugin'],search-toc,https://github.com/costantinoai/mkdocs-task-collector,https://github.com/costantinoai/mkdocs-task-collector,MIT,2024-07-25 14:34:22,2025-06-08 12:00:08.000000,2025-04-04 23:14:57,28.0,,1.0,1.0,2.0,,,3.0,,,,"mkdocs plugin to generate a comprehensive and organized task list, making it easier to manage and track tasks, notes,..",3.0,3.0,2.0,https://pypi.org/project/mkdocs-task-collector,545.0,545.0,8,True,3.0,,,,,,,,,,,,,
205,Entangled,,entangled,,entangled/mkdocs-plugin,mkdocs-entangled-plugin,['plugin'],code-exec-templating,https://github.com/entangled/mkdocs-plugin,https://github.com/entangled/mkdocs-plugin,Apache-2.0,2023-04-11 13:06:53,2023-10-14 12:19:27.000000,2023-10-14 12:16:09,28.0,,,1.0,,,1.0,2.0,,,4.0,An MkDocs plugin that lets you do Literate Programming through Entangled.,10.0,10.0,,https://pypi.org/project/mkdocs-entangled-plugin,366.0,366.0,8,True,3.0,,,,,,,,,,,,,
206,mkdocs-mcp,,mcp,,ubaumann/mkdocs-mcp,mkdocs-mcp,['plugin'],integrations,https://github.com/ubaumann/mkdocs-mcp,https://github.com/ubaumann/mkdocs-mcp,MIT,2025-04-20 20:44:28,2025-04-27 21:25:29.000000,2025-04-27 21:23:10,28.0,28.0,,1.0,,,,2.0,2025-04-27 21:25:29,0.1.2,3.0,MkDocs Plugin to serve MCP.,,,,https://pypi.org/project/mkdocs-mcp,36.0,36.0,8,True,3.0,,,,,,,,,,,,,
207,mkdocs-yamp,,yamp,,boozallen/mkdocs-yamp-plugin,mkdocs-yamp,['plugin'],site-management,https://github.com/boozallen/mkdocs-yamp-plugin,https://github.com/boozallen/mkdocs-yamp-plugin,Apache-2.0,2022-09-28 20:20:20,2023-10-26 16:42:01.000000,2022-10-10 22:57:20,27.0,,5.0,1.0,6.0,,,2.0,2022-10-10 22:57:56,0.1.2,3.0,Yet Another Multirepo Plugin for MkDocs.,7.0,7.0,2.0,https://pypi.org/project/mkdocs-yamp,56.0,56.0,8,True,3.0,,,,,,,,,,,,,
208,mkdocs-apidescribed-plugin,,apidescribed,,idlesign/mkdocs-apidescribed-plugin,mkdocs-apidescribed-plugin,['plugin'],api-docs,https://github.com/idlesign/mkdocs-apidescribed-plugin,https://github.com/idlesign/mkdocs-apidescribed-plugin,BSD-3-Clause,2025-05-09 11:17:42,2025-05-24 11:50:30.000000,2025-05-24 11:50:21,46.0,46.0,,1.0,,2.0,,1.0,,,,mkdocs plugin to generate API documentation for Python programs.,,,,https://pypi.org/project/mkdocs-apidescribed-plugin,409.0,409.0,8,True,3.0,,,,,,,,,,,,,
209,automacdoc,,,,AlexandreKempf/automacdoc,automacdoc,[],api-docs,https://github.com/AlexandreKempf/automacdoc,https://github.com/AlexandreKempf/automacdoc,MIT,2019-06-14 11:47:18,2020-12-29 08:32:21.000000,2020-12-29 08:32:20,13.0,,10.0,5.0,3.0,4.0,1.0,44.0,,,,Automatic generation of documentation for mkdocs.,,,6.0,https://pypi.org/project/automacdoc,42.0,42.0,7,True,3.0,,,,,,,,,,,,,
210,Alabaster,alabaster,,,notpushkin/mkdocs-alabaster,mkdocs-alabaster,['theme'],theming,https://github.com/notpushkin/mkdocs-alabaster,https://github.com/notpushkin/mkdocs-alabaster,,2016-01-29 22:40:46,2020-06-16 08:22:24.000000,2020-06-16 08:22:23,49.0,,10.0,2.0,12.0,3.0,14.0,36.0,,,,Alabaster port for MkDocs.,,,10.0,https://pypi.org/project/mkdocs-alabaster,519.0,519.0,7,True,3.0,,,,,,,,,,,,,
211,BOOTSTRAP386,bootstrap386,,,,mkdocs-bootstrap386,['theme'],theming,,https://gitlab.com/lramage/mkdocs-bootstrap386,,2018-06-06 02:30:09,2018-06-06 02:30:09.000000,,,,3.0,,,4.0,3.0,33.0,,,1.0,A vintage 1980s DOS inspired Twitter Bootstrap theme for MkDocs https://lramage.gitlab.io/mkdocs-bootstrap386.,,,,https://pypi.org/project/mkdocs-bootstrap386,2625.0,2625.0,7,True,3.0,,,,,,,,,,lramage/mkdocs-bootstrap386,https://gitlab.com/lramage/mkdocs-bootstrap386,,
212,Wikilink Plus,,,,neurobin/mdx_wikilink_plus,mdx-wikilink-plus,['markdown'],links-refs,https://github.com/neurobin/mdx_wikilink_plus,https://github.com/neurobin/mdx_wikilink_plus,,2018-09-19 09:56:17,2022-07-26 06:02:00.000000,2022-07-26 06:00:03,78.0,,5.0,2.0,5.0,,6.0,16.0,,,,A wikilink extension for Python Markdown.,,,5.0,https://pypi.org/project/mdx-wikilink-plus,3652.0,3652.0,7,True,3.0,mdx_wikilink_plus,,,,,,,,,,,,
213,markdown-icons,,,,MadLittleMods/markdown-icons,markdown-iconfonts,['markdown'],markdown,https://github.com/MadLittleMods/markdown-icons,https://github.com/MadLittleMods/markdown-icons,,2013-10-10 01:13:21,2018-12-15 15:07:39.000000,2018-12-09 18:27:54,37.0,,11.0,4.0,7.0,3.0,4.0,13.0,2014-11-20 03:24:22,1.0,2.0,Easily display icon fonts in markdown.,,,4.0,https://pypi.org/project/markdown-iconfonts,75.0,75.0,7,True,3.0,iconfonts,,,,,,,,,,,,
214,mkdocs-ai-summary,,ai-summary,,AIboy996/mkdocs-ai-summary,mkdocs-ai-summary,['plugin'],html-css,https://github.com/AIboy996/mkdocs-ai-summary,https://aiboy996.github.io/mkdocs-ai-summary/,MIT,2024-05-22 14:11:24,2024-12-27 17:48:11.000000,2024-12-27 17:48:02,28.0,,,1.0,4.0,,,10.0,,,,A mkdocs plugin to generage summary with the help of AI.,3.0,3.0,,https://pypi.org/project/mkdocs-ai-summary,54.0,54.0,7,True,3.0,,,,,,,,,,,,,
215,tooltipster-links,,tooltipster-links,,zachhannum/mkdocs-tooltipster-links-plugin,mkdocs-tooltipster-links-plugin,['plugin'],links-refs,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,MIT,2020-01-11 16:20:03,2022-09-20 10:38:00.000000,2020-07-29 11:54:06,7.0,,1.0,2.0,1.0,2.0,,10.0,2020-01-11 17:58:07,_010,1.0,An MkDocs plugin that adds tooltips to preview the content of page links using tooltipster.,31.0,31.0,,https://pypi.org/project/mkdocs-tooltipster-links-plugin,69.0,69.0,7,True,3.0,,,,,,,,,,,,,
216,mk2pdf-export,,mk2pdf-export,,HaoLiuHust/mkdocs-mk2pdf-plugin,mkdocs-mk2pdf-plugin,['plugin'],site-conversion,https://github.com/HaoLiuHust/mkdocs-mk2pdf-plugin,https://github.com/HaoLiuHust/mkdocs-mk2pdf-plugin,MIT,2020-01-13 11:09:42,2021-06-29 13:46:26.000000,2020-09-11 05:52:58,21.0,,5.0,1.0,7.0,,1.0,10.0,,,,"The plugin is based on https://github.com/zhaoterryy/mkdocs-pdf-export-plugin/ ,the main change is use pandoc to..",3.0,3.0,4.0,https://pypi.org/project/mkdocs-mk2pdf-plugin,45.0,45.0,7,True,3.0,,,,,,,,,,,,,
217,nbconvert,,nbconvert,,tanbro/mkdocs-nbconvert,mkdocs-nbconvert,['plugin'],code-exec-templating,https://github.com/tanbro/mkdocs-nbconvert,https://github.com/tanbro/mkdocs-nbconvert,BSD-2-Clause,2019-08-05 11:11:23,2025-06-21 04:54:35.000000,2025-06-21 04:48:52,116.0,1.0,1.0,2.0,1.0,,1.0,9.0,,,,A MkDocs plug-in provides a source parser for *.ipynb files.,5.0,5.0,5.0,https://pypi.org/project/mkdocs-nbconvert,325.0,325.0,7,True,3.0,,,,,,,,,,,,,
218,mkdocs-typedoc,,typedoc,,JakubAndrysek/mkdocs-typedoc,mkdocs-typedoc,['plugin'],api-docs,https://github.com/JakubAndrysek/mkdocs-typedoc,https://github.com/JakubAndrysek/mkdocs-typedoc,MIT,2023-07-02 15:54:43,2024-05-03 20:24:30.000000,2024-05-03 20:23:47,10.0,,1.0,1.0,1.0,1.0,2.0,8.0,2024-05-03 16:53:15,1.0.3,3.0,The MkDocs-Typedoc Plugin is a MkDocs plugin that allows you to include TypeDoc documentation in your MkDocs site.,,,2.0,https://pypi.org/project/mkdocs-typedoc,1464.0,1464.0,7,True,3.0,,,,,,,,,,,,,
219,Moonstone,moonstone,,,byrnereese/mkdocs-moonstone,mkdocs-moonstone,['theme'],theming,https://github.com/byrnereese/mkdocs-moonstone,https://github.com/byrnereese/mkdocs-moonstone,,2019-02-14 08:53:35,2021-06-15 21:16:30.000000,2021-06-15 21:15:45,28.0,,1.0,1.0,,,,7.0,,,,A documentation theme for mkdocs.,13.0,13.0,,https://pypi.org/project/mkdocs-moonstone,980.0,980.0,7,True,3.0,,,,,,,,,,,,,
220,Risonia,risonia,"['risonia/color-theme', 'risonia/w3css-classes']",,unverbuggt/mkdocs-risonia-theme,mkdocs-risonia-theme,['theme'],theming,https://github.com/unverbuggt/mkdocs-risonia-theme,https://github.com/unverbuggt/mkdocs-risonia-theme,,2022-09-03 09:16:17,2023-09-08 07:46:49.000000,2023-09-01 09:32:01,142.0,,1.0,1.0,,,,4.0,2023-09-08 07:46:19,0.1.12,12.0,"A simple theme for MkDocs, using the w3.css framework and configurable color schemes.",4.0,4.0,,https://pypi.org/project/mkdocs-risonia-theme,46.0,46.0,7,True,3.0,,,,,,,,,,,,,
221,schema-reader,,schema_reader,,magicaljellybeans/mkdocs_schema_reader,mkdocs-schema-reader,['plugin'],nav-pages,https://github.com/magicaljellybeans/mkdocs_schema_reader,https://github.com/magicaljellybeans/mkdocs_schema_reader,MIT,2020-12-07 16:39:34,2022-04-17 15:03:06.000000,2021-06-23 16:04:58,16.0,,3.0,1.0,2.0,2.0,2.0,4.0,,,1.0,"A mkdocs plugin that scans specified directories and files for JSON Schema files, converts them to markdown and builds..",,,3.0,https://pypi.org/project/mkdocs-schema-reader,1354.0,1354.0,7,True,3.0,,,,,,,,,,,,,
222,mkdocs-exclude-tagged-files,,mkdocs_exclude_tagged_files,,JonasDoesThings/mkdocs-exclude-tagged-files,mkdocs-exclude-tagged-files,['plugin'],site-management,https://github.com/JonasDoesThings/mkdocs-exclude-tagged-files,https://github.com/JonasDoesThings/mkdocs-exclude-tagged-files,MIT,2022-12-15 20:36:59,2023-09-10 15:14:45.000000,2023-09-10 15:13:51,16.0,,2.0,1.0,1.0,,1.0,3.0,2023-09-10 15:45:16,1.0.4,3.0,A mkdocs plugin for excluding files based on frontmatter tags.,4.0,4.0,2.0,https://pypi.org/project/mkdocs-exclude-tagged-files,154.0,154.0,7,True,3.0,,,,,,,,,,,,,
223,KBD Extension,,,,RickTalken/kbdextension,kbdextension,['markdown'],markdown,https://github.com/RickTalken/kbdextension,https://github.com/RickTalken/kbdextension,MIT,2020-06-07 00:32:10,2020-06-09 03:26:00.000000,2020-06-08 03:52:23,8.0,,1.0,1.0,,,1.0,2.0,,,,KBD Extension for Python-Markdown.,12.0,12.0,,https://pypi.org/project/kbdextension,4326.0,4326.0,7,True,3.0,kbdextension,,,,,,,,,,,,
224,extract listings,,extract_listings,,six-two/mkdocs-extract-listings-plugin,mkdocs-extract-listings-plugin,['plugin'],search-toc,https://github.com/six-two/mkdocs-extract-listings-plugin,https://github.com/six-two/mkdocs-extract-listings-plugin,MIT,2023-11-03 19:21:57,2025-04-15 18:26:25.000000,2025-04-15 18:23:35,36.0,,,1.0,,,,2.0,,,,Generate a page with all listings and/or a search page for listings.,,,,https://pypi.org/project/mkdocs-extract-listings-plugin,1883.0,1883.0,7,True,3.0,,,,,,,,,,,,,
225,mkdocs-pipeline-visualizer,,pipeline-visualizer,,obegron/mkdocs-pipeline-visualizer,mkdocs-pipeline-visualizer,['plugin'],api-docs,https://github.com/obegron/mkdocs-pipeline-visualizer,https://github.com/obegron/mkdocs-pipeline-visualizer,BSD-2-Clause,2024-08-07 10:03:40,2025-07-16 21:47:49.000000,2025-07-16 21:46:13,96.0,3.0,,1.0,1.0,,,1.0,,,,Generates MD documentation from tekton pipelines and tasks.,3.0,3.0,3.0,https://pypi.org/project/mkdocs-pipeline-visualizer,76.0,76.0,7,True,3.0,,,,,,,,,,,,,
226,no-sitemap,,no-sitemap,,leonardehrenfried/mkdocs-no-sitemap-plugin,mkdocs-no-sitemap-plugin,['plugin'],site-management,https://github.com/leonardehrenfried/mkdocs-no-sitemap-plugin,https://github.com/leonardehrenfried/mkdocs-no-sitemap-plugin,MIT,2023-04-04 12:31:54,2023-04-04 12:32:09.000000,2023-04-04 12:31:22,2.0,,,2.0,,1.0,,1.0,,,,Disable Mkdocs sitemap generation.,40.0,40.0,,https://pypi.org/project/mkdocs-no-sitemap-plugin,2935.0,2935.0,7,True,3.0,,,,,,,,,,,,,
227,mkdocs-bpmn-js,,bpmn-js,,madebyherzblut/mkdocs-bpmn-js,mkdocs-bpmn-js,['plugin'],charts,https://github.com/madebyherzblut/mkdocs-bpmn-js,https://github.com/madebyherzblut/mkdocs-bpmn-js,MIT,2025-05-04 17:34:16,2025-05-04 18:43:15.000000,2025-05-04 18:43:12,6.0,6.0,,1.0,,,,,2025-05-04 18:37:33,0.1.0,1.0,MkDocs plugin to embed BPMN diagrams.,1.0,1.0,,https://pypi.org/project/mkdocs-bpmn-js,76.0,76.0,7,True,3.0,,,,,,,,,,,,,
228,mkdocs-navsorted-plugin,,navsorted,,idlesign/mkdocs-navsorted-plugin,mkdocs-navsorted-plugin,['plugin'],nav-pages,https://github.com/idlesign/mkdocs-navsorted-plugin,https://github.com/idlesign/mkdocs-navsorted-plugin,BSD-3-Clause,2025-04-18 09:00:23,2025-05-24 11:51:33.000000,2025-05-24 11:51:28,13.0,13.0,,1.0,,,,,,,,mkdocs plugin to get nav sorted without yml directives.,,,,https://pypi.org/project/mkdocs-navsorted-plugin,448.0,448.0,7,True,3.0,,,,,,,,,,,,,
229,mkdocs-auto-refresh-build-pages,,auto-refresh-build-pages,,JakubAndrysek/mkdocs-auto-refresh-build-pages,mkdocs-auto-refresh-build-pages,['plugin'],site-management,https://github.com/JakubAndrysek/mkdocs-auto-refresh-build-pages,https://github.com/JakubAndrysek/mkdocs-auto-refresh-build-pages,MIT,2024-06-28 13:02:40,2025-07-06 08:42:50.000000,2025-07-06 08:42:43,5.0,1.0,,1.0,,,,,2024-06-29 21:41:40,1.0.1,1.0,MkDocs plugin that automatically refreshes the build pages when the documentation is updated.,,,,https://pypi.org/project/mkdocs-auto-refresh-build-pages,657.0,657.0,7,True,3.0,,,,,,,,,,,,,
230,swagger,,swagger,,allevo/mkdocs-swagger-plugin,,['plugin'],integrations,https://github.com/allevo/mkdocs-swagger-plugin,https://github.com/allevo/mkdocs-swagger-plugin,MIT,2019-05-18 13:36:54,2019-10-06 19:53:01.000000,2019-10-06 19:52:58,7.0,,6.0,3.0,1.0,3.0,2.0,29.0,,,,MkDocs plugin for render swagger into docs.,,,,,,,6,True,3.0,,,,,,,,,,,,,
231,HEARTBEATS Flavored Markdown,,,,heartbeatsjp/markdown-extension-hbfm,hbfm,['markdown'],markdown,https://github.com/heartbeatsjp/markdown-extension-hbfm,https://github.com/heartbeatsjp/markdown-extension-hbfm,,2017-04-06 02:07:29,2022-01-21 19:34:08.000000,2018-03-01 07:33:55,18.0,,1.0,3.0,5.0,,,14.0,,,,HEARTBEATS Flavored Markdown extension.,10.0,10.0,2.0,https://pypi.org/project/hbfm,163.0,163.0,6,True,3.0,"['hbfm.inline_coloring', 'hbfm.inline_list', 'hbfm.number_headers', 'hbfm.quote_uri_hash']",,,,,,,,,,,,
