,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,markdown_extension,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,shadowed,gitlab_id,gitlab_url,bitbucket_id
187,mkdocs-typedoc,,typedoc,,JakubAndrysek/mkdocs-typedoc,mkdocs-typedoc,['plugin'],api-docs,https://github.com/JakubAndrysek/mkdocs-typedoc,https://github.com/JakubAndrysek/mkdocs-typedoc,MIT,2023-07-02 15:54:43,2024-05-03 20:24:30.000000,2024-05-03 20:23:47,10.0,,1.0,1.0,1.0,,2.0,6.0,2024-05-03 16:53:15,1.0.3,3.0,The MkDocs-Typedoc Plugin is a MkDocs plugin that allows you to include TypeDoc documentation in your MkDocs site.,,,2.0,https://pypi.org/project/mkdocs-typedoc,707.0,707.0,7,True,3.0,,,,,,,,,,,
188,Nature,nature,,,waylan/mkdocs-nature,mkdocs-nature,['theme'],theming,https://github.com/waylan/mkdocs-nature,https://github.com/waylan/mkdocs-nature,,2017-03-13 02:45:21,2023-09-14 18:55:28.000000,2023-09-14 18:14:25,37.0,,1.0,2.0,5.0,,,5.0,,,,A MkDocs theme.,43.0,43.0,2.0,https://pypi.org/project/mkdocs-nature,990.0,990.0,7,True,3.0,,,,,,,,,,,
189,Moonstone,moonstone,,,byrnereese/mkdocs-moonstone,mkdocs-moonstone,['theme'],theming,https://github.com/byrnereese/mkdocs-moonstone,https://github.com/byrnereese/mkdocs-moonstone,,2019-02-14 08:53:35,2021-06-15 21:16:30.000000,2021-06-15 21:15:45,28.0,,1.0,2.0,,,,5.0,,,,A documentation theme for mkdocs.,9.0,9.0,,https://pypi.org/project/mkdocs-moonstone,1533.0,1533.0,7,True,3.0,,,,,,,,,,,
190,mkjsfiddle,,jsfiddle,,stadiamaps/mkjsfiddle,mkjsfiddle,['plugin'],code-exec-templating,https://github.com/stadiamaps/mkjsfiddle,https://github.com/stadiamaps/mkjsfiddle,MIT,2020-02-02 01:35:26,2023-06-07 17:08:24.000000,2023-06-07 17:08:20,19.0,,,2.0,,,,4.0,2023-06-06 14:35:23,1.0.1,5.0,An MkDocs plugin that lets you edit code fences in JSFiddle.,1.0,1.0,,https://pypi.org/project/mkjsfiddle,48.0,48.0,7,True,3.0,,,,,,,,,,,
191,Risonia,risonia,"['risonia/color-theme', 'risonia/w3css-classes']",,unverbuggt/mkdocs-risonia-theme,mkdocs-risonia-theme,['theme'],theming,https://github.com/unverbuggt/mkdocs-risonia-theme,https://github.com/unverbuggt/mkdocs-risonia-theme,,2022-09-03 09:16:17,2023-09-08 07:46:49.000000,2023-09-01 09:32:01,142.0,,1.0,1.0,,,,3.0,2023-09-08 07:46:19,0.1.12,12.0,"A simple theme for MkDocs, using the w3.css framework and configurable color schemes.",3.0,3.0,,https://pypi.org/project/mkdocs-risonia-theme,54.0,54.0,7,True,3.0,,,,,,,,,,,
192,markdown-emdash,,,,czue/markdown-emdash,markdown-emdash,['markdown'],markdown,https://github.com/czue/markdown-emdash,https://github.com/czue/markdown-emdash,MIT,2018-02-27 13:39:31,2023-05-18 13:14:43.000000,2023-05-18 13:13:46,7.0,,1.0,2.0,,,,3.0,,,,Emdash extension for python-markdown.,34.0,34.0,,https://pypi.org/project/markdown-emdash,113.0,113.0,7,True,3.0,mdx_emdash,,,,,,,,,,
193,schema-reader,,schema_reader,,magicaljellybeans/mkdocs_schema_reader,mkdocs-schema-reader,['plugin'],nav-pages,https://github.com/magicaljellybeans/mkdocs_schema_reader,https://github.com/magicaljellybeans/mkdocs_schema_reader,MIT,2020-12-07 16:39:34,2022-04-17 15:03:06.000000,2021-06-23 16:04:58,16.0,,3.0,1.0,2.0,2.0,1.0,3.0,,,1.0,"A mkdocs plugin that scans specified directories and files for JSON Schema files, converts them to markdown and builds..",,,3.0,https://pypi.org/project/mkdocs-schema-reader,1375.0,1375.0,7,True,3.0,,,,,,,,,,,
194,mkdocs-resize-images,,resize-images,,JakubAndrysek/mkdocs-resize-images,mkdocs-resize-images,['plugin'],charts,https://github.com/JakubAndrysek/mkdocs-resize-images,https://github.com/JakubAndrysek/mkdocs-resize-images,MIT,2023-06-30 12:49:55,2023-11-04 00:19:19.000000,2023-11-04 00:11:05,6.0,,,1.0,,1.0,,2.0,2023-06-30 16:19:47,1.0.0,1.0,MkDocs plugin to resize images according to the configuration.,7.0,7.0,,https://pypi.org/project/mkdocs-resize-images,614.0,614.0,7,True,3.0,,,,,,,,,,,
195,branchcustomization,,branchcustomization,,effigies/mkdocs-branchcustomization-plugin,mkdocs-branchcustomization-plugin,['plugin'],git-info,https://github.com/effigies/mkdocs-branchcustomization-plugin,https://github.com/effigies/mkdocs-branchcustomization-plugin,MIT,2019-12-13 14:59:00,2022-04-17 16:53:22.000000,2022-04-17 16:53:22,8.0,,,4.0,,,1.0,2.0,,,,Customize MkDocs options on a per-branch basis.,16.0,16.0,,https://pypi.org/project/mkdocs-branchcustomization-plugin,708.0,708.0,7,True,3.0,,,,,,,,,,,
196,mkpatcher,,,,ofek/mkpatcher,mkpatcher,['markdown'],markdown,https://github.com/ofek/mkpatcher,https://github.com/ofek/mkpatcher,Apache-2.0,2020-04-26 18:13:51,2020-04-26 19:19:50.000000,2020-04-26 19:19:45,5.0,,,3.0,,,,2.0,,,,Python-Markdown extension allowing arbitrary scripts to modify MkDocs input files.,7.0,7.0,,https://pypi.org/project/mkpatcher,152.0,152.0,7,True,3.0,mkpatcher,,,,,,,,,,
197,mkdocs-task-collector,,task-collector,,costantinoai/mkdocs-task-collector,mkdocs-task-collector,['plugin'],search-toc,https://github.com/costantinoai/mkdocs-task-collector,https://github.com/costantinoai/mkdocs-task-collector,MIT,2024-07-25 14:34:22,2024-08-02 14:50:28.000000,2024-08-02 14:50:28,24.0,24.0,,1.0,,,,1.0,,,,"mkdocs plugin to generate a comprehensive and organized task list, making it easier to manage and track tasks, notes,..",1.0,1.0,,https://pypi.org/project/mkdocs-task-collector,1028.0,1028.0,7,True,3.0,,,,,,,,,,,
198,mkdocs-required-frontmatter-plugin,,required-frontmatter,,unmc-vcr/mkdocs-required-frontmatter-plugin,mkdocs-required-frontmatter-plugin,['plugin'],site-management,https://github.com/unmc-vcr/mkdocs-required-frontmatter-plugin,https://github.com/unmc-vcr/mkdocs-required-frontmatter-plugin,MIT,2024-03-21 21:39:23,2024-03-22 00:55:29.000000,2024-03-22 00:55:29,5.0,,,1.0,,,,,2024-03-21 21:51:06,0.0.2,2.0,This MkDocs plugin enforces required frontmatter for documentation pages.,1.0,1.0,,https://pypi.org/project/mkdocs-required-frontmatter-plugin,32.0,32.0,7,True,3.0,,,,,,,,,,,
199,swagger,,swagger,,allevo/mkdocs-swagger-plugin,,['plugin'],integrations,https://github.com/allevo/mkdocs-swagger-plugin,https://github.com/allevo/mkdocs-swagger-plugin,MIT,2019-05-18 13:36:54,2019-10-06 19:53:01.000000,2019-10-06 19:52:58,7.0,,6.0,4.0,1.0,3.0,2.0,30.0,,,,MkDocs plugin for render swagger into docs.,,,,,,,6,True,3.0,,,,,,,,,,,
200,docSkimmer,docskimmer,,,hfagerlund/mkdocs-docskimmer,,['theme'],theming,https://github.com/hfagerlund/mkdocs-docskimmer,https://github.com/hfagerlund/mkdocs-docskimmer,,2017-06-13 00:33:55,2023-11-05 02:08:31.000000,2023-11-05 02:08:28,24.0,,,3.0,7.0,,11.0,18.0,2018-10-11 17:53:21,0.4.0,7.0,"An accessible, skimmable theme for MkDocs.",,,,,,,6,True,3.0,,,,,,,,,,,
201,doxygen,,doxygen,,pieterdavid/mkdocs-doxygen-plugin,,['plugin'],api-docs,https://github.com/pieterdavid/mkdocs-doxygen-plugin,https://github.com/pieterdavid/mkdocs-doxygen-plugin,MIT,2018-08-06 19:41:31,2020-12-04 15:20:33.000000,2020-12-04 15:20:32,9.0,,4.0,3.0,2.0,2.0,,14.0,,,,A Doxygen plugin for MkDocs.,,,3.0,,,,6,True,3.0,,,,,,,,,,,
202,mkdocs-theme-topdf,topdf,,,kuri65536/mkdocs-theme-topdf,mkdocs-theme-topdf,['theme'],theming,https://github.com/kuri65536/mkdocs-theme-topdf,https://github.com/kuri65536/mkdocs-theme-topdf,MPL-2.0,2019-12-23 06:20:31,2021-12-08 23:42:59.000000,2021-06-26 00:34:41,122.0,,1.0,1.0,,,1.0,11.0,,,,A mkdocs theme for create PDF and printing with paged.js.,3.0,3.0,,https://pypi.org/project/mkdocs-theme-topdf,69.0,69.0,6,True,3.0,,,,,,,,,,,
203,markdown-katex,,,,,markdown-katex,['markdown'],markdown,,https://gitlab.com/mbarkhau/markdown-katex,,2019-05-14 07:53:31,2019-05-14 07:53:31.000000,,,,5.0,,,4.0,13.0,11.0,,,0.0,KaTeX extension for Python Markdown.,,,,https://pypi.org/project/markdown-katex,3968.0,3968.0,6,True,3.0,markdown_katex,,,,,,,,mbarkhau/markdown-katex,https://gitlab.com/mbarkhau/markdown-katex,
204,mk2pdf-export,,mk2pdf-export,,HaoLiuHust/mkdocs-mk2pdf-plugin,mkdocs-mk2pdf-plugin,['plugin'],site-conversion,https://github.com/HaoLiuHust/mkdocs-mk2pdf-plugin,https://github.com/HaoLiuHust/mkdocs-mk2pdf-plugin,MIT,2020-01-13 11:09:42,2021-06-29 13:46:26.000000,2020-09-11 05:52:58,21.0,,5.0,2.0,7.0,,1.0,8.0,,,,"The plugin is based on https://github.com/zhaoterryy/mkdocs-pdf-export-plugin/ ,the main change is use pandoc to..",2.0,2.0,4.0,https://pypi.org/project/mkdocs-mk2pdf-plugin,53.0,53.0,6,True,3.0,,,,,,,,,,,
205,inari,,inari,,tkamenoko/inari,inari,['plugin'],api-docs,https://github.com/tkamenoko/inari,https://github.com/tkamenoko/inari,MIT,2019-08-22 04:40:26,2024-03-20 18:40:24.000000,2021-07-10 04:26:08,101.0,,,2.0,1.0,1.0,1.0,5.0,,,,Write docstrings in markdown!.,7.0,7.0,,https://pypi.org/project/inari,89.0,89.0,6,True,3.0,,,,,,,,,,,
206,MkDocs Graphviz,,,,,mkdocs-graphviz,['markdown'],charts,,https://gitlab.com/rod2ik/mkdocs-graphviz,,2021-05-03 14:28:32,2021-05-03 14:28:32.000000,,,,1.0,,,3.0,4.0,5.0,,,3.0,"A mkdocs Extension that automatically renders Graphviz images, in SVG or PNG format, within your markdown file.",,,,https://pypi.org/project/mkdocs-graphviz,2462.0,2462.0,6,True,3.0,mkdocs_graphviz,,,,,,,,rod2ik/mkdocs-graphviz,https://gitlab.com/rod2ik/mkdocs-graphviz,
207,progress,,progress,,rdilweb/mkdocs-plugin-progress,,['plugin'],site-management,https://github.com/rdilweb/mkdocs-plugin-progress,https://github.com/rdilweb/mkdocs-plugin-progress,Apache-2.0,2020-02-20 22:44:17,2020-06-20 02:28:12.000000,2020-06-20 02:28:06,15.0,,,2.0,2.0,,1.0,5.0,2020-02-21 11:28:11,1.1.4-FINAL,1.0,A plugin for MkDocs that lets you know exactly what is happening during the build.,32.0,32.0,3.0,,,,6,True,3.0,,,,,,,,,,,
208,toggle-sidebar,,toggle-sidebar,,six-two/mkdocs-toggle-sidebar-plugin,mkdocs-toggle-sidebar-plugin,['plugin'],html-css,https://github.com/six-two/mkdocs-toggle-sidebar-plugin,https://github.com/six-two/mkdocs-toggle-sidebar-plugin,MIT,2023-09-04 17:41:57,2023-09-23 14:09:01.000000,2023-09-23 14:08:43,17.0,,,1.0,,,,3.0,,,,Toggle the navigation and/or TOC sidebars on your MkDocs site.,,,,https://pypi.org/project/mkdocs-toggle-sidebar-plugin,483.0,483.0,6,True,3.0,,,,,,,,,,,
209,factsheet,,factsheet,,inuits/mkdocs-factsheet,,['plugin'],integrations,https://github.com/inuits/mkdocs-factsheet,https://github.com/inuits/mkdocs-factsheet,MIT,2018-07-31 10:32:59,2023-02-08 20:01:44.000000,2023-02-08 19:55:11,11.0,,1.0,20.0,2.0,,1.0,3.0,2023-02-08 20:01:45,1.0.1,2.0,"Generate overviews from YAML descriptions, intended for micro-services and their deployments.",,,4.0,,,,6,True,3.0,,,,,,,,,,,
210,mkdocs-exclude-tagged-files,,mkdocs_exclude_tagged_files,,JonasDoesThings/mkdocs-exclude-tagged-files,mkdocs-exclude-tagged-files,['plugin'],site-management,https://github.com/JonasDoesThings/mkdocs-exclude-tagged-files,https://github.com/JonasDoesThings/mkdocs-exclude-tagged-files,MIT,2022-12-15 20:36:59,2023-09-10 15:14:45.000000,2023-09-10 15:13:51,16.0,,2.0,1.0,1.0,,1.0,3.0,2023-09-10 15:45:16,1.0.4,3.0,A mkdocs plugin for excluding files based on frontmatter tags.,3.0,3.0,2.0,https://pypi.org/project/mkdocs-exclude-tagged-files,47.0,47.0,6,True,3.0,,,,,,,,,,,
211,mkdocs-codecheck,,,,byrnereese/codechecker-mkdocs,mkdocs-codecheck,[],quality,https://github.com/byrnereese/codechecker-mkdocs,https://github.com/byrnereese/codechecker-mkdocs,MIT,2021-08-24 18:05:47,2021-12-16 19:26:31.000000,2021-12-16 19:26:10,86.0,,,3.0,1.0,1.0,,2.0,,,,"Traverses a directory tree looking for code samples, then attempts to validate each code sample found.",,,6.0,https://pypi.org/project/mkdocs-codecheck,29.0,29.0,6,True,3.0,,,,,,,,,,,
212,mkdocs-zip-folders,,zip_folders,,JakubAndrysek/mkdocs-zip-folders,mkdocs-zip-folders,['plugin'],site-conversion,https://github.com/JakubAndrysek/mkdocs-zip-folders,https://github.com/JakubAndrysek/mkdocs-zip-folders,MIT,2023-07-06 12:12:44,2023-07-09 13:34:46.000000,2023-07-09 13:33:51,5.0,,,1.0,,,,2.0,2023-07-07 08:27:09,1.0.1,1.0,MkDocs plugin to zip configured folders and add them to the site.,,,,https://pypi.org/project/mkdocs-zip-folders,506.0,506.0,6,True,3.0,,,,,,,,,,,
213,Entangled,,entangled,,entangled/mkdocs-plugin,mkdocs-entangled-plugin,['plugin'],code-exec-templating,https://github.com/entangled/mkdocs-plugin,https://github.com/entangled/mkdocs-plugin,Apache-2.0,2023-04-11 13:06:53,2023-10-14 12:19:27.000000,2023-10-14 12:16:09,28.0,,,1.0,,,1.0,1.0,,,4.0,An MkDocs plugin that lets you do Literate Programming through Entangled.,8.0,8.0,,https://pypi.org/project/mkdocs-entangled-plugin,109.0,109.0,6,True,3.0,,,,,,,,,,,
214,webcontext,,webcontext,,Darrelk/mkdocs-webcontext-plugin,mkdocs-webcontext-plugin,['plugin'],links-refs,https://github.com/Darrelk/mkdocs-webcontext-plugin,https://github.com/Darrelk/mkdocs-webcontext-plugin,MIT,2021-04-14 11:55:59,2023-05-25 05:04:11.000000,2023-05-25 05:04:11,5.0,,1.0,1.0,1.0,,,1.0,2021-04-14 14:19:33,0.1.0,1.0,Mkdocs plugin for converting absolute paths to webcontext aware paths using the configured webcontext context.,5.0,5.0,2.0,https://pypi.org/project/mkdocs-webcontext-plugin,212.0,212.0,6,True,3.0,,,6.0,,,,,,,,
215,no-sitemap,,no-sitemap,,leonardehrenfried/mkdocs-no-sitemap-plugin,mkdocs-no-sitemap-plugin,['plugin'],site-management,https://github.com/leonardehrenfried/mkdocs-no-sitemap-plugin,https://github.com/leonardehrenfried/mkdocs-no-sitemap-plugin,MIT,2023-04-04 12:31:54,2023-04-04 12:32:09.000000,2023-04-04 12:31:22,2.0,,,2.0,,,,1.0,,,,Disable Mkdocs sitemap generation.,9.0,9.0,,https://pypi.org/project/mkdocs-no-sitemap-plugin,6585.0,6585.0,6,True,3.0,,,,,,,,,,,
216,ArgRef,,argref,,rhshadrach/mkdocs-argref-plugin,mkdocs-argref-plugin,['plugin'],links-refs,https://github.com/rhshadrach/mkdocs-argref-plugin,https://github.com/rhshadrach/mkdocs-argref-plugin,,2024-06-07 21:31:30,2024-08-03 14:44:43.000000,2024-06-08 18:36:44,18.0,4.0,1.0,1.0,5.0,,,,2024-06-07 23:18:00,0.3.0,1.0,mkdocs plugin to provides GitHub like autolink references in Mkdocs.,,,4.0,https://pypi.org/project/mkdocs-argref-plugin,1052.0,1052.0,6,True,3.0,,,,,,,,,,,
217,Tweetable quotes,,,,max-arnold/markdown-tweetable,markdown-tweetable,['markdown'],markdown,https://github.com/max-arnold/markdown-tweetable,https://github.com/max-arnold/markdown-tweetable,MIT,2014-06-02 11:57:04,2019-03-25 05:45:20.000000,2019-03-25 05:45:13,81.0,,1.0,2.0,,,1.0,15.0,,,,Python-Markdown extension to embed tweetable quotes into your blog posts.,3.0,3.0,,https://pypi.org/project/markdown-tweetable,13.0,13.0,5,True,3.0,tweetable.extension,,,,,,,,,,
218,HEARTBEATS Flavored Markdown,,,,heartbeatsjp/markdown-extension-hbfm,hbfm,['markdown'],markdown,https://github.com/heartbeatsjp/markdown-extension-hbfm,https://github.com/heartbeatsjp/markdown-extension-hbfm,,2017-04-06 02:07:29,2022-01-21 19:34:08.000000,2018-03-01 07:33:55,18.0,,1.0,5.0,5.0,,,15.0,,,,HEARTBEATS Flavored Markdown extension.,9.0,9.0,2.0,https://pypi.org/project/hbfm,264.0,264.0,5,True,3.0,"['hbfm.inline_coloring', 'hbfm.inline_list', 'hbfm.number_headers', 'hbfm.quote_uri_hash']",,,,,,,,,,
219,MkDocs Pygments,,pygments,,pawamoy/mkdocs-pygments,,['plugin'],html-css,https://github.com/pawamoy/mkdocs-pygments,https://github.com/pawamoy/mkdocs-pygments,ISC,2024-05-17 17:58:56,2024-05-24 13:20:10.000000,2024-05-24 13:13:08,3.0,3.0,1.0,1.0,,,,5.0,2024-05-24 13:13:27,0.0.1,1.0,Highlighting themes for code blocks. Available to sponsors only.,1.0,1.0,,,,,5,True,3.0,,,,,,,,,,,
220,jinja2sandbox,,jinja2sandbox,,rkoe/mkdocs-jinja2sandbox,,['plugin'],code-exec-templating,https://github.com/rkoe/mkdocs-jinja2sandbox,https://github.com/rkoe/mkdocs-jinja2sandbox,MIT,2019-03-20 22:53:53,2019-03-20 23:06:19.000000,2019-03-20 23:06:18,3.0,,,3.0,,,,4.0,,,,A MkDocs plugin that enables the Jinja2-sandbox.,,,,,,,5,True,3.0,,,,,,,,,,,
221,Github Releaase Changelog,,mkdocs_github_changelog,,djpugh/mkdocs_github_changelog,mkdocs-github-changelog,['plugin'],git-info,https://github.com/djpugh/mkdocs_github_changelog,https://github.com/djpugh/mkdocs_github_changelog,MIT,2023-12-20 10:23:27,2024-01-02 18:35:13.000000,2024-01-02 18:35:12,10.0,,,1.0,9.0,2.0,,4.0,2023-12-26 18:50:27,0.1.0,1.0,mkdocs extension to autogenerate changelog from github releases.,,,2.0,https://pypi.org/project/mkdocs-github-changelog,42.0,42.0,5,True,3.0,,,,,,,,,,,
222,MkDocs Dependency License Information,,mkdocs_licenseinfo,,djpugh/mkdocs_licenseinfo,mkdocs-licenseinfo,['plugin'],integrations,https://github.com/djpugh/mkdocs_licenseinfo,https://github.com/djpugh/mkdocs_licenseinfo,MIT,2023-12-23 12:02:23,2024-01-02 18:29:20.000000,2024-01-02 18:29:18,10.0,,,1.0,9.0,,,3.0,2023-12-27 11:40:31,0.1.0,1.0,mkdocs extension to visualise package dependencies license information.,,,2.0,https://pypi.org/project/mkdocs-licenseinfo,43.0,43.0,5,True,3.0,,,,,,,,,,,
223,GitHub,github,,,g3xx/mkdocs-Github,mkdocs-github,['theme'],theming,https://github.com/g3xx/mkdocs-Github,https://github.com/g3xx/mkdocs-Github,MIT,2020-02-25 04:04:58,2020-02-25 09:13:04.000000,2020-02-25 09:12:44,9.0,,,2.0,,,,2.0,,,,Theme Mkdocs Like a Github. DEMO =.,9.0,9.0,,https://pypi.org/project/mkdocs-github,138.0,138.0,5,True,3.0,,,,,,,,,,,
224,thumbnails,,thumbnails,,normanlorrain/mkdocs-thumbnails,mkdocs-thumbnails,['plugin'],charts,https://github.com/normanlorrain/mkdocs-thumbnails,https://github.com/normanlorrain/mkdocs-thumbnails,MIT,2021-04-19 16:01:11,2023-06-05 20:32:18.000000,2023-06-05 19:38:40,40.0,,,2.0,,1.0,1.0,2.0,,,,MkDocs plugin for thumbnail images generated automatically.,,,,https://pypi.org/project/mkdocs-thumbnails,372.0,372.0,5,True,3.0,,,,,,,,,,,
225,KBD Extension,,,,RickTalken/kbdextension,kbdextension,['markdown'],markdown,https://github.com/RickTalken/kbdextension,https://github.com/RickTalken/kbdextension,MIT,2020-06-07 00:32:10,2020-06-09 03:26:00.000000,2020-06-08 03:52:23,8.0,,1.0,1.0,,,1.0,2.0,,,,KBD Extension for Python-Markdown.,8.0,8.0,,https://pypi.org/project/kbdextension,339.0,339.0,5,True,3.0,kbdextension,,,,,,,,,,
226,markdown-figcap,,,,funk1d/markdown-figcap,markdown-figcap,['markdown'],charts,https://github.com/funk1d/markdown-figcap,https://github.com/funk1d/markdown-figcap,BSD-3-Clause,2019-03-09 03:35:44,2019-03-09 03:35:45.000000,2019-03-09 04:36:51,2.0,,,,,,,1.0,,,,Extension for Python-Markdown to handle figure and figcaption.,6.0,6.0,,https://pypi.org/project/markdown-figcap,62.0,62.0,5,True,3.0,markdown_figcap,,,,,,,,,,
227,pico-8,,pico-8,,fmaida/pico8-mkdocs-plugin,pico8-mkdocs-plugin,['plugin'],charts,https://github.com/fmaida/pico8-mkdocs-plugin,https://github.com/fmaida/pico8-mkdocs-plugin,MIT,2019-03-16 17:43:48,2019-03-17 11:49:29.000000,2019-03-17 11:49:24,5.0,,,3.0,,,,1.0,,,,A MKDocs plugin that allows to embed a Pico-8 web player in a page.,2.0,2.0,,https://pypi.org/project/pico8-mkdocs-plugin,29.0,29.0,5,True,3.0,,,,,,,,,,,
228,Markdown Grid Tables,,,,,markdown-grid-tables,['markdown'],markdown,,https://gitlab.com/WillDaSilva/markdown_grid_tables,,2022-02-09 02:39:55,2022-02-09 02:39:55.000000,,,,4.0,,,2.0,,1.0,,,0.0,[Python-Markdown](https://python-markdown.github.io/) [extension](https://python-markdown.github.io/extensions/api/)..,,,,https://pypi.org/project/markdown-grid-tables,3927.0,3927.0,5,True,3.0,markdown_grid_tables,,,,,,,,WillDaSilva/markdown_grid_tables,https://gitlab.com/WillDaSilva/markdown_grid_tables,
229,mkdocstrings-shell,,,,mkdocstrings/shell,,,api-docs,https://github.com/mkdocstrings/shell,https://github.com/mkdocstrings/shell,ISC,2023-09-04 09:35:05,2024-05-25 16:28:01.000000,2024-05-25 16:12:08,3.0,2.0,,2.0,,,,,2024-05-25 16:12:25,0.0.1,1.0,A shell scripts/libraries handler for mkdocstrings. Only available to sponsors.,2.0,2.0,,,,,5,True,3.0,,,,,,,,,,,
230,inline-svg,,inline-svg,,rajguru7/mkdocs-plugin-inline-svg-mod,mkdocs-plugin-inline-svg-mod,['plugin'],charts,https://github.com/rajguru7/mkdocs-plugin-inline-svg-mod,https://github.com/rajguru7/mkdocs-plugin-inline-svg-mod,MIT,2023-04-16 20:01:57,2024-01-12 19:58:41.000000,2024-01-12 19:55:33,9.0,,1.0,1.0,,,2.0,,,,,,4.0,4.0,5.0,https://pypi.org/project/mkdocs-plugin-inline-svg-mod,228.0,228.0,5,True,3.0,,,,,,,,,,,
231,git-latest-release,,git-latest-release,,agarthetiger/mkdocs_latest_release_plugin,mkdocs-latest-release-plugin,['plugin'],git-info,https://github.com/agarthetiger/mkdocs_latest_release_plugin,https://github.com/agarthetiger/mkdocs_latest_release_plugin,GPL-3.0,2019-03-18 22:07:47,2022-12-08 04:53:03.000000,2019-12-29 08:46:29,5.0,,,1.0,9.0,,,,,,,Plugin for MKDocs to inject the latest release tag from git into markdown.,,,3.0,https://pypi.org/project/mkdocs-latest-release-plugin,839.0,839.0,5,True,3.0,,,,,,,,,,,
232,select-files,,select-files,,supcik/mkdocs-select-files,mkdocs-select-files,['plugin'],nav-pages,https://github.com/supcik/mkdocs-select-files,https://github.com/supcik/mkdocs-select-files,Apache-2.0,2019-09-04 22:26:31,2023-06-25 12:42:56.000000,2019-09-05 06:58:14,8.0,,,2.0,,,,,,,,Filter pages for assignments.,8.0,8.0,,https://pypi.org/project/mkdocs-select-files,18.0,18.0,5,True,3.0,,,,,,,,,,,
233,mkdocs-rtl,,,,mberneti/mkdocs-rtl,,[],theming,https://github.com/mberneti/mkdocs-rtl,https://github.com/mberneti/mkdocs-rtl,MIT,2017-10-16 10:32:15,2021-03-26 00:09:07.000000,2017-10-22 11:51:15,9.0,,4.0,2.0,2.0,1.0,1.0,23.0,,,,mkdocs rtl theme based on mkdocs-material.,,,2.0,,,,4,True,3.0,,,,,,,,,,,
234,Cite Extension,,,,aleray/mdx_cite,mdx-cite,['markdown'],markdown,https://github.com/aleray/mdx_cite,https://github.com/aleray/mdx_cite,,2012-04-21 11:23:16,2018-12-20 08:18:53.000000,2012-04-21 11:49:29,3.0,,3.0,3.0,1.0,1.0,,6.0,,,,Python-Markdown extension to support the cite tag.,,,,https://pypi.org/project/mdx-cite,5.0,5.0,4,True,3.0,mdx_cite,,,,,,,,,,
235,Markdown aafigure,,,,mbarkhau/markdown-aafigure,markdown-aafigure,['markdown'],charts,https://github.com/mbarkhau/markdown-aafigure,https://github.com/mbarkhau/markdown-aafigure,MIT,2018-05-23 20:52:31,2024-05-04 00:33:24.000000,2024-05-04 00:33:23,88.0,,1.0,2.0,1.0,1.0,2.0,5.0,,,,aafigure extension for Python Markdown.,,,2.0,https://pypi.org/project/markdown-aafigure,82.0,82.0,4,True,3.0,markdown_aafigure,,,,,,,,,,
236,awesome-list,,awesome-list,,carlosperate/mkdocs-awesome-list-plugin,,['plugin'],nav-pages,https://github.com/carlosperate/mkdocs-awesome-list-plugin,https://github.com/carlosperate/mkdocs-awesome-list-plugin,MIT,2019-07-25 19:23:15,2019-07-26 00:31:07.000000,2019-07-26 00:30:58,4.0,,,2.0,,,,5.0,,,,MkDocs Plugin to inject social media cards for each entry in an awesome-list.,,,,,,,4,True,3.0,,,,,,,,,,,
237,emailprotect,,emailprotect,,rkoe/mkdocs-emailprotect,,['plugin'],links-refs,https://github.com/rkoe/mkdocs-emailprotect,https://github.com/rkoe/mkdocs-emailprotect,MIT,2020-01-07 21:52:50,2020-01-21 00:13:01.000000,2020-01-21 00:13:00,4.0,,,3.0,,,1.0,4.0,,,,A MkDocs plugin that tries to obscure email-addresses from address-harvesting spam-bots.,,,,,,,4,True,3.0,,,,,,,,,,,
238,Family tree example,,,,unverbuggt/mkdocs-familytree-example,,[],charts,https://github.com/unverbuggt/mkdocs-familytree-example,https://github.com/unverbuggt/mkdocs-familytree-example,GPL-3.0,2022-12-28 12:21:18,2023-08-04 17:21:50.000000,2023-08-04 17:13:34,87.0,,1.0,,1.0,,,2.0,,,,An interactive family tree visualization using d3-dag.,,,6.0,,,,4,True,3.0,,,,,,,,,,,
239,mkdocs_protobuf,,mkdocs_protobuf,,rymurr/mkdocs-protobuf,mkdocs-protobuf,['plugin'],code-exec-templating,https://github.com/rymurr/mkdocs-protobuf,https://github.com/rymurr/mkdocs-protobuf,Apache-2,2021-09-11 10:16:54,2023-12-15 02:17:25.000000,2022-03-30 11:31:58,19.0,,1.0,2.0,1.0,1.0,,2.0,,,,Mkdocs plugin to render protobuf messages.,,,2.0,https://pypi.org/project/mkdocs-protobuf,379.0,379.0,4,True,3.0,,,,,,,,,,,
