,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,open_issue_count,markdown_extension,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,shadowed,gitlab_id,gitlab_url,pypi,bitbucket_id
185,mkdocs-mcp,,mcp,,ubaumann/mkdocs-mcp,mkdocs-mcp,['plugin'],integrations,https://github.com/ubaumann/mkdocs-mcp,https://github.com/ubaumann/mkdocs-mcp,MIT,2025-04-20 20:44:28,2025-04-27 21:25:29,2025-04-27 21:23:10,28.0,28.0,,1.0,,,1.0,2025-04-27 21:25:29,0.1.2,3.0,MkDocs Plugin to serve MCP.,,,,https://pypi.org/project/mkdocs-mcp,32.0,32.0,9,True,3.0,,,,,,,,,,,,,,
186,webcontext,,webcontext,,Darrelk/mkdocs-webcontext-plugin,mkdocs-webcontext-plugin,['plugin'],links-refs,https://github.com/Darrelk/mkdocs-webcontext-plugin,https://github.com/Darrelk/mkdocs-webcontext-plugin,MIT,2021-04-14 11:55:59,2025-05-23 11:52:26,2025-05-23 11:52:26,8.0,3.0,1.0,1.0,1.0,,1.0,2025-05-23 11:39:36,0.1.1,2.0,Mkdocs plugin for converting absolute paths to webcontext aware paths using the configured webcontext context.,6.0,6.0,2.0,https://pypi.org/project/mkdocs-webcontext-plugin,656.0,656.0,9,True,3.0,,,,11.0,,,,,,,,,,
187,Alabaster,alabaster,,,notpushkin/mkdocs-alabaster,mkdocs-alabaster,['theme'],theming,https://github.com/notpushkin/mkdocs-alabaster,https://github.com/notpushkin/mkdocs-alabaster,,2016-01-29 22:40:46,2020-06-16 08:22:24,2020-06-16 08:22:23,49.0,,10.0,3.0,12.0,14.0,36.0,,,,Alabaster port for MkDocs.,,,10.0,https://pypi.org/project/mkdocs-alabaster,637.0,637.0,8,True,3.0,3.0,,,,,,,,,,,,,
188,Windmill Dark,windmill-dark,,,noraj/mkdocs-windmill-dark,mkdocs-windmill-dark,['theme'],theming,https://github.com/noraj/mkdocs-windmill-dark,https://github.com/noraj/mkdocs-windmill-dark,,2017-10-08 14:17:25,2022-05-12 18:17:41,2022-05-12 18:17:41,65.0,,11.0,3.0,,4.0,35.0,,,,Outstanding mkdocs theme with a focus on navigation and usability.,,,4.0,https://pypi.org/project/mkdocs-windmill-dark,552.0,552.0,8,True,3.0,,,,,,,,,,,,,,
189,GitBook,gitbook,,,,mkdocs-gitbook,['theme'],theming,,https://gitlab.com/lramage/mkdocs-gitbook-theme,,2018-12-17 18:29:14,2018-12-17 18:29:14,,,,13.0,,,10.0,29.0,,,0.0,Default theme for GitBook for Mkdocs https://lramage.gitlab.io/mkdocs-gitbook-theme.,,,,https://pypi.org/project/mkdocs-gitbook,23164.0,23164.0,8,True,3.0,9.0,,,,,,,,,,lramage/mkdocs-gitbook-theme,https://gitlab.com/lramage/mkdocs-gitbook-theme,,
190,plotly charts,,plotly,,haoda-li/mkdocs-plotly-plugin,mkdocs-plotly-plugin,['plugin'],charts,https://github.com/haoda-li/mkdocs-plotly-plugin,https://github.com/haoda-li/mkdocs-plotly-plugin,MIT,2023-01-11 01:57:12,2023-07-25 22:26:42,2023-07-25 22:26:30,18.0,,,,1.0,3.0,12.0,,,,Mkdocs plugin to add interactive charts with Plotly.js.,,,3.0,https://pypi.org/project/mkdocs-plotly-plugin,3627.0,3627.0,8,True,3.0,1.0,,,,,,,,,,,,,
191,snippet,,snippet,,mprivat/mkdocs-snippet-plugin,mkdocs-snippet-plugin,['plugin'],snippets-include,https://github.com/mprivat/mkdocs-snippet-plugin,https://github.com/mprivat/mkdocs-snippet-plugin,MIT,2019-02-27 18:43:14,2021-10-21 22:55:54,2021-10-21 22:55:54,10.0,,2.0,2.0,2.0,4.0,12.0,,,,An mkdocs plugin that injects snippets from a file in a git repository.,23.0,23.0,3.0,https://pypi.org/project/mkdocs-snippet-plugin,1020.0,1020.0,8,True,3.0,3.0,,,,,,,,,,,,,
192,Ivory,ivory,,,daizutabi/mkdocs-ivory,mkdocs-ivory,['theme'],theming,https://github.com/daizutabi/mkdocs-ivory,https://github.com/daizutabi/mkdocs-ivory,MIT,2019-04-14 14:07:26,2020-06-16 07:35:02,2020-06-16 07:34:55,58.0,,4.0,1.0,1.0,3.0,10.0,,,,Ivory theme for MkDocs.,,,2.0,https://pypi.org/project/mkdocs-ivory,3615.0,3615.0,8,True,3.0,3.0,,,,,,,,,,,,,
193,tooltipster-links,,tooltipster-links,,zachhannum/mkdocs-tooltipster-links-plugin,mkdocs-tooltipster-links-plugin,['plugin'],links-refs,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,MIT,2020-01-11 16:20:03,2022-09-20 10:38:00,2020-07-29 11:54:06,7.0,,1.0,2.0,1.0,,10.0,2020-01-11 17:58:07,_010,1.0,An MkDocs plugin that adds tooltips to preview the content of page links using tooltipster.,31.0,31.0,,https://pypi.org/project/mkdocs-tooltipster-links-plugin,215.0,215.0,8,True,3.0,2.0,,,,,,,,,,,,,
194,markdownwavedrom,,markdownwavedrom,,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],charts,https://github.com/kuri65536/mkdocs-wavedrom-plugin,https://github.com/kuri65536/mkdocs-wavedrom-plugin,MPL-2.0,2019-06-27 22:32:34,2025-05-02 12:31:47,2025-05-02 12:31:47,14.0,1.0,3.0,,1.0,2.0,9.0,,,,A MkDocs plugin for support wavedrom charts in markdown file.,16.0,16.0,,https://pypi.org/project/mkdocs-wavedrom-plugin,71.0,71.0,8,True,3.0,1.0,,,,,,,,,,,,,
195,Moonstone,moonstone,,,byrnereese/mkdocs-moonstone,mkdocs-moonstone,['theme'],theming,https://github.com/byrnereese/mkdocs-moonstone,https://github.com/byrnereese/mkdocs-moonstone,,2019-02-14 08:53:35,2021-06-15 21:16:30,2021-06-15 21:15:45,28.0,,1.0,1.0,,,7.0,,,,A documentation theme for mkdocs.,13.0,13.0,,https://pypi.org/project/mkdocs-moonstone,1109.0,1109.0,8,True,3.0,,,1.0,,,,,,,,,,,
196,svgbob extension for Python Markdown,,,,mbarkhau/markdown-svgbob,markdown-svgbob,['markdown'],charts,https://github.com/mbarkhau/markdown-svgbob,https://github.com/mbarkhau/markdown-svgbob,MIT,2019-04-18 11:32:58,2024-06-21 15:57:22,2024-06-21 15:57:18,131.0,,2.0,,3.0,1.0,7.0,,,,svgbob extension for Python Markdown.,10.0,10.0,2.0,https://pypi.org/project/markdown-svgbob,444.0,444.0,8,True,3.0,2.0,markdown_svgbob,,,,,,,,,,,,
197,markdown-filter,,markdown-filter,,byrnereese/mkdocs-markdown-filter,mkdocs-markdown-filter,['plugin'],code-exec-templating,https://github.com/byrnereese/mkdocs-markdown-filter,https://github.com/byrnereese/mkdocs-markdown-filter,MIT,2019-02-06 17:40:11,2024-02-15 15:39:39,2019-02-06 17:56:44,4.0,,2.0,1.0,3.0,,5.0,,,,Adds a markdown template filter to the jinja templating environment in mkdocs.,34.0,34.0,,https://pypi.org/project/mkdocs-markdown-filter,524.0,524.0,8,True,3.0,1.0,,,,,,,,,,,,,
198,GitHub,github,,,g3xx/mkdocs-Github,mkdocs-github,['theme'],theming,https://github.com/g3xx/mkdocs-Github,https://github.com/g3xx/mkdocs-Github,MIT,2020-02-25 04:04:58,2020-02-25 09:13:04,2020-02-25 09:12:44,9.0,,,1.0,,,4.0,,,,Theme Mkdocs Like a Github. DEMO =.,13.0,13.0,,https://pypi.org/project/mkdocs-github,157.0,157.0,8,True,3.0,,,,,,,,,,,,,,
199,mkjsfiddle,,jsfiddle,,stadiamaps/mkjsfiddle,mkjsfiddle,['plugin'],code-exec-templating,https://github.com/stadiamaps/mkjsfiddle,https://github.com/stadiamaps/mkjsfiddle,MIT,2020-02-02 01:35:26,2023-06-07 17:08:24,2023-06-07 17:08:20,19.0,,,1.0,,,4.0,2023-06-06 14:35:23,1.0.1,5.0,An MkDocs plugin that lets you edit code fences in JSFiddle.,3.0,3.0,,https://pypi.org/project/mkjsfiddle,31.0,31.0,8,True,3.0,,,,,,,,,,,,,,
200,python-asciimathml,,,,ShadowKyogre/python-asciimathml,asciimathml,['markdown'],markdown,https://github.com/ShadowKyogre/python-asciimathml,https://github.com/ShadowKyogre/python-asciimathml,GPL-3.0,2016-07-27 17:15:27,2022-11-23 23:00:36,2017-04-04 22:08:58,105.0,,4.0,3.0,4.0,,4.0,,,,python ASCIIMathML to Presentation MathML translator.,,,8.0,https://pypi.org/project/asciimathml,303.0,303.0,8,True,3.0,,mdx_asciimathml,,,,,,,,,,,,
201,branchcustomization,,branchcustomization,,effigies/mkdocs-branchcustomization-plugin,mkdocs-branchcustomization-plugin,['plugin'],git-info,https://github.com/effigies/mkdocs-branchcustomization-plugin,https://github.com/effigies/mkdocs-branchcustomization-plugin,MIT,2019-12-13 14:59:00,2022-04-17 16:53:22,2022-04-17 16:53:22,8.0,,,3.0,,1.0,3.0,,,,Customize MkDocs options on a per-branch basis.,18.0,18.0,,https://pypi.org/project/mkdocs-branchcustomization-plugin,972.0,972.0,8,True,3.0,,,,,,,,,,,,,,
202,markdown-emdash,,,,czue/markdown-emdash,markdown-emdash,['markdown'],markdown,https://github.com/czue/markdown-emdash,https://github.com/czue/markdown-emdash,MIT,2018-02-27 13:39:31,2023-05-18 13:14:43,2023-05-18 13:13:46,7.0,,1.0,1.0,,,3.0,,,,Emdash extension for python-markdown.,37.0,37.0,,https://pypi.org/project/markdown-emdash,359.0,359.0,8,True,3.0,,mdx_emdash,,,,,,,,,,,,
203,mkdocs-task-collector,,task-collector,,costantinoai/mkdocs-task-collector,mkdocs-task-collector,['plugin'],search-toc,https://github.com/costantinoai/mkdocs-task-collector,https://github.com/costantinoai/mkdocs-task-collector,MIT,2024-07-25 14:34:22,2025-04-04 23:14:57,2025-04-04 23:14:57,28.0,3.0,1.0,1.0,1.0,,3.0,,,,"mkdocs plugin to generate a comprehensive and organized task list, making it easier to manage and track tasks, notes,..",3.0,3.0,2.0,https://pypi.org/project/mkdocs-task-collector,820.0,820.0,8,True,3.0,,,,,,,,,,,,,,
204,mkdocs-bpmn-js,,bpmn-js,,madebyherzblut/mkdocs-bpmn-js,mkdocs-bpmn-js,['plugin'],charts,https://github.com/madebyherzblut/mkdocs-bpmn-js,https://github.com/madebyherzblut/mkdocs-bpmn-js,MIT,2025-05-04 17:34:16,2025-05-04 18:43:15,2025-05-04 18:43:12,6.0,6.0,,1.0,,,,2025-05-04 18:37:33,0.1.0,1.0,MkDocs plugin to embed BPMN diagrams.,1.0,1.0,,https://pypi.org/project/mkdocs-bpmn-js,178.0,178.0,8,True,3.0,,,,,,,,,,,,,,
205,mkdocs-auto-refresh-build-pages,,auto-refresh-build-pages,,JakubAndrysek/mkdocs-auto-refresh-build-pages,mkdocs-auto-refresh-build-pages,['plugin'],site-management,https://github.com/JakubAndrysek/mkdocs-auto-refresh-build-pages,https://github.com/JakubAndrysek/mkdocs-auto-refresh-build-pages,MIT,2024-06-28 13:02:40,2024-07-02 15:52:19,2024-07-02 15:51:38,4.0,,,1.0,,,,2024-06-29 21:41:40,1.0.1,1.0,MkDocs plugin that automatically refreshes the build pages when the documentation is updated.,5.0,5.0,,https://pypi.org/project/mkdocs-auto-refresh-build-pages,170.0,170.0,8,True,3.0,,,,,,,,,,,,,,
206,automacdoc,,,,AlexandreKempf/automacdoc,automacdoc,[],api-docs,https://github.com/AlexandreKempf/automacdoc,https://github.com/AlexandreKempf/automacdoc,MIT,2019-06-14 11:47:18,2020-12-29 08:32:21,2020-12-29 08:32:20,13.0,,10.0,5.0,3.0,1.0,44.0,,,,Automatic generation of documentation for mkdocs.,,,6.0,https://pypi.org/project/automacdoc,46.0,46.0,7,True,3.0,4.0,,,,,,,,,,,,,
207,Landing,landing,,,TEParsons/mkdocs-landing,mkdocs-landing,['theme'],theming,https://github.com/TEParsons/mkdocs-landing,https://github.com/TEParsons/mkdocs-landing,CC0-1.0,2024-09-28 19:16:46,2025-02-16 12:40:13,2025-02-16 12:38:18,144.0,,1.0,1.0,1.0,1.0,17.0,2024-12-22 15:01:13,0.0.8,8.0,"An mkdocs theme geared towards making a personal landing page, with simpler navigation and heavily customisable style..",4.0,4.0,4.0,https://pypi.org/project/mkdocs-landing,117.0,117.0,7,True,3.0,,,-2.0,4.0,,,,,,,,,,
208,Wikilink Plus,,,,neurobin/mdx_wikilink_plus,mdx-wikilink-plus,['markdown'],links-refs,https://github.com/neurobin/mdx_wikilink_plus,https://github.com/neurobin/mdx_wikilink_plus,,2018-09-19 09:56:17,2022-07-26 06:02:00,2022-07-26 06:00:03,78.0,,5.0,2.0,5.0,6.0,16.0,,,,A wikilink extension for Python Markdown.,,,5.0,https://pypi.org/project/mdx-wikilink-plus,3712.0,3712.0,7,True,3.0,,mdx_wikilink_plus,,,,,,,,,,,,
209,markdown-icons,,,,MadLittleMods/markdown-icons,markdown-iconfonts,['markdown'],markdown,https://github.com/MadLittleMods/markdown-icons,https://github.com/MadLittleMods/markdown-icons,,2013-10-10 01:13:21,2018-12-15 15:07:39,2018-12-09 18:27:54,37.0,,11.0,4.0,7.0,4.0,13.0,2014-11-20 03:24:22,1.0,2.0,Easily display icon fonts in markdown.,,,4.0,https://pypi.org/project/markdown-iconfonts,39.0,39.0,7,True,3.0,3.0,iconfonts,,,,,,,,,,,,
210,markdown-katex,,,,,markdown-katex,['markdown'],markdown,,https://gitlab.com/mbarkhau/markdown-katex,,2019-05-14 07:53:31,2019-05-14 07:53:31,,,,4.0,,,13.0,11.0,,,0.0,KaTeX extension for Python Markdown.,,,,https://pypi.org/project/markdown-katex,10367.0,10367.0,7,True,3.0,4.0,markdown_katex,,,,,,,,,mbarkhau/markdown-katex,https://gitlab.com/mbarkhau/markdown-katex,,
211,mkdocs-ai-summary,,ai-summary,,AIboy996/mkdocs-ai-summary,mkdocs-ai-summary,['plugin'],html-css,https://github.com/AIboy996/mkdocs-ai-summary,https://aiboy996.github.io/mkdocs-ai-summary/,MIT,2024-05-22 14:11:24,2024-12-27 17:48:11,2024-12-27 17:48:02,28.0,,,1.0,4.0,,10.0,,,,A mkdocs plugin to generage summary with the help of AI.,3.0,3.0,,https://pypi.org/project/mkdocs-ai-summary,28.0,28.0,7,True,3.0,,,,,,,,,,,,,,
212,mk2pdf-export,,mk2pdf-export,,HaoLiuHust/mkdocs-mk2pdf-plugin,mkdocs-mk2pdf-plugin,['plugin'],site-conversion,https://github.com/HaoLiuHust/mkdocs-mk2pdf-plugin,https://github.com/HaoLiuHust/mkdocs-mk2pdf-plugin,MIT,2020-01-13 11:09:42,2021-06-29 13:46:26,2020-09-11 05:52:58,21.0,,5.0,1.0,7.0,1.0,10.0,,,,"The plugin is based on https://github.com/zhaoterryy/mkdocs-pdf-export-plugin/ ,the main change is use pandoc to..",3.0,3.0,4.0,https://pypi.org/project/mkdocs-mk2pdf-plugin,38.0,38.0,7,True,3.0,,,,,,,,,,,,,,
213,nbconvert,,nbconvert,,tanbro/mkdocs-nbconvert,mkdocs-nbconvert,['plugin'],code-exec-templating,https://github.com/tanbro/mkdocs-nbconvert,https://github.com/tanbro/mkdocs-nbconvert,BSD-2-Clause,2019-08-05 11:11:23,2025-01-21 06:37:33,2025-01-21 06:35:08,115.0,,1.0,2.0,1.0,1.0,9.0,,,,A MkDocs plug-in provides a source parser for *.ipynb files.,5.0,5.0,5.0,https://pypi.org/project/mkdocs-nbconvert,248.0,248.0,7,True,3.0,,,,,,,,,,,,,,
214,MkDocs Pygments,,pygments,,pawamoy/mkdocs-pygments,,['plugin'],html-css,https://github.com/pawamoy/mkdocs-pygments,https://github.com/pawamoy/mkdocs-pygments,ISC,2024-05-17 17:58:56,2025-01-23 13:15:15,2025-01-23 13:09:48,8.0,,1.0,1.0,,1.0,7.0,2025-01-23 13:10:07,0.0.2,2.0,Highlighting themes for code blocks. Available to sponsors only.,3.0,3.0,,,,,7,True,3.0,,,,,,,,,,,,,,
215,Nature,nature,,,waylan/mkdocs-nature,mkdocs-nature,['theme'],theming,https://github.com/waylan/mkdocs-nature,https://github.com/waylan/mkdocs-nature,,2017-03-13 02:45:21,2023-09-14 18:55:28,2023-09-14 18:14:25,37.0,,1.0,1.0,5.0,,6.0,,,,A MkDocs theme.,46.0,46.0,2.0,https://pypi.org/project/mkdocs-nature,747.0,747.0,7,True,3.0,,,,,,,,,,,,,,
216,document-dates,,document-dates,,jaywhj/mkdocs-document-dates,mkdocs-document-dates,['plugin'],git-info,https://github.com/jaywhj/mkdocs-document-dates,https://github.com/jaywhj/mkdocs-document-dates,,2025-02-15 03:19:30,2025-05-22 11:27:07,2025-05-22 11:27:00,47.0,16.0,1.0,1.0,,2.0,6.0,2025-05-22 08:10:58,3.0.1,6.0,A MkDocs plugin for displaying the exact creation date and last modification date of markdown documents.,2.0,2.0,2.0,https://pypi.org/project/mkdocs-document-dates,660.0,660.0,7,True,3.0,1.0,,,,,,,,,,,,,
217,toggle-sidebar,,toggle-sidebar,,six-two/mkdocs-toggle-sidebar-plugin,mkdocs-toggle-sidebar-plugin,['plugin'],html-css,https://github.com/six-two/mkdocs-toggle-sidebar-plugin,https://github.com/six-two/mkdocs-toggle-sidebar-plugin,MIT,2023-09-04 17:41:57,2024-09-10 15:23:34,2024-09-10 15:23:28,27.0,,1.0,1.0,,1.0,6.0,,,,Toggle the navigation and/or TOC sidebars on your MkDocs site.,,,,https://pypi.org/project/mkdocs-toggle-sidebar-plugin,3182.0,3182.0,7,True,3.0,,,,,,,,,,,,,,
218,schema-reader,,schema_reader,,magicaljellybeans/mkdocs_schema_reader,mkdocs-schema-reader,['plugin'],nav-pages,https://github.com/magicaljellybeans/mkdocs_schema_reader,https://github.com/magicaljellybeans/mkdocs_schema_reader,MIT,2020-12-07 16:39:34,2022-04-17 15:03:06,2021-06-23 16:04:58,16.0,,3.0,1.0,2.0,2.0,4.0,,,1.0,"A mkdocs plugin that scans specified directories and files for JSON Schema files, converts them to markdown and builds..",,,3.0,https://pypi.org/project/mkdocs-schema-reader,1623.0,1623.0,7,True,3.0,2.0,,,,,,,,,,,,,
219,mkdocs-zip-folders,,zip_folders,,JakubAndrysek/mkdocs-zip-folders,mkdocs-zip-folders,['plugin'],site-conversion,https://github.com/JakubAndrysek/mkdocs-zip-folders,https://github.com/JakubAndrysek/mkdocs-zip-folders,MIT,2023-07-06 12:12:44,2025-01-22 13:37:46,2025-01-22 13:32:43,8.0,,1.0,1.0,1.0,1.0,3.0,2025-01-22 13:37:46,1.0.4,2.0,MkDocs plugin to zip configured folders and add them to the site.,,,2.0,https://pypi.org/project/mkdocs-zip-folders,405.0,405.0,7,True,3.0,,,,,,,,,,,,,,
220,Entangled,,entangled,,entangled/mkdocs-plugin,mkdocs-entangled-plugin,['plugin'],code-exec-templating,https://github.com/entangled/mkdocs-plugin,https://github.com/entangled/mkdocs-plugin,Apache-2.0,2023-04-11 13:06:53,2023-10-14 12:19:27,2023-10-14 12:16:09,28.0,,,1.0,,1.0,2.0,,,4.0,An MkDocs plugin that lets you do Literate Programming through Entangled.,10.0,10.0,,https://pypi.org/project/mkdocs-entangled-plugin,77.0,77.0,7,True,3.0,,,,,,,,,,,,,,
221,KBD Extension,,,,RickTalken/kbdextension,kbdextension,['markdown'],markdown,https://github.com/RickTalken/kbdextension,https://github.com/RickTalken/kbdextension,MIT,2020-06-07 00:32:10,2020-06-09 03:26:00,2020-06-08 03:52:23,8.0,,1.0,1.0,,1.0,2.0,,,,KBD Extension for Python-Markdown.,12.0,12.0,,https://pypi.org/project/kbdextension,4787.0,4787.0,7,True,3.0,,kbdextension,,,,,,,,,,,,
222,extract listings,,extract_listings,,six-two/mkdocs-extract-listings-plugin,mkdocs-extract-listings-plugin,['plugin'],search-toc,https://github.com/six-two/mkdocs-extract-listings-plugin,https://github.com/six-two/mkdocs-extract-listings-plugin,MIT,2023-11-03 19:21:57,2025-04-15 18:26:25,2025-04-15 18:23:35,36.0,1.0,,1.0,,,2.0,,,,Generate a page with all listings and/or a search page for listings.,,,,https://pypi.org/project/mkdocs-extract-listings-plugin,2066.0,2066.0,7,True,3.0,,,,,,,,,,,,,,
223,mkdocs-pipeline-visualizer,,pipeline-visualizer,,obegron/mkdocs-pipeline-visualizer,mkdocs-pipeline-visualizer,['plugin'],api-docs,https://github.com/obegron/mkdocs-pipeline-visualizer,https://github.com/obegron/mkdocs-pipeline-visualizer,BSD-2-Clause,2024-08-07 10:03:40,2025-02-23 22:43:04,2025-02-23 16:32:42,93.0,,,1.0,1.0,,1.0,,,,Generates MD documentation from tekton pipelines and tasks.,3.0,3.0,3.0,https://pypi.org/project/mkdocs-pipeline-visualizer,287.0,287.0,7,True,3.0,,,,,,,,,,,,,,
224,no-sitemap,,no-sitemap,,leonardehrenfried/mkdocs-no-sitemap-plugin,mkdocs-no-sitemap-plugin,['plugin'],site-management,https://github.com/leonardehrenfried/mkdocs-no-sitemap-plugin,https://github.com/leonardehrenfried/mkdocs-no-sitemap-plugin,MIT,2023-04-04 12:31:54,2023-04-04 12:32:09,2023-04-04 12:31:22,2.0,,,2.0,,,1.0,,,,Disable Mkdocs sitemap generation.,37.0,37.0,,https://pypi.org/project/mkdocs-no-sitemap-plugin,3888.0,3888.0,7,True,3.0,1.0,,,,,,,,,,,,,
225,mkdocs-navsorted-plugin,,navsorted,,idlesign/mkdocs-navsorted-plugin,mkdocs-navsorted-plugin,['plugin'],nav-pages,https://github.com/idlesign/mkdocs-navsorted-plugin,https://github.com/idlesign/mkdocs-navsorted-plugin,BSD-3-Clause,2025-04-18 09:00:23,2025-05-24 11:51:33,2025-05-24 11:51:28,13.0,13.0,,1.0,,,,,,,mkdocs plugin to get nav sorted without yml directives.,,,,https://pypi.org/project/mkdocs-navsorted-plugin,942.0,942.0,7,True,3.0,,,,,,,,,,,,,,
226,BOOTSTRAP386,bootstrap386,,,,mkdocs-bootstrap386,['theme'],theming,,https://gitlab.com/lramage/mkdocs-bootstrap386,,2018-06-06 02:30:09,2018-06-06 02:30:09,,,,3.0,,,3.0,33.0,,,1.0,A vintage 1980s DOS inspired Twitter Bootstrap theme for MkDocs https://lramage.gitlab.io/mkdocs-bootstrap386.,,,,https://pypi.org/project/mkdocs-bootstrap386,626.0,626.0,6,True,3.0,4.0,,,,,,,,,,lramage/mkdocs-bootstrap386,https://gitlab.com/lramage/mkdocs-bootstrap386,,
227,swagger,,swagger,,allevo/mkdocs-swagger-plugin,,['plugin'],integrations,https://github.com/allevo/mkdocs-swagger-plugin,https://github.com/allevo/mkdocs-swagger-plugin,MIT,2019-05-18 13:36:54,2019-10-06 19:53:01,2019-10-06 19:52:58,7.0,,6.0,3.0,1.0,2.0,29.0,,,,MkDocs plugin for render swagger into docs.,,,,,,,6,True,3.0,3.0,,,,,,,,,,,,,
228,mkdocs-theme-topdf,topdf,,,kuri65536/mkdocs-theme-topdf,mkdocs-theme-topdf,['theme'],theming,https://github.com/kuri65536/mkdocs-theme-topdf,https://github.com/kuri65536/mkdocs-theme-topdf,MPL-2.0,2019-12-23 06:20:31,2025-05-22 04:08:14,2025-05-22 04:07:23,123.0,1.0,1.0,1.0,,1.0,13.0,,,,A mkdocs theme for create PDF and printing with paged.js.,4.0,4.0,,https://pypi.org/project/mkdocs-theme-topdf,46.0,46.0,6,True,3.0,,,,,,,,,,,,,,
229,mkdocs-typedoc,,typedoc,,JakubAndrysek/mkdocs-typedoc,mkdocs-typedoc,['plugin'],api-docs,https://github.com/JakubAndrysek/mkdocs-typedoc,https://github.com/JakubAndrysek/mkdocs-typedoc,MIT,2023-07-02 15:54:43,2024-05-03 20:24:30,2024-05-03 20:23:47,10.0,,1.0,1.0,1.0,2.0,8.0,2024-05-03 16:53:15,1.0.3,3.0,The MkDocs-Typedoc Plugin is a MkDocs plugin that allows you to include TypeDoc documentation in your MkDocs site.,,,2.0,https://pypi.org/project/mkdocs-typedoc,983.0,983.0,6,True,3.0,1.0,,,,,,,,,,,,,
230,inari,,inari,,tkamenoko/inari,inari,['plugin'],api-docs,https://github.com/tkamenoko/inari,https://github.com/tkamenoko/inari,MIT,2019-08-22 04:40:26,2024-03-20 18:40:24,2021-07-10 04:26:08,101.0,,,1.0,1.0,1.0,5.0,,,,Write docstrings in markdown!.,8.0,8.0,,https://pypi.org/project/inari,57.0,57.0,6,True,3.0,1.0,,,,,,,,,,,,,
231,MkDocs Graphviz,,,,,mkdocs-graphviz,['markdown'],charts,,https://gitlab.com/rod2ik/mkdocs-graphviz,,2021-05-03 14:28:32,2021-05-03 14:28:32,,,,1.0,,,4.0,5.0,,,3.0,"A mkdocs Extension that automatically renders Graphviz images, in SVG or PNG format, within your markdown file.",,,,https://pypi.org/project/mkdocs-graphviz,5475.0,5475.0,6,True,3.0,4.0,mkdocs_graphviz,,,,,,,,,rod2ik/mkdocs-graphviz,https://gitlab.com/rod2ik/mkdocs-graphviz,,
232,progress,,progress,,rdilweb/mkdocs-plugin-progress,,['plugin'],site-management,https://github.com/rdilweb/mkdocs-plugin-progress,https://github.com/rdilweb/mkdocs-plugin-progress,Apache-2.0,2020-02-20 22:44:17,2020-06-20 02:28:12,2020-06-20 02:28:06,15.0,,,1.0,2.0,1.0,5.0,2020-02-21 11:28:11,1.1.4-FINAL,1.0,A plugin for MkDocs that lets you know exactly what is happening during the build.,40.0,40.0,3.0,,,,6,True,3.0,,,,,,,,,,,,,,
233,Risonia,risonia,"['risonia/color-theme', 'risonia/w3css-classes']",,unverbuggt/mkdocs-risonia-theme,mkdocs-risonia-theme,['theme'],theming,https://github.com/unverbuggt/mkdocs-risonia-theme,https://github.com/unverbuggt/mkdocs-risonia-theme,,2022-09-03 09:16:17,2023-09-08 07:46:49,2023-09-01 09:32:01,142.0,,1.0,1.0,,,4.0,2023-09-08 07:46:19,0.1.12,12.0,"A simple theme for MkDocs, using the w3.css framework and configurable color schemes.",4.0,4.0,,https://pypi.org/project/mkdocs-risonia-theme,17.0,17.0,6,True,3.0,,,,,,,,,,,,,,
234,factsheet,,factsheet,,inuits/mkdocs-factsheet,,['plugin'],integrations,https://github.com/inuits/mkdocs-factsheet,https://github.com/inuits/mkdocs-factsheet,MIT,2018-07-31 10:32:59,2023-02-08 20:01:44,2023-02-08 19:55:11,11.0,,1.0,19.0,2.0,1.0,4.0,2023-02-08 20:01:45,1.0.1,2.0,"Generate overviews from YAML descriptions, intended for micro-services and their deployments.",,,4.0,,,,6,True,3.0,,,,,,,,,,,,,,
235,mkdocs-issues-plugin,,mkdocs-issues-plugin,,mihaigalos/mkdocs-issues-plugin,mkdocs-issues-plugin,['plugin'],links-refs,https://github.com/mihaigalos/mkdocs-issues-plugin,https://github.com/mihaigalos/mkdocs-issues-plugin,MIT,2024-07-17 20:30:59,2024-07-25 21:05:08,2024-07-24 18:00:40,72.0,,,1.0,,,3.0,,,,"A plugin for showing the state and labels of issues, PRs and discussions (GitHub or GitLab) in mkdocs generated docs.",1.0,1.0,3.0,https://pypi.org/project/mkdocs-issues-plugin,40.0,40.0,6,True,3.0,,,,,,,,,,,,,,
