,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,markdown_extension,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,shadowed,new_addition,gitlab_id,gitlab_url,bitbucket_id
189,docSkimmer,docskimmer,,,hfagerlund/mkdocs-docskimmer,,['theme'],theming,https://github.com/hfagerlund/mkdocs-docskimmer,https://github.com/hfagerlund/mkdocs-docskimmer,,2017-06-13 00:33:55,2023-11-05 02:08:31,2023-11-05 02:08:28,24.0,,,3.0,7.0,,11.0,18.0,2018-10-11 17:53:21,0.4.0,7.0,"An accessible, skimmable theme for MkDocs.",,,,,,,6,True,3.0,,,,,,,,,,,,
190,doxygen,,doxygen,,pieterdavid/mkdocs-doxygen-plugin,,['plugin'],api-docs,https://github.com/pieterdavid/mkdocs-doxygen-plugin,https://github.com/pieterdavid/mkdocs-doxygen-plugin,MIT,2018-08-06 19:41:31,2020-12-04 15:20:33,2020-12-04 15:20:32,9.0,,4.0,3.0,2.0,2.0,,14.0,,,,A Doxygen plugin for MkDocs.,,,3.0,,,,6,True,3.0,,,,,,,,,,,,
191,markdown-katex,,,,,markdown-katex,['markdown'],markdown,,https://gitlab.com/mbarkhau/markdown-katex,,2019-05-14 07:53:31,2019-05-14 07:53:31,,,,5.0,,,4.0,13.0,11.0,,,0.0,KaTeX extension for Python Markdown.,,,,https://pypi.org/project/markdown-katex,3301.0,3301.0,6,True,3.0,markdown_katex,,,,,,,,,mbarkhau/markdown-katex,https://gitlab.com/mbarkhau/markdown-katex,
192,mk2pdf-export,,mk2pdf-export,,HaoLiuHust/mkdocs-mk2pdf-plugin,mkdocs-mk2pdf-plugin,['plugin'],site-conversion,https://github.com/HaoLiuHust/mkdocs-mk2pdf-plugin,https://github.com/HaoLiuHust/mkdocs-mk2pdf-plugin,MIT,2020-01-13 11:09:42,2021-06-29 13:46:26,2020-09-11 05:52:58,21.0,,5.0,2.0,7.0,,1.0,7.0,,,,"The plugin is based on https://github.com/zhaoterryy/mkdocs-pdf-export-plugin/ ,the main change is use pandoc to..",1.0,1.0,4.0,https://pypi.org/project/mkdocs-mk2pdf-plugin,93.0,93.0,6,True,3.0,,,,,,,,,,,,
193,Nature,nature,,,waylan/mkdocs-nature,mkdocs-nature,['theme'],theming,https://github.com/waylan/mkdocs-nature,https://github.com/waylan/mkdocs-nature,,2017-03-13 02:45:21,2023-09-14 18:55:28,2023-09-14 18:14:25,37.0,,1.0,2.0,5.0,,,5.0,,,,A MkDocs theme.,41.0,41.0,2.0,https://pypi.org/project/mkdocs-nature,830.0,830.0,6,True,3.0,,,,,,,,,,,,
194,Moonstone,moonstone,,,byrnereese/mkdocs-moonstone,mkdocs-moonstone,['theme'],theming,https://github.com/byrnereese/mkdocs-moonstone,https://github.com/byrnereese/mkdocs-moonstone,,2019-02-14 08:53:35,2021-06-15 21:16:30,2021-06-15 21:15:45,28.0,,1.0,2.0,,,,5.0,,,,A documentation theme for mkdocs.,8.0,8.0,,https://pypi.org/project/mkdocs-moonstone,244.0,244.0,6,True,3.0,,,,,,,,,,,,
195,MkDocs Graphviz,,,,,mkdocs-graphviz,['markdown'],charts,,https://gitlab.com/rod2ik/mkdocs-graphviz,,2021-05-03 14:28:32,2021-05-03 14:28:32,,,,1.0,,,3.0,4.0,5.0,,,3.0,"A mkdocs Extension that automatically renders Graphviz images, in SVG or PNG format, within your markdown file.",,,,https://pypi.org/project/mkdocs-graphviz,4618.0,4618.0,6,True,3.0,mkdocs_graphviz,,,,,,,,,rod2ik/mkdocs-graphviz,https://gitlab.com/rod2ik/mkdocs-graphviz,
196,progress,,progress,,rdilweb/mkdocs-plugin-progress,,['plugin'],site-management,https://github.com/rdilweb/mkdocs-plugin-progress,https://github.com/rdilweb/mkdocs-plugin-progress,Apache-2.0,2020-02-20 22:44:17,2020-06-20 02:28:12,2020-06-20 02:28:06,15.0,,,2.0,2.0,,1.0,4.0,2020-02-21 11:28:11,1.1.4-FINAL,1.0,A plugin for MkDocs that lets you know exactly what is happening during the build.,29.0,29.0,3.0,,,,6,True,3.0,,,,,,,,,,,,
197,Risonia,risonia,"['risonia/color-theme', 'risonia/w3css-classes']",,unverbuggt/mkdocs-risonia-theme,mkdocs-risonia-theme,['theme'],theming,https://github.com/unverbuggt/mkdocs-risonia-theme,https://github.com/unverbuggt/mkdocs-risonia-theme,,2022-09-03 09:16:17,2023-09-08 07:46:49,2023-09-01 09:32:01,142.0,,1.0,1.0,,,,3.0,2023-09-08 07:46:19,0.1.12,12.0,"A simple theme for MkDocs, using the w3.css framework and configurable color schemes.",2.0,2.0,,https://pypi.org/project/mkdocs-risonia-theme,121.0,121.0,6,True,3.0,,,,,,,,,,,,
198,factsheet,,factsheet,,inuits/mkdocs-factsheet,,['plugin'],integrations,https://github.com/inuits/mkdocs-factsheet,https://github.com/inuits/mkdocs-factsheet,MIT,2018-07-31 10:32:59,2023-02-08 20:01:44,2023-02-08 19:55:11,11.0,,1.0,20.0,2.0,,1.0,3.0,2023-02-08 20:01:45,1.0.1,2.0,"Generate overviews from YAML descriptions, intended for micro-services and their deployments.",,,4.0,,,,6,True,3.0,,,,,,,,,,,,
199,mkdocs-codecheck,,,,byrnereese/codechecker-mkdocs,mkdocs-codecheck,[],quality,https://github.com/byrnereese/codechecker-mkdocs,https://github.com/byrnereese/codechecker-mkdocs,MIT,2021-08-24 18:05:47,2021-12-16 19:26:31,2021-12-16 19:26:10,86.0,,,3.0,1.0,1.0,,2.0,,,,"Traverses a directory tree looking for code samples, then attempts to validate each code sample found.",,,6.0,https://pypi.org/project/mkdocs-codecheck,27.0,27.0,6,True,3.0,,,,,,,,,,,,
200,mkdocs-resize-images,,resize-images,,JakubAndrysek/mkdocs-resize-images,mkdocs-resize-images,['plugin'],charts,https://github.com/JakubAndrysek/mkdocs-resize-images,https://github.com/JakubAndrysek/mkdocs-resize-images,MIT,2023-06-30 12:49:55,2023-11-04 00:19:19,2023-11-04 00:11:05,6.0,,,1.0,,1.0,,1.0,2023-06-30 16:19:47,1.0.0,1.0,MkDocs plugin to resize images according to the configuration.,3.0,3.0,,https://pypi.org/project/mkdocs-resize-images,103.0,103.0,6,True,3.0,,,,,,,,,,,,
201,mkdocs-zip-folders,,zip_folders,,JakubAndrysek/mkdocs-zip-folders,mkdocs-zip-folders,['plugin'],site-conversion,https://github.com/JakubAndrysek/mkdocs-zip-folders,https://github.com/JakubAndrysek/mkdocs-zip-folders,MIT,2023-07-06 12:12:44,2023-07-09 13:34:46,2023-07-09 13:33:51,5.0,,,1.0,,,,1.0,2023-07-07 08:27:09,1.0.1,1.0,MkDocs plugin to zip configured folders and add them to the site.,,,,https://pypi.org/project/mkdocs-zip-folders,244.0,244.0,6,True,3.0,,,,,,,,,,,,
202,select-files,,select-files,,supcik/mkdocs-select-files,mkdocs-select-files,['plugin'],nav-pages,https://github.com/supcik/mkdocs-select-files,https://github.com/supcik/mkdocs-select-files,Apache-2.0,2019-09-04 22:26:31,2023-06-25 12:42:56,2019-09-05 06:58:14,8.0,,,2.0,,,,,,,,Filter pages for assignments.,7.0,7.0,,https://pypi.org/project/mkdocs-select-files,37.0,37.0,6,True,3.0,,,,,,,,,,,,
203,extract listings,,extract_listings,,six-two/mkdocs-extract-listings-plugin,mkdocs-extract-listings-plugin,['plugin'],search-toc,https://github.com/six-two/mkdocs-extract-listings-plugin,https://github.com/six-two/mkdocs-extract-listings-plugin,MIT,2023-11-03 19:21:57,2024-02-22 20:22:15,2024-02-22 20:21:50,19.0,7.0,,1.0,,,,,,,,Generate a page with all listings and/or a search page for listings.,,,,https://pypi.org/project/mkdocs-extract-listings-plugin,559.0,559.0,6,True,3.0,,,,,,,,,,,,
204,Tweetable quotes,,,,max-arnold/markdown-tweetable,markdown-tweetable,['markdown'],markdown,https://github.com/max-arnold/markdown-tweetable,https://github.com/max-arnold/markdown-tweetable,MIT,2014-06-02 11:57:04,2019-03-25 05:45:20,2019-03-25 05:45:13,81.0,,1.0,2.0,,,1.0,15.0,,,,Python-Markdown extension to embed tweetable quotes into your blog posts.,2.0,2.0,,https://pypi.org/project/markdown-tweetable,35.0,35.0,5,True,3.0,tweetable.extension,,,,,,,,,,,
205,HEARTBEATS Flavored Markdown,,,,heartbeatsjp/markdown-extension-hbfm,hbfm,['markdown'],markdown,https://github.com/heartbeatsjp/markdown-extension-hbfm,https://github.com/heartbeatsjp/markdown-extension-hbfm,,2017-04-06 02:07:29,2022-01-21 19:34:08,2018-03-01 07:33:55,18.0,,1.0,5.0,5.0,,,14.0,,,,HEARTBEATS Flavored Markdown extension.,8.0,8.0,2.0,https://pypi.org/project/hbfm,368.0,368.0,5,True,3.0,"['hbfm.inline_coloring', 'hbfm.inline_list', 'hbfm.number_headers', 'hbfm.quote_uri_hash']",,,,,,,,,,,
206,mkdocs-theme-topdf,topdf,,,kuri65536/mkdocs-theme-topdf,mkdocs-theme-topdf,['theme'],theming,https://github.com/kuri65536/mkdocs-theme-topdf,https://github.com/kuri65536/mkdocs-theme-topdf,MPL-2.0,2019-12-23 06:20:31,2021-12-08 23:42:59,2021-06-26 00:34:41,122.0,,1.0,1.0,,,1.0,10.0,,,,A mkdocs theme for create PDF and printing with paged.js.,2.0,2.0,,https://pypi.org/project/mkdocs-theme-topdf,94.0,94.0,5,True,3.0,,,,,,,,,,,,
207,plotly charts,,plotly,,haoda-li/mkdocs-plotly-plugin,mkdocs-plotly-plugin,['plugin'],charts,https://github.com/haoda-li/mkdocs-plotly-plugin,https://github.com/haoda-li/mkdocs-plotly-plugin,MIT,2023-01-11 01:57:12,2023-07-25 22:26:42,2023-07-25 22:26:30,18.0,,,,1.0,,2.0,7.0,,,,Mkdocs plugin to add interactive charts with Plotly.js.,,,2.0,https://pypi.org/project/mkdocs-plotly-plugin,837.0,837.0,5,True,3.0,,,,,,,,,,,,
208,Markdown aafigure,,,,mbarkhau/markdown-aafigure,markdown-aafigure,['markdown'],charts,https://github.com/mbarkhau/markdown-aafigure,https://github.com/mbarkhau/markdown-aafigure,MIT,2018-05-23 20:52:31,2021-04-30 19:21:28,2021-04-30 19:20:26,81.0,,,2.0,,1.0,2.0,4.0,,,,aafigure extension for Python Markdown.,,,,https://pypi.org/project/markdown-aafigure,133.0,133.0,5,True,3.0,markdown_aafigure,,,,,,,,,,,
209,jinja2sandbox,,jinja2sandbox,,rkoe/mkdocs-jinja2sandbox,,['plugin'],code-exec-templating,https://github.com/rkoe/mkdocs-jinja2sandbox,https://github.com/rkoe/mkdocs-jinja2sandbox,MIT,2019-03-20 22:53:53,2019-03-20 23:06:19,2019-03-20 23:06:18,3.0,,,3.0,,,,3.0,,,,A MkDocs plugin that enables the Jinja2-sandbox.,,,,,,,5,True,3.0,,,,,,,,,,,,
210,mkdocs-exclude-tagged-files,,mkdocs_exclude_tagged_files,,JonasDoesThings/mkdocs-exclude-tagged-files,mkdocs-exclude-tagged-files,['plugin'],site-management,https://github.com/JonasDoesThings/mkdocs-exclude-tagged-files,https://github.com/JonasDoesThings/mkdocs-exclude-tagged-files,MIT,2022-12-15 20:36:59,2023-09-10 15:14:45,2023-09-10 15:13:51,16.0,,2.0,1.0,1.0,,1.0,3.0,2023-09-10 15:45:16,1.0.4,3.0,A mkdocs plugin for excluding files based on frontmatter tags.,2.0,2.0,2.0,https://pypi.org/project/mkdocs-exclude-tagged-files,71.0,71.0,5,True,3.0,,,,,,,,,,,,
211,GitHub,github,,,g3xx/mkdocs-Github,mkdocs-github,['theme'],theming,https://github.com/g3xx/mkdocs-Github,https://github.com/g3xx/mkdocs-Github,MIT,2020-02-25 04:04:58,2020-02-25 09:13:04,2020-02-25 09:12:44,9.0,,,2.0,,,,2.0,,,,Theme Mkdocs Like a Github. DEMO =.,8.0,8.0,,https://pypi.org/project/mkdocs-github,53.0,53.0,5,True,3.0,,,,,,,,,,,,
212,thumbnails,,thumbnails,,normanlorrain/mkdocs-thumbnails,mkdocs-thumbnails,['plugin'],charts,https://github.com/normanlorrain/mkdocs-thumbnails,https://github.com/normanlorrain/mkdocs-thumbnails,MIT,2021-04-19 16:01:11,2023-06-05 20:32:18,2023-06-05 19:38:40,40.0,,,2.0,,1.0,1.0,2.0,,,,MkDocs plugin for thumbnail images generated automatically.,,,,https://pypi.org/project/mkdocs-thumbnails,272.0,272.0,5,True,3.0,,,,,,,,,,,,
213,toggle-sidebar,,toggle-sidebar,,six-two/mkdocs-toggle-sidebar-plugin,mkdocs-toggle-sidebar-plugin,['plugin'],html-css,https://github.com/six-two/mkdocs-toggle-sidebar-plugin,https://github.com/six-two/mkdocs-toggle-sidebar-plugin,MIT,2023-09-04 17:41:57,2023-09-23 14:09:01,2023-09-23 14:08:43,17.0,,,1.0,,,,2.0,,,,Toggle the navigation and/or TOC sidebars on your MkDocs site.,,,,https://pypi.org/project/mkdocs-toggle-sidebar-plugin,271.0,271.0,5,True,3.0,,,,,,,,,,,,
214,markdown-figcap,,,,funk1d/markdown-figcap,markdown-figcap,['markdown'],charts,https://github.com/funk1d/markdown-figcap,https://github.com/funk1d/markdown-figcap,BSD-3-Clause,2019-03-09 03:35:44,2019-03-09 03:35:45,2019-03-09 04:36:51,2.0,,,,,,,1.0,,,,Extension for Python-Markdown to handle figure and figcaption.,3.0,3.0,,https://pypi.org/project/markdown-figcap,57.0,57.0,5,True,3.0,markdown_figcap,,,,,,,,,,,
215,webcontext,,webcontext,,Darrelk/mkdocs-webcontext-plugin,mkdocs-webcontext-plugin,['plugin'],links-refs,https://github.com/Darrelk/mkdocs-webcontext-plugin,https://github.com/Darrelk/mkdocs-webcontext-plugin,MIT,2021-04-14 11:55:59,2023-05-25 05:04:11,2023-05-25 05:04:11,5.0,,1.0,1.0,1.0,,,1.0,2021-04-14 14:19:33,0.1.0,1.0,Mkdocs plugin for converting absolute paths to webcontext aware paths using the configured webcontext context.,4.0,4.0,2.0,https://pypi.org/project/mkdocs-webcontext-plugin,143.0,143.0,5,True,3.0,,,6.0,,,,,,,,,
216,Markdown Grid Tables,,,,,markdown-grid-tables,['markdown'],markdown,,https://gitlab.com/WillDaSilva/markdown_grid_tables,,2022-02-09 02:39:55,2022-02-09 02:39:55,,,,3.0,,,2.0,,1.0,,,0.0,[Python-Markdown](https://python-markdown.github.io/) [extension](https://python-markdown.github.io/extensions/api/)..,,,,https://pypi.org/project/markdown-grid-tables,3872.0,3872.0,5,True,3.0,markdown_grid_tables,,,,,,,,,WillDaSilva/markdown_grid_tables,https://gitlab.com/WillDaSilva/markdown_grid_tables,
217,SWAN Gallery,,swangallery,,swan-cern/mkdocs-swangallery,mkdocs-swangallery,['plugin'],nav-pages,https://github.com/swan-cern/mkdocs-swangallery,https://github.com/swan-cern/mkdocs-swangallery,AGPL-3.0,2020-06-21 11:00:41,2023-07-20 13:42:30,2023-07-20 13:42:17,16.0,,,3.0,1.0,,,1.0,2023-07-20 13:43:16,0.0.6,6.0,MkDocs plugin to generate a SWAN Gallery.,1.0,1.0,2.0,https://pypi.org/project/mkdocs-swangallery,51.0,51.0,5,True,3.0,,,,,,,,,,,,
218,codeyaml,,codeyaml,,textileio/mkdocs-codeyaml-plugin,mkdocs-codeyaml-plugin,['plugin'],code-exec-templating,https://github.com/textileio/mkdocs-codeyaml-plugin,https://github.com/textileio/mkdocs-codeyaml-plugin,MIT,2019-04-30 19:39:34,2019-04-30 22:11:50,2019-04-30 22:11:44,3.0,,1.0,3.0,,,1.0,,,,,Allows for more than one yaml config in mkdocs.,,,,https://pypi.org/project/mkdocs-codeyaml-plugin,25.0,25.0,5,True,3.0,,,,,,,,,,,,
219,git-latest-release,,git-latest-release,,agarthetiger/mkdocs_latest_release_plugin,mkdocs-latest-release-plugin,['plugin'],git-info,https://github.com/agarthetiger/mkdocs_latest_release_plugin,https://github.com/agarthetiger/mkdocs_latest_release_plugin,GPL-3.0,2019-03-18 22:07:47,2022-12-08 04:53:03,2019-12-29 08:46:29,5.0,,,1.0,9.0,,,,,,,Plugin for MKDocs to inject the latest release tag from git into markdown.,,,3.0,https://pypi.org/project/mkdocs-latest-release-plugin,731.0,731.0,5,True,3.0,,,,,,,,,,,,
220,mkdocs-rtl,,,,mberneti/mkdocs-rtl,,[],theming,https://github.com/mberneti/mkdocs-rtl,https://github.com/mberneti/mkdocs-rtl,MIT,2017-10-16 10:32:15,2021-03-26 00:09:07,2017-10-22 11:51:15,9.0,,4.0,2.0,2.0,1.0,1.0,23.0,,,,mkdocs rtl theme based on mkdocs-material.,,,2.0,,,,4,True,3.0,,,,,,,,,,,,
221,markdown-del-ins,,,,honzajavorek/markdown-del-ins,markdown-del-ins,['markdown'],markdown,https://github.com/honzajavorek/markdown-del-ins,https://github.com/honzajavorek/markdown-del-ins,,2020-01-09 09:02:25,2020-01-09 10:45:06,2020-01-09 10:44:59,10.0,,,1.0,,1.0,,12.0,,,,Markdown extension to support the del and ins tags.,,,2.0,https://pypi.org/project/markdown-del-ins,1199.0,1199.0,4,True,3.0,markdown_del_ins,,,,,,,,,,,
222,Cite Extension,,,,aleray/mdx_cite,mdx-cite,['markdown'],markdown,https://github.com/aleray/mdx_cite,https://github.com/aleray/mdx_cite,,2012-04-21 11:23:16,2018-12-20 08:18:53,2012-04-21 11:49:29,3.0,,3.0,3.0,1.0,1.0,,6.0,,,,Python-Markdown extension to support the cite tag.,,,,https://pypi.org/project/mdx-cite,11.0,11.0,4,True,3.0,mdx_cite,,,,,,,,,,,
223,awesome-list,,awesome-list,,carlosperate/mkdocs-awesome-list-plugin,,['plugin'],nav-pages,https://github.com/carlosperate/mkdocs-awesome-list-plugin,https://github.com/carlosperate/mkdocs-awesome-list-plugin,MIT,2019-07-25 19:23:15,2019-07-26 00:31:07,2019-07-26 00:30:58,4.0,,,2.0,,,,4.0,,,,MkDocs Plugin to inject social media cards for each entry in an awesome-list.,,,,,,,4,True,3.0,,,,,,,,,,,,
224,mkdocs-copy,,copy,,chikamichi/mkdocs-copy,mkdocs-copy,['plugin'],nav-pages,https://github.com/chikamichi/mkdocs-copy,https://github.com/chikamichi/mkdocs-copy,MIT,2021-09-11 17:22:19,2021-09-21 14:19:26,2021-09-21 14:19:26,2.0,,,2.0,,1.0,,4.0,,,1.0,A MkDocs plugin that lets you copy (and maybe transform) arbitrary doc files to the build.,,,,https://pypi.org/project/mkdocs-copy,24.0,24.0,4,True,3.0,,,5.0,,,,,,,,,
225,emailprotect,,emailprotect,,rkoe/mkdocs-emailprotect,,['plugin'],links-refs,https://github.com/rkoe/mkdocs-emailprotect,https://github.com/rkoe/mkdocs-emailprotect,MIT,2020-01-07 21:52:50,2020-01-21 00:13:01,2020-01-21 00:13:00,4.0,,,3.0,,,1.0,3.0,,,,A MkDocs plugin that tries to obscure email-addresses from address-harvesting spam-bots.,,,,,,,4,True,3.0,,,,,,,,,,,,
226,Family tree example,,,,unverbuggt/mkdocs-familytree-example,,[],charts,https://github.com/unverbuggt/mkdocs-familytree-example,https://github.com/unverbuggt/mkdocs-familytree-example,GPL-3.0,2022-12-28 12:21:18,2023-08-04 17:21:50,2023-08-04 17:13:34,87.0,,1.0,,1.0,,,2.0,,,,An interactive family tree visualization using d3-dag.,,,6.0,,,,4,True,3.0,,,,,,,,,,,,
227,mkdocs_protobuf,,mkdocs_protobuf,,rymurr/mkdocs-protobuf,mkdocs-protobuf,['plugin'],code-exec-templating,https://github.com/rymurr/mkdocs-protobuf,https://github.com/rymurr/mkdocs-protobuf,Apache-2,2021-09-11 10:16:54,2023-12-15 02:17:25,2022-03-30 11:31:58,19.0,,1.0,2.0,1.0,1.0,,2.0,,,,Mkdocs plugin to render protobuf messages.,,,2.0,https://pypi.org/project/mkdocs-protobuf,307.0,307.0,4,True,3.0,,,,,,,,,,,,
228,MkDocs Dependency License Information,,mkdocs_licenseinfo,,djpugh/mkdocs_licenseinfo,mkdocs-licenseinfo,['plugin'],integrations,https://github.com/djpugh/mkdocs_licenseinfo,https://github.com/djpugh/mkdocs_licenseinfo,MIT,2023-12-23 12:02:23,2024-01-02 18:29:20,2024-01-02 18:29:18,10.0,,,1.0,9.0,,,2.0,2023-12-27 11:40:31,0.1.0,1.0,mkdocs extension to visualise package dependencies license information.,,,2.0,https://pypi.org/project/mkdocs-licenseinfo,28.0,28.0,4,True,3.0,,,,,,,,,,,,
229,KBD Extension,,,,RickTalken/kbdextension,kbdextension,['markdown'],markdown,https://github.com/RickTalken/kbdextension,https://github.com/RickTalken/kbdextension,MIT,2020-06-07 00:32:10,2020-06-09 03:26:00,2020-06-08 03:52:23,8.0,,1.0,1.0,,,1.0,2.0,,,,KBD Extension for Python-Markdown.,7.0,7.0,,https://pypi.org/project/kbdextension,91.0,91.0,4,True,3.0,kbdextension,,,,,,,,,,,
230,mkdocs-title-casing-plugin,,title-casing,,mattchristopher314/mkdocs-title-casing-plugin,mkdocs-title-casing-plugin,['plugin'],nav-pages,https://github.com/mattchristopher314/mkdocs-title-casing-plugin,https://github.com/mattchristopher314/mkdocs-title-casing-plugin,GPL-3.0,2021-09-04 16:33:06,2023-09-02 18:02:57,2023-09-02 18:02:17,1.0,,,1.0,,,,2.0,2021-09-05 10:30:43,0.2.0,1.0,A lightweight mkdocs plugin to add title casing to all mkdocs pages and sections.,,,,https://pypi.org/project/mkdocs-title-casing-plugin,312.0,312.0,4,True,3.0,,,,,,,,,,,,
231,mkdocs-new-features-notifier,,mkdocs-new-features-notifier,,kevin-411/mkdocs-new-features-notifier,mkdocs-new-features-notifier,['plugin'],site-management,https://github.com/kevin-411/mkdocs-new-features-notifier,https://github.com/kevin-411/mkdocs-new-features-notifier,MIT,2019-11-27 07:15:17,2020-01-15 10:40:10,2020-01-15 10:13:44,17.0,,1.0,2.0,,,,2.0,,,,This plugin enables you to notify users of new features in your product. It does this by identifying new documentation..,,,2.0,https://pypi.org/project/mkdocs-new-features-notifier,755.0,755.0,4,True,3.0,,,,,,,,,,,,
232,pico-8,,pico-8,,fmaida/pico8-mkdocs-plugin,pico8-mkdocs-plugin,['plugin'],charts,https://github.com/fmaida/pico8-mkdocs-plugin,https://github.com/fmaida/pico8-mkdocs-plugin,MIT,2019-03-16 17:43:48,2019-03-17 11:49:29,2019-03-17 11:49:24,5.0,,,3.0,,,,1.0,,,,A MKDocs plugin that allows to embed a Pico-8 web player in a page.,1.0,1.0,,https://pypi.org/project/pico8-mkdocs-plugin,20.0,20.0,4,True,3.0,,,,,,,,,,,,
233,markdown_sub_sup,,,,alberic89/markdown_sub_sup,markdown-sub-sup,['markdown'],markdown,https://github.com/alberic89/markdown_sub_sup,https://github.com/alberic89/markdown_sub_sup,LGPL-3.0,2023-03-06 16:58:43,2023-05-02 17:11:34,2023-03-24 15:01:28,11.0,,,1.0,,,,1.0,2023-05-02 17:11:34,0.0.2,1.0,A python markdown extension for add sub and sup support.,,,,https://pypi.org/project/markdown-sub-sup,37.0,37.0,4,True,3.0,markdown_sub_sup,,,,,,,,,,,
234,docstyler,,docstyler,,hfagerlund/mkdocs-docstyler-plugin,,['plugin'],html-css,https://github.com/hfagerlund/mkdocs-docstyler-plugin,https://github.com/hfagerlund/mkdocs-docstyler-plugin,BSD-3-Clause,2019-02-10 21:05:18,2019-02-17 04:17:30,2019-02-16 01:29:25,2.0,,,3.0,,,,,,,,Plugin to add alternative stylesheets to MkDocs custom themes.,,,,,,,4,True,3.0,,,,,,,,,,,,
235,Mkdocs-Addresses,,mkdocs-addresses,,,mkdocs-addresses,['plugin'],links-refs,,https://gitlab.com/frederic-zinelli/mkdocs-addresses,,2023-07-13 16:32:15,2023-07-13 16:32:15,,,,0.0,,,1.0,,,,,0.0,"Mkdocs plugin, building automatically the appropriate relative paths (to images, links, anchors, ...) using..",,,,https://pypi.org/project/mkdocs-addresses,214.0,214.0,4,True,3.0,,,,,,,,,,frederic-zinelli/mkdocs-addresses,https://gitlab.com/frederic-zinelli/mkdocs-addresses,
236,blog,,blog,,andyoakley/mkdocs-blog,,['plugin'],blogging,https://github.com/andyoakley/mkdocs-blog,https://github.com/andyoakley/mkdocs-blog,,2018-02-09 06:12:17,2022-01-21 04:42:09,2020-11-02 21:52:20,17.0,,7.0,3.0,3.0,4.0,1.0,14.0,,,,Blogging in mkdocs.,,,,,,,3,True,3.0,,,,,,,,,,,,
237,Cluster,cluster,,,,mkdocs-cluster,['theme'],theming,,https://gitlab.com/kaliko/mkdocs-cluster,,2016-06-02 15:03:33,2016-06-02 15:03:33,,,,1.0,,,,1.0,4.0,,,0.0,Another bootstrap theme for MkDocs.,,,,https://pypi.org/project/mkdocs-cluster,363.0,363.0,3,True,3.0,,,,,,,,,,kaliko/mkdocs-cluster,https://gitlab.com/kaliko/mkdocs-cluster,
238,sequence-js,,sequence-js,,fcannizzaro/mkdocs-sequence-js-plugin,,['plugin'],charts,https://github.com/fcannizzaro/mkdocs-sequence-js-plugin,https://github.com/fcannizzaro/mkdocs-sequence-js-plugin,MIT,2019-11-06 22:44:12,2020-02-28 16:45:04,2020-02-28 16:43:34,11.0,,2.0,2.0,,1.0,2.0,4.0,,,,MkDocs plugin to render sequence.js blocks.,,,,,,,3,True,3.0,,,,,,,,,,,,
239,alternate-link,,alternate-link,,cmitu/mkdocs-altlink-plugin,,['plugin'],links-refs,https://github.com/cmitu/mkdocs-altlink-plugin,https://github.com/cmitu/mkdocs-altlink-plugin,MIT,2020-01-08 21:31:28,2022-07-13 17:28:57,2021-02-14 13:54:59,14.0,,2.0,2.0,3.0,,1.0,4.0,,,,An MkDocs plugin that simplifies internal links creation.,,,3.0,,,,3,True,3.0,,,,,,,,,,,,
240,python-mkblog,,mkblog,,derJD/python-mkblog,mkblog,['plugin'],blogging,https://github.com/derJD/python-mkblog,https://github.com/derJD/python-mkblog,MIT,2021-03-19 12:48:35,2021-04-14 14:46:30,2021-04-14 14:44:42,20.0,,1.0,2.0,,,,2.0,,,,This is a MkDocs Plugin adding basic blogging functionality by parsing a `blog` directory ontop of your usual `docs`..,,,2.0,https://pypi.org/project/mkblog,98.0,98.0,3,True,3.0,,,,,,,,,,,,
241,import-statement,,import-statement,,Rj40x40/mkdocs-import-statement-plugin,mkdocs-import-statement-plugin,['plugin'],charts,https://github.com/Rj40x40/mkdocs-import-statement-plugin,https://github.com/Rj40x40/mkdocs-import-statement-plugin,MIT,2023-01-13 01:56:01,2023-02-06 13:25:35,2023-02-06 13:25:08,4.0,,,1.0,,2.0,,2.0,,,,,1.0,1.0,,https://pypi.org/project/mkdocs-import-statement-plugin,70.0,70.0,3,True,3.0,,,,,,,,,,,,
242,Github Releaase Changelog,,mkdocs_github_changelog,,djpugh/mkdocs_github_changelog,mkdocs-github-changelog,['plugin'],git-info,https://github.com/djpugh/mkdocs_github_changelog,https://github.com/djpugh/mkdocs_github_changelog,MIT,2023-12-20 10:23:27,2024-01-02 18:35:13,2024-01-02 18:35:12,10.0,,,1.0,9.0,2.0,,1.0,2023-12-26 18:50:27,0.1.0,1.0,mkdocs extension to autogenerate changelog from github releases.,,,2.0,https://pypi.org/project/mkdocs-github-changelog,20.0,20.0,3,True,3.0,,,,,,,,,,,,
