,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,projectrank,show,projectrank_placing,trending,markdown_extension,github_release_downloads,monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,shadowed,pypi,gitlab_id,gitlab_url,bitbucket_id
189,tooltipster-links,,tooltipster-links,,zachhannum/mkdocs-tooltipster-links-plugin,mkdocs-tooltipster-links-plugin,['plugin'],links-refs,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,MIT,2020-01-11 16:20:03,2022-09-20 10:38:00.000000,2020-07-29 11:54:06,7.0,,1.0,2.0,1.0,2.0,,10.0,2020-01-11 17:58:07,_010,1.0,An MkDocs plugin that adds tooltips to preview the content of page links using tooltipster.,31.0,31.0,,https://pypi.org/project/mkdocs-tooltipster-links-plugin,6,True,3.0,,,,,,,,,,,,,,
190,mk2pdf-export,,mk2pdf-export,,HaoLiuHust/mkdocs-mk2pdf-plugin,mkdocs-mk2pdf-plugin,['plugin'],site-conversion,https://github.com/HaoLiuHust/mkdocs-mk2pdf-plugin,https://github.com/HaoLiuHust/mkdocs-mk2pdf-plugin,MIT,2020-01-13 11:09:42,2021-06-29 13:46:26.000000,2020-09-11 05:52:58,21.0,,5.0,1.0,7.0,,1.0,10.0,,,,"The plugin is based on https://github.com/zhaoterryy/mkdocs-pdf-export-plugin/ ,the main change is use pandoc to..",3.0,3.0,4.0,https://pypi.org/project/mkdocs-mk2pdf-plugin,6,True,3.0,,,,,,,,,,,,,,
191,svgbob extension for Python Markdown,,,,mbarkhau/markdown-svgbob,markdown-svgbob,['markdown'],charts,https://github.com/mbarkhau/markdown-svgbob,https://github.com/mbarkhau/markdown-svgbob,MIT,2019-04-18 11:32:58,2024-06-21 15:57:22.000000,2024-06-21 15:57:18,131.0,,2.0,,3.0,2.0,1.0,7.0,,,,svgbob extension for Python Markdown.,10.0,10.0,2.0,https://pypi.org/project/markdown-svgbob,6,True,3.0,,markdown_svgbob,,,,,,,,,,,,
192,MkDocs Pygments,,pygments,,pawamoy/mkdocs-pygments,,['plugin'],html-css,https://github.com/pawamoy/mkdocs-pygments,https://github.com/pawamoy/mkdocs-pygments,ISC,2024-05-17 17:58:56,2025-01-23 13:15:15.000000,2025-01-23 13:09:48,8.0,,1.0,1.0,,,1.0,7.0,2025-01-23 13:10:07,0.0.2,2.0,Highlighting themes for code blocks. Available to sponsors only.,3.0,3.0,,,6,True,3.0,,,,,,,,,,,,,,
193,MkDocs-Test,,test,,fralau/mkdocs-test,,['plugin'],quality,https://github.com/fralau/mkdocs-test,https://github.com/fralau/mkdocs-test,MIT,2024-10-08 18:21:01,2025-07-28 13:47:57.000000,2025-07-28 13:37:43,18.0,3.0,1.0,1.0,1.0,2.0,1.0,7.0,2025-07-28 13:47:57,0.5.6,1.0,A framework for testing MkDocs projects.,,,3.0,,6,True,3.0,,,,,,,,,,,mkdocs-test,,,
194,GitHub,github,,,g3xx/mkdocs-Github,mkdocs-github,['theme'],theming,https://github.com/g3xx/mkdocs-Github,https://github.com/g3xx/mkdocs-Github,MIT,2020-02-25 04:04:58,2020-02-25 09:13:04.000000,2020-02-25 09:12:44,9.0,,,1.0,,,,5.0,,,,Theme Mkdocs Like a Github. DEMO =.,13.0,13.0,,https://pypi.org/project/mkdocs-github,6,True,3.0,,,,,,,,,,,,,,
195,markdown-filter,,markdown-filter,,byrnereese/mkdocs-markdown-filter,mkdocs-markdown-filter,['plugin'],code-exec-templating,https://github.com/byrnereese/mkdocs-markdown-filter,https://github.com/byrnereese/mkdocs-markdown-filter,MIT,2019-02-06 17:40:11,2024-02-15 15:39:39.000000,2019-02-06 17:56:44,4.0,,2.0,1.0,3.0,1.0,,5.0,,,,Adds a markdown template filter to the jinja templating environment in mkdocs.,35.0,35.0,,https://pypi.org/project/mkdocs-markdown-filter,6,True,3.0,,,,,,,,,,,,,,
196,abs-to-rel,,abs-to-rel,,sander76/mkdocs-abs-rel-plugin,mkdocs-abs-rel-plugin,['plugin'],links-refs,https://github.com/sander76/mkdocs-abs-rel-plugin,https://github.com/sander76/mkdocs-abs-rel-plugin,MIT,2018-12-17 10:36:19,2020-03-03 19:34:26.000000,2020-03-03 19:34:24,12.0,,3.0,1.0,1.0,1.0,,5.0,,,,MkDocs plugin for converting absolute links to relative ones.,37.0,37.0,2.0,https://pypi.org/project/mkdocs-abs-rel-plugin,6,True,3.0,,,,,,,,,,,,,,
197,progress,,progress,,rdilweb/mkdocs-plugin-progress,,['plugin'],site-management,https://github.com/rdilweb/mkdocs-plugin-progress,https://github.com/rdilweb/mkdocs-plugin-progress,Apache-2.0,2020-02-20 22:44:17,2020-06-20 02:28:12.000000,2020-06-20 02:28:06,15.0,,,1.0,2.0,,1.0,5.0,2020-02-21 11:28:11,1.1.4-FINAL,1.0,A plugin for MkDocs that lets you know exactly what is happening during the build.,41.0,41.0,3.0,,6,True,3.0,,,,,,,,,,,,,,
198,Risonia,risonia,"['risonia/color-theme', 'risonia/w3css-classes']",,unverbuggt/mkdocs-risonia-theme,mkdocs-risonia-theme,['theme'],theming,https://github.com/unverbuggt/mkdocs-risonia-theme,https://github.com/unverbuggt/mkdocs-risonia-theme,,2022-09-03 09:16:17,2023-09-08 07:46:49.000000,2023-09-01 09:32:01,142.0,,1.0,1.0,,,,4.0,2023-09-08 07:46:19,0.1.12,12.0,"A simple theme for MkDocs, using the w3.css framework and configurable color schemes.",4.0,4.0,,https://pypi.org/project/mkdocs-risonia-theme,6,True,3.0,,,,,,,,,,,,,,
199,mkdocs-matplotlib,,mkdocs_matplotlib,,AnH0ang/mkdocs-matplotlib,mkdocs-matplotlib,['plugin'],charts,https://github.com/AnH0ang/mkdocs-matplotlib,https://github.com/AnH0ang/mkdocs-matplotlib,MIT,2022-04-23 20:25:29,2022-07-10 07:35:01.000000,2022-06-20 15:47:39,66.0,,1.0,1.0,18.0,1.0,,4.0,2022-06-20 15:52:12,0.10.1,14.0,A mkdocs plugin to automatically render matplotlib figure in your documenation.,,,2.0,https://pypi.org/project/mkdocs-matplotlib,6,True,3.0,,,165.0,4.0,,,,,,,,,,
200,factsheet,,factsheet,,inuits/mkdocs-factsheet,,['plugin'],integrations,https://github.com/inuits/mkdocs-factsheet,https://github.com/inuits/mkdocs-factsheet,MIT,2018-07-31 10:32:59,2023-02-08 20:01:44.000000,2023-02-08 19:55:11,11.0,,1.0,19.0,2.0,,1.0,4.0,2023-02-08 20:01:45,1.0.1,2.0,"Generate overviews from YAML descriptions, intended for micro-services and their deployments.",,,4.0,,6,True,3.0,,,,,,,,,,,,,,
201,python-asciimathml,,,,ShadowKyogre/python-asciimathml,asciimathml,['markdown'],markdown,https://github.com/ShadowKyogre/python-asciimathml,https://github.com/ShadowKyogre/python-asciimathml,GPL-3.0,2016-07-27 17:15:27,2022-11-23 23:00:36.000000,2017-04-04 22:08:58,105.0,,4.0,3.0,4.0,,,4.0,,,,python ASCIIMathML to Presentation MathML translator.,,,8.0,https://pypi.org/project/asciimathml,6,True,3.0,,mdx_asciimathml,,,,,,,,,,,,
202,mkdocs-task-collector,,task-collector,,costantinoai/mkdocs-task-collector,mkdocs-task-collector,['plugin'],search-toc,https://github.com/costantinoai/mkdocs-task-collector,https://github.com/costantinoai/mkdocs-task-collector,MIT,2024-07-25 14:34:22,2025-06-08 12:00:08.000000,2025-04-04 23:14:57,28.0,,1.0,1.0,2.0,,,4.0,,,,"mkdocs plugin to generate a comprehensive and organized task list, making it easier to manage and track tasks, notes,..",3.0,3.0,2.0,https://pypi.org/project/mkdocs-task-collector,6,True,3.0,,,,,,,,,,,,,,
203,branchcustomization,,branchcustomization,,effigies/mkdocs-branchcustomization-plugin,mkdocs-branchcustomization-plugin,['plugin'],git-info,https://github.com/effigies/mkdocs-branchcustomization-plugin,https://github.com/effigies/mkdocs-branchcustomization-plugin,MIT,2019-12-13 14:59:00,2022-04-17 16:53:22.000000,2022-04-17 16:53:22,8.0,,,3.0,,,1.0,3.0,,,,Customize MkDocs options on a per-branch basis.,20.0,20.0,,https://pypi.org/project/mkdocs-branchcustomization-plugin,6,True,3.0,,,,,,,,,,,,,,
204,markdown-emdash,,,,czue/markdown-emdash,markdown-emdash,['markdown'],markdown,https://github.com/czue/markdown-emdash,https://github.com/czue/markdown-emdash,MIT,2018-02-27 13:39:31,2023-05-18 13:14:43.000000,2023-05-18 13:13:46,7.0,,1.0,1.0,,,,3.0,,,,Emdash extension for python-markdown.,39.0,39.0,,https://pypi.org/project/markdown-emdash,6,True,3.0,,mdx_emdash,,,,,,,,,,,,
205,mkdocs-breadcrumbs-plugin,,mkdocs-breadcrumbs-plugin,,mihaigalos/mkdocs-breadcrumbs-plugin,mkdocs-breadcrumbs-plugin,['plugin'],nav-pages,https://github.com/mihaigalos/mkdocs-breadcrumbs-plugin,https://github.com/mihaigalos/mkdocs-breadcrumbs-plugin,MIT,2024-06-15 19:51:20,2025-04-18 13:20:46.000000,2025-04-18 13:20:25,78.0,,2.0,1.0,7.0,2.0,3.0,3.0,,,,Location-based breadcrumbs navigation.,9.0,9.0,5.0,https://pypi.org/project/mkdocs-breadcrumbs-plugin,6,True,3.0,,,,,,,,,,,,,,
206,Entangled,,entangled,,entangled/mkdocs-plugin,mkdocs-entangled-plugin,['plugin'],code-exec-templating,https://github.com/entangled/mkdocs-plugin,https://github.com/entangled/mkdocs-plugin,Apache-2.0,2023-04-11 13:06:53,2023-10-14 12:19:27.000000,2023-10-14 12:16:09,28.0,,,1.0,,,1.0,2.0,,,4.0,An MkDocs plugin that lets you do Literate Programming through Entangled.,10.0,10.0,,https://pypi.org/project/mkdocs-entangled-plugin,6,True,3.0,,,,,,,,,,,,,,
207,mkdocs-mcp,,mcp,,ubaumann/mkdocs-mcp,mkdocs-mcp,['plugin'],integrations,https://github.com/ubaumann/mkdocs-mcp,https://github.com/ubaumann/mkdocs-mcp,MIT,2025-04-20 20:44:28,2025-04-27 21:25:29.000000,2025-04-27 21:23:10,28.0,,,1.0,,,,2.0,2025-04-27 21:25:29,0.1.2,3.0,MkDocs Plugin to serve MCP.,,,,https://pypi.org/project/mkdocs-mcp,6,True,3.0,,,,,,,,,,,,,,
208,mkdocs-pipeline-visualizer,,pipeline-visualizer,,obegron/mkdocs-pipeline-visualizer,mkdocs-pipeline-visualizer,['plugin'],api-docs,https://github.com/obegron/mkdocs-pipeline-visualizer,https://github.com/obegron/mkdocs-pipeline-visualizer,BSD-2-Clause,2024-08-07 10:03:40,2025-07-19 13:58:40.000000,2025-07-19 13:58:35,99.0,6.0,,1.0,1.0,,,1.0,,,,Generates MD documentation from tekton pipelines and tasks.,3.0,3.0,3.0,https://pypi.org/project/mkdocs-pipeline-visualizer,6,True,3.0,,,,,,,,,,,,,,
209,mkdocs-bpmn-js,,bpmn-js,,madebyherzblut/mkdocs-bpmn-js,mkdocs-bpmn-js,['plugin'],charts,https://github.com/madebyherzblut/mkdocs-bpmn-js,https://github.com/madebyherzblut/mkdocs-bpmn-js,MIT,2025-05-04 17:34:16,2025-08-01 18:14:40.000000,2025-08-01 18:12:19,10.0,4.0,,1.0,,,,1.0,2025-08-01 18:15:15,0.2.0,2.0,MkDocs plugin to embed BPMN diagrams.,1.0,1.0,,https://pypi.org/project/mkdocs-bpmn-js,6,True,3.0,,,,,,,,,,,,,,
210,Alabaster,alabaster,,,notpushkin/mkdocs-alabaster,mkdocs-alabaster,['theme'],theming,https://github.com/notpushkin/mkdocs-alabaster,https://github.com/notpushkin/mkdocs-alabaster,,2016-01-29 22:40:46,2020-06-16 08:22:24.000000,2020-06-16 08:22:23,49.0,,10.0,2.0,12.0,3.0,14.0,36.0,,,,Alabaster port for MkDocs.,,,10.0,https://pypi.org/project/mkdocs-alabaster,5,True,3.0,,,,,,,,,,,,,,
211,docSkimmer,docskimmer,,,hfagerlund/mkdocs-docskimmer,,['theme'],theming,https://github.com/hfagerlund/mkdocs-docskimmer,https://github.com/hfagerlund/mkdocs-docskimmer,,2017-06-13 00:33:55,2023-11-05 02:08:31.000000,2023-11-05 02:08:28,24.0,,,2.0,7.0,,11.0,19.0,2018-10-11 17:53:21,0.4.0,7.0,"An accessible, skimmable theme for MkDocs.",,,,,5,True,3.0,,,,,,,,,,,,,,
212,Landing,landing,,,TEParsons/mkdocs-landing,mkdocs-landing,['theme'],theming,https://github.com/TEParsons/mkdocs-landing,https://github.com/TEParsons/mkdocs-landing,CC0-1.0,2024-09-28 19:16:46,2025-02-16 12:40:13.000000,2025-02-16 12:38:18,144.0,,1.0,1.0,1.0,,1.0,19.0,2024-12-22 15:01:13,0.0.8,8.0,"An mkdocs theme geared towards making a personal landing page, with simpler navigation and heavily customisable style..",5.0,5.0,4.0,https://pypi.org/project/mkdocs-landing,5,True,3.0,,,4.0,0.0,,,,,,,,,,
213,doxygen,,doxygen,,pieterdavid/mkdocs-doxygen-plugin,,['plugin'],api-docs,https://github.com/pieterdavid/mkdocs-doxygen-plugin,https://github.com/pieterdavid/mkdocs-doxygen-plugin,MIT,2018-08-06 19:41:31,2020-12-04 15:20:33.000000,2020-12-04 15:20:32,9.0,,5.0,2.0,2.0,2.0,,18.0,,,,A Doxygen plugin for MkDocs.,,,3.0,,5,True,3.0,,,,,,,,,,,,,,
214,Tweetable quotes,,,,max-arnold/markdown-tweetable,markdown-tweetable,['markdown'],markdown,https://github.com/max-arnold/markdown-tweetable,https://github.com/max-arnold/markdown-tweetable,MIT,2014-06-02 11:57:04,2019-03-25 05:45:20.000000,2019-03-25 05:45:13,81.0,,1.0,1.0,,,1.0,16.0,,,,Python-Markdown extension to embed tweetable quotes into your blog posts.,5.0,5.0,,https://pypi.org/project/markdown-tweetable,5,True,3.0,,tweetable.extension,,,,,,,,,,,,
215,badges,,badges,,six-two/mkdocs-badges,mkdocs-badges,['plugin'],charts,https://github.com/six-two/mkdocs-badges,https://github.com/six-two/mkdocs-badges,MIT,2022-04-23 12:11:33,2025-05-06 19:12:36.000000,2025-05-06 19:12:31,76.0,,1.0,1.0,,1.0,6.0,14.0,,,,Add badges to your mkdocs page.,,,,https://pypi.org/project/mkdocs-badges,5,True,3.0,,,,,,,,,,,,,,
216,plotly charts,,plotly,,haoda-li/mkdocs-plotly-plugin,mkdocs-plotly-plugin,['plugin'],charts,https://github.com/haoda-li/mkdocs-plotly-plugin,https://github.com/haoda-li/mkdocs-plotly-plugin,MIT,2023-01-11 01:57:12,2023-07-25 22:26:42.000000,2023-07-25 22:26:30,18.0,,1.0,,2.0,1.0,3.0,13.0,,,,Mkdocs plugin to add interactive charts with Plotly.js.,,,3.0,https://pypi.org/project/mkdocs-plotly-plugin,5,True,3.0,,,,,,,,,,,,,,
217,Github-Links,,,,Python-Markdown/github-links,mdx-gh-links,['markdown'],git-info,https://github.com/Python-Markdown/github-links,https://github.com/Python-Markdown/github-links,,2017-11-07 21:22:03,2023-12-22 19:53:20.000000,2023-12-22 19:52:23,25.0,,9.0,4.0,13.0,,5.0,11.0,,,,Python-Markdown GitHub Links Extension.,,,4.0,https://pypi.org/project/mdx-gh-links,5,True,3.0,,mdx_gh_links,,,,,,,,,,,,
218,Ivory,ivory,,,daizutabi/mkdocs-ivory,mkdocs-ivory,['theme'],theming,https://github.com/daizutabi/mkdocs-ivory,https://github.com/daizutabi/mkdocs-ivory,MIT,2019-04-14 14:07:26,2020-06-16 07:35:02.000000,2020-06-16 07:34:55,58.0,,5.0,1.0,1.0,3.0,3.0,10.0,,,,Ivory theme for MkDocs.,,,2.0,https://pypi.org/project/mkdocs-ivory,5,True,3.0,,,,,,,,,,,,,,
219,nbconvert,,nbconvert,,tanbro/mkdocs-nbconvert,mkdocs-nbconvert,['plugin'],code-exec-templating,https://github.com/tanbro/mkdocs-nbconvert,https://github.com/tanbro/mkdocs-nbconvert,BSD-2-Clause,2019-08-05 11:11:23,2025-06-21 04:54:35.000000,2025-06-21 04:48:52,116.0,1.0,1.0,2.0,1.0,,1.0,9.0,,,,A MkDocs plug-in provides a source parser for *.ipynb files.,5.0,5.0,5.0,https://pypi.org/project/mkdocs-nbconvert,5,True,3.0,,,,,,,,,,,,,,
220,Moonstone,moonstone,,,byrnereese/mkdocs-moonstone,mkdocs-moonstone,['theme'],theming,https://github.com/byrnereese/mkdocs-moonstone,https://github.com/byrnereese/mkdocs-moonstone,,2019-02-14 08:53:35,2021-06-15 21:16:30.000000,2021-06-15 21:15:45,28.0,,1.0,1.0,,,,7.0,,,,A documentation theme for mkdocs.,13.0,13.0,,https://pypi.org/project/mkdocs-moonstone,5,True,3.0,,,,,,,,,,,,,,
221,Nature,nature,,,waylan/mkdocs-nature,mkdocs-nature,['theme'],theming,https://github.com/waylan/mkdocs-nature,https://github.com/waylan/mkdocs-nature,,2017-03-13 02:45:21,2023-09-14 18:55:28.000000,2023-09-14 18:14:25,37.0,,1.0,1.0,5.0,,,6.0,,,,A MkDocs theme.,47.0,47.0,2.0,https://pypi.org/project/mkdocs-nature,5,True,3.0,,,,,,,,,,,,,,
222,Breakless Lists,,,,adamb70/mdx-breakless-lists,mdx-breakless-lists,['markdown'],markdown,https://github.com/adamb70/mdx-breakless-lists,https://github.com/adamb70/mdx-breakless-lists,MIT,2020-08-30 01:16:09,2022-12-19 10:48:58.000000,2020-10-08 22:02:50,10.0,,2.0,1.0,2.0,1.0,1.0,6.0,2020-10-08 22:01:08,1.0.1,2.0,Python markdown breakless lists extension.,,,,https://pypi.org/project/mdx-breakless-lists,5,True,3.0,,mdx_breakless_lists,,,,,,,,,,,,
223,inari,,inari,,tkamenoko/inari,inari,['plugin'],api-docs,https://github.com/tkamenoko/inari,https://github.com/tkamenoko/inari,MIT,2019-08-22 04:40:26,2024-03-20 18:40:24.000000,2021-07-10 04:26:08,101.0,,,1.0,1.0,1.0,1.0,5.0,,,,Write docstrings in markdown!.,8.0,8.0,,https://pypi.org/project/inari,5,True,3.0,,,,,,,,,,,,,,
224,MkDocs Backlinks Section Plugin,,backlinks_section,,six-two/mkdocs-backlinks-section-plugin,mkdocs-backlinks-section-plugin,['plugin'],links-refs,https://github.com/six-two/mkdocs-backlinks-section-plugin,https://github.com/six-two/mkdocs-backlinks-section-plugin,MIT,2024-12-01 16:22:41,2025-07-31 18:27:58.000000,2025-07-31 18:27:50,16.0,4.0,,1.0,,,3.0,5.0,,,,Create a backlink section that lists every page linking to the current page.,,,,https://pypi.org/project/mkdocs-backlinks-section-plugin,5,True,3.0,,,,,,,,,,,,,,
225,mkdocs-data-plugin,,data,,joapuiib/mkdocs-data-plugin,mkdocs-data-plugin,['plugin'],code-exec-templating,https://github.com/joapuiib/mkdocs-data-plugin,https://github.com/joapuiib/mkdocs-data-plugin,MIT,2024-11-21 18:59:31,2025-02-04 20:14:38.000000,2024-11-26 15:11:22,11.0,,,1.0,3.0,,,3.0,2024-11-25 16:48:21,0.2.0,1.0,Mkdocs plugin that allows reading data from markup files and use it in your Markdown pages.,1.0,1.0,,https://pypi.org/project/mkdocs-data-plugin,5,True,3.0,,,,,,,,,,,,,,
226,mkdocs-issues-plugin,,mkdocs-issues-plugin,,mihaigalos/mkdocs-issues-plugin,mkdocs-issues-plugin,['plugin'],links-refs,https://github.com/mihaigalos/mkdocs-issues-plugin,https://github.com/mihaigalos/mkdocs-issues-plugin,MIT,2024-07-17 20:30:59,2024-07-25 21:05:08.000000,2024-07-24 18:00:40,72.0,,,1.0,,,,3.0,,,,"A plugin for showing the state and labels of issues, PRs and discussions (GitHub or GitLab) in mkdocs generated docs.",1.0,1.0,3.0,https://pypi.org/project/mkdocs-issues-plugin,5,True,3.0,,,,,,,,,,,,,,
227,mkdocs-nav-enhancements,,mkdocs-nav-enhancements,,Rylon/mkdocs-nav-enhancements,mkdocs-nav-enhancements,['plugin'],nav-pages,https://github.com/Rylon/mkdocs-nav-enhancements,https://github.com/Rylon/mkdocs-nav-enhancements,MIT,2019-07-15 23:39:57,2019-07-24 10:09:41.000000,2019-07-24 10:08:04,16.0,,,,,1.0,,3.0,,,,WIP plugin for working with titles of pages in MkDocs.,,,,https://pypi.org/project/mkdocs-nav-enhancements,5,True,3.0,,,,,,,,,,,,,,
228,mkdocs-codecheck,,,,byrnereese/codechecker-mkdocs,mkdocs-codecheck,[],quality,https://github.com/byrnereese/codechecker-mkdocs,https://github.com/byrnereese/codechecker-mkdocs,MIT,2021-08-24 18:05:47,2021-12-16 19:26:31.000000,2021-12-16 19:26:10,86.0,,,2.0,1.0,1.0,,3.0,,,,"Traverses a directory tree looking for code samples, then attempts to validate each code sample found.",,,6.0,https://pypi.org/project/mkdocs-codecheck,5,True,3.0,,,,,,,,,,,,,,
229,mkdocs-exclude-tagged-files,,mkdocs_exclude_tagged_files,,JonasDoesThings/mkdocs-exclude-tagged-files,mkdocs-exclude-tagged-files,['plugin'],site-management,https://github.com/JonasDoesThings/mkdocs-exclude-tagged-files,https://github.com/JonasDoesThings/mkdocs-exclude-tagged-files,MIT,2022-12-15 20:36:59,2023-09-10 15:14:45.000000,2023-09-10 15:13:51,16.0,,2.0,1.0,1.0,,1.0,3.0,2023-09-10 15:45:16,1.0.4,3.0,A mkdocs plugin for excluding files based on frontmatter tags.,4.0,4.0,2.0,https://pypi.org/project/mkdocs-exclude-tagged-files,5,True,3.0,,,,,,,,,,,,,,
230,webcontext,,webcontext,,Darrelk/mkdocs-webcontext-plugin,mkdocs-webcontext-plugin,['plugin'],links-refs,https://github.com/Darrelk/mkdocs-webcontext-plugin,https://github.com/Darrelk/mkdocs-webcontext-plugin,MIT,2021-04-14 11:55:59,2025-05-23 11:52:26.000000,2025-05-23 11:52:26,8.0,3.0,1.0,1.0,1.0,,,1.0,2025-05-23 11:39:36,0.1.1,2.0,Mkdocs plugin for converting absolute paths to webcontext aware paths using the configured webcontext context.,6.0,6.0,2.0,https://pypi.org/project/mkdocs-webcontext-plugin,5,True,3.0,,,11.0,0.0,,,,,,,,,,
231,mkdocs-auto-refresh-build-pages,,auto-refresh-build-pages,,JakubAndrysek/mkdocs-auto-refresh-build-pages,mkdocs-auto-refresh-build-pages,['plugin'],site-management,https://github.com/JakubAndrysek/mkdocs-auto-refresh-build-pages,https://github.com/JakubAndrysek/mkdocs-auto-refresh-build-pages,MIT,2024-06-28 13:02:40,2025-07-06 08:42:50.000000,2025-07-06 08:42:43,5.0,1.0,,1.0,,,,1.0,2024-06-29 21:41:40,1.0.1,1.0,MkDocs plugin that automatically refreshes the build pages when the documentation is updated.,5.0,5.0,,https://pypi.org/project/mkdocs-auto-refresh-build-pages,5,True,3.0,,,,,,,,,,,,,,
232,select-files,,select-files,,supcik/mkdocs-select-files,mkdocs-select-files,['plugin'],nav-pages,https://github.com/supcik/mkdocs-select-files,https://github.com/supcik/mkdocs-select-files,Apache-2.0,2019-09-04 22:26:31,2023-06-25 12:42:56.000000,2019-09-05 06:58:14,8.0,,,2.0,,,,,,,,Filter pages for assignments.,9.0,9.0,,https://pypi.org/project/mkdocs-select-files,5,True,3.0,,,,,,,,,,,,,,
233,BOOTSTRAP386,bootstrap386,,,,mkdocs-bootstrap386,['theme'],theming,,https://gitlab.com/lramage/mkdocs-bootstrap386,,2018-06-06 02:30:09,2018-06-06 02:30:09.000000,,,,3.0,,,4.0,3.0,33.0,,,1.0,A vintage 1980s DOS inspired Twitter Bootstrap theme for MkDocs https://lramage.gitlab.io/mkdocs-bootstrap386.,,,,https://pypi.org/project/mkdocs-bootstrap386,4,True,3.0,,,,,,,,,,,,lramage/mkdocs-bootstrap386,https://gitlab.com/lramage/mkdocs-bootstrap386,
234,GitBook,gitbook,,,,mkdocs-gitbook,['theme'],theming,,https://gitlab.com/lramage/mkdocs-gitbook-theme,,2018-12-17 18:29:14,2018-12-17 18:29:14.000000,,,,13.0,,,9.0,10.0,30.0,,,0.0,Default theme for GitBook for Mkdocs https://lramage.gitlab.io/mkdocs-gitbook-theme.,,,,https://pypi.org/project/mkdocs-gitbook,4,True,3.0,,,,,,,,,,,,lramage/mkdocs-gitbook-theme,https://gitlab.com/lramage/mkdocs-gitbook-theme,
235,include directory to navigation,,include_dir_to_nav,,mysiki/mkdocs_include_dir_to_nav,mkdocs-include-dir-to-nav,['plugin'],nav-pages,https://github.com/mysiki/mkdocs_include_dir_to_nav,https://github.com/mysiki/mkdocs_include_dir_to_nav,,2021-09-07 20:49:51,2022-03-01 09:02:53.000000,2022-03-01 08:52:15,12.0,,3.0,1.0,3.0,2.0,2.0,30.0,2022-03-01 09:02:54,1.2.0,3.0,Simple MKDocs plugin than permit to fetch and replace directory in navigation.,,,,https://pypi.org/project/mkdocs-include-dir-to-nav,4,True,3.0,,,15.0,0.0,,,,,,,,,,
236,mkdocs-rtl,,,,mberneti/mkdocs-rtl,,[],theming,https://github.com/mberneti/mkdocs-rtl,https://github.com/mberneti/mkdocs-rtl,MIT,2017-10-16 10:32:15,2021-03-26 00:09:07.000000,2017-10-22 11:51:15,9.0,,4.0,1.0,2.0,1.0,1.0,25.0,,,,mkdocs rtl theme based on mkdocs-material.,,,2.0,,4,True,3.0,,,,,,,,,,,,,,
237,Wikilink Plus,,,,neurobin/mdx_wikilink_plus,mdx-wikilink-plus,['markdown'],links-refs,https://github.com/neurobin/mdx_wikilink_plus,https://github.com/neurobin/mdx_wikilink_plus,,2018-09-19 09:56:17,2022-07-26 06:02:00.000000,2022-07-26 06:00:03,78.0,,5.0,2.0,5.0,,6.0,16.0,,,,A wikilink extension for Python Markdown.,,,5.0,https://pypi.org/project/mdx-wikilink-plus,4,True,3.0,,mdx_wikilink_plus,,,,,,,,,,,,
238,HEARTBEATS Flavored Markdown,,,,heartbeatsjp/markdown-extension-hbfm,hbfm,['markdown'],markdown,https://github.com/heartbeatsjp/markdown-extension-hbfm,https://github.com/heartbeatsjp/markdown-extension-hbfm,,2017-04-06 02:07:29,2022-01-21 19:34:08.000000,2018-03-01 07:33:55,18.0,,1.0,3.0,5.0,,,14.0,,,,HEARTBEATS Flavored Markdown extension.,10.0,10.0,2.0,https://pypi.org/project/hbfm,4,True,3.0,1.0,"['hbfm.inline_coloring', 'hbfm.inline_list', 'hbfm.number_headers', 'hbfm.quote_uri_hash']",,,,,,,,,,,,
239,mkdocs-theme-topdf,topdf,,,kuri65536/mkdocs-theme-topdf,mkdocs-theme-topdf,['theme'],theming,https://github.com/kuri65536/mkdocs-theme-topdf,https://github.com/kuri65536/mkdocs-theme-topdf,MPL-2.0,2019-12-23 06:20:31,2025-05-22 04:08:14.000000,2025-05-22 04:07:23,123.0,1.0,1.0,1.0,,,1.0,13.0,,,,A mkdocs theme for create PDF and printing with paged.js.,4.0,4.0,,https://pypi.org/project/mkdocs-theme-topdf,4,True,3.0,,,,,,,,,,,,,,
240,mkdocs-typedoc,,typedoc,,JakubAndrysek/mkdocs-typedoc,mkdocs-typedoc,['plugin'],api-docs,https://github.com/JakubAndrysek/mkdocs-typedoc,https://github.com/JakubAndrysek/mkdocs-typedoc,MIT,2023-07-02 15:54:43,2024-05-03 20:24:30.000000,2024-05-03 20:23:47,10.0,,1.0,1.0,1.0,1.0,2.0,8.0,2024-05-03 16:53:15,1.0.3,3.0,The MkDocs-Typedoc Plugin is a MkDocs plugin that allows you to include TypeDoc documentation in your MkDocs site.,,,2.0,https://pypi.org/project/mkdocs-typedoc,4,True,3.0,,,,,,,,,,,,,,
